row ID,row m/z,row retention time,LQ-01-61-08_pos.mzXML Peak area,LQ-01-61-09_pos.mzXML Peak area,LQ-01-61-15_pos.mzXML Peak area,LQ-01-61-05_pos.mzXML Peak area,LQ-01-61-12_pos.mzXML Peak area,LQ-01-61-22_pos.mzXML Peak area,LQ-01-61-27_pos.mzXML Peak area,LQ-01-61-10_pos.mzXML Peak area,LQ-01-61-06_pos.mzXML Peak area,LQ-01-61-02_pos.mzXML Peak area,LQ-01-61-01_pos.mzXML Peak area,LQ-01-61-16_pos.mzXML Peak area,LQ-01-61-13_pos.mzXML Peak area,LQ-01-61-04_pos.mzXML Peak area,LQ-01-61-03_pos.mzXML Peak area,LQ-01-61-11_pos.mzXML Peak area,LQ-01-61-42_pos.mzXML Peak area,LQ-01-61-28_pos.mzXML Peak area,LQ-01-61-21_pos.mzXML Peak area,LQ-01-61-23_pos.mzXML Peak area,LQ-01-61-47_pos.mzXML Peak area,LQ-01-61-18_pos.mzXML Peak area,LQ-01-61-26_pos.mzXML Peak area,LQ-01-61-29_pos.mzXML Peak area,LQ-01-61-44_pos.mzXML Peak area,LQ-01-61-46_pos.mzXML Peak area,LQ-01-61-30_pos.mzXML Peak area,LQ-01-61-17_pos.mzXML Peak area,LQ-01-61-32_pos.mzXML Peak area,LQ-01-61-25_pos.mzXML Peak area,LQ-01-61-14_pos.mzXML Peak area,LQ-01-61-62_pos.mzXML Peak area,LQ-01-61-57_pos.mzXML Peak area,LQ-01-61-60_pos.mzXML Peak area,LQ-01-61-39_pos.mzXML Peak area,LQ-01-61-33_pos.mzXML Peak area,LQ-01-61-77_pos.mzXML Peak area,LQ-01-61-38_pos.mzXML Peak area,LQ-01-61-43_pos.mzXML Peak area,LQ-01-61-07_pos.mzXML Peak area,LQ-01-61-61_pos.mzXML Peak area,LQ-01-61-36_pos.mzXML Peak area,LQ-01-61-48_pos.mzXML Peak area,LQ-01-61-49_pos.mzXML Peak area,LQ-01-61-20_pos.mzXML Peak area,LQ-01-61-19_pos.mzXML Peak area,LQ-01-61-40_pos.mzXML Peak area,LQ-01-61-24_pos.mzXML Peak area,LQ-01-61-34_pos.mzXML Peak area,LQ-01-61-51_pos.mzXML Peak area,LQ-01-61-31_pos.mzXML Peak area,LQ-01-61-76_pos.mzXML Peak area,LQ-01-61-64_pos.mzXML Peak area,LQ-01-61-52_pos.mzXML Peak area,LQ-01-61-68_pos.mzXML Peak area,LQ-01-61-50_pos.mzXML Peak area,LQ-01-61-78_pos.mzXML Peak area,LQ-01-61-63_pos.mzXML Peak area,LQ-01-61-67_pos.mzXML Peak area,LQ-01-61-54_pos.mzXML Peak area,LQ-01-61-69_pos.mzXML Peak area,LQ-01-61-53_pos.mzXML Peak area,LQ-01-61-45_pos.mzXML Peak area,LQ-01-61-59_pos.mzXML Peak area,LQ-01-61-58_pos.mzXML Peak area,LQ-01-61-41_pos.mzXML Peak area,LQ-01-61-66_pos.mzXML Peak area,LQ-01-61-35_pos.mzXML Peak area,LQ-01-61-71_pos.mzXML Peak area,LQ-01-61-72_pos.mzXML Peak area,LQ-01-61-70_pos.mzXML Peak area,LQ-01-61-65_pos.mzXML Peak area,LQ-01-61-75_pos.mzXML Peak area,LQ-01-61-37_pos.mzXML Peak area,LQ-01-61-73_pos.mzXML Peak area,LQ-01-61-74_pos.mzXML Peak area,LQ-01-61-55_pos.mzXML Peak area,LQ-01-61-56_pos.mzXML Peak area
2355,229.1431354,2.3937001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239014.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121244.836,0,0,0,0,0,0,0,0
2356,229.1432316,3.8264542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260104.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108410.2,26461.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34868.56,0,0,0,0,0,0,0,0,0,0
2357,229.1433589,2.1622279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70826.58,0,0,0,0,0,0,0,0,0,407458,0,0,0,0,0,0,0,51128.395,51952.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35284.81,0,378117.4,0,0,0,0,0,0,0,0
2358,229.1434236,4.7454114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65420.2,0,0,0,0,418910.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113847.79,144207.95,0,0,0,0,0,0,0,0,33832.695,0,0,53213.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,229.1434349,3.1848867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219734.62,0,0,0,0,0,19100.545,0,0,0,165700.6,0,0,0,31569.16,37088.81,0,0,120203.984,62463.766,0,0,0,0,0,0,0,0,0,0,0,0,0,30857.574,0,84016.68,0,0,105946.07,0,167843.02,0,0,0,0,0,0,0,0
2360,229.143437,1.3122001,0,0,0,0,0,0,0,30204.162,0,0,0,0,0,0,0,0,0,203507.92,0,0,0,0,0,0,0,0,0,204280,0,0,0,0,0,0,0,42253.023,0,0,0,0,0,0,158760.64,0,0,0,0,305815.28,390932.44,0,0,0,164162.38,0,0,0,0,0,0,0,76782.62,0,0,0,0,77640.15,0,0,177840.61,0,0,0,0,0,0,0,0,0
2361,229.1435341,2.5624526,0,0,0,0,0,0,0,24825.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281288.22,0,0,23707.434,0,0,31895.166,358641.7,0,0,0,0,39926.03,224042.8,0,0,0,117529.484,0,93366.17,31917.707,0,79660.836,0,0,225308.23,201321.12,0,0,0,0,0,0,0,0,0,0,57176.984,0,0,19682.34,58640.445,24753.84,0,0,283144.25,0,313079.22,0,0,0,0,0,0,0,0
2362,229.1436301,3.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133598.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123384.96,0,0,0,0,0,0,0,0
2363,229.1438621,6.038883,0,0,0,0,0,120753.88,0,0,0,0,0,0,0,0,0,0,0,0,49674.684,0,121550.58,0,0,0,0,62621.527,0,0,0,0,0,0,0,0,0,0,0,0,0,222557.97,0,0,31287.797,46474.24,0,0,0,0,0,0,0,0,0,0,0,79688.35,0,0,0,0,0,0,0,0,0,0,0,0,0,52102.316,0,0,0,0,0,0,36824.496,0
2364,229.1951512,6.5576167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159788.16,0,0,0,0,0,0,0,0,0,0,0,0,0,51270.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75430.75,0,0,0,0,0,0
2365,229.1951386,6.76135,0,0,0,0,0,0,0,0,0,0,0,0,53074.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,229.1951757,4.627033,0,0,0,0,0,0,0,0,0,16334.835,0,0,0,0,0,0,0,0,0,0,246940.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68720.22,0,0,0,0,0,0,0,0,0,0
2367,229.1952227,4.8428054,0,0,0,0,0,0,0,0,0,226311.69,233124.5,0,120347.73,0,0,188657.16,0,0,0,0,73289.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121954.47,0,0,0,0,0,0
2368,229.1953382,6.2675786,0,0,0,0,0,0,0,0,0,22136.111,49022.074,0,184669.92,0,0,0,0,0,0,0,0,0,0,0,74681.68,0,0,0,0,0,0,0,0,0,0,0,0,0,42950.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114623.79,0,0,71811.11,0,0,36308.773,0,0,0,0,0,0
2369,229.1954347,5.661323,0,0,0,0,0,0,0,0,0,74119.375,151519.25,0,72936.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126229.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91557.97,0,0,0,0,0,0
2370,229.1954945,3.9832335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141253.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,229.1959252,5.8004417,0,0,0,0,0,0,0,0,0,90319.12,66750.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,229.5424119,2.7812,0,0,0,0,0,104753.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,229.6179557,3.8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53311.164,0,77809.03,198038.11,0,0
2374,230.0257475,2.8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213473.06,0,0,0,0
2375,230.0571344,1.3249583,0,0,0,0,0,0,0,134536.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120558.1,0,0,0,0,0,0,0,0,0,0,0,0
2376,230.0735132,3.7266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197272.45,0,0,0,0
2377,230.0742285,3.3741834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426677.94,0,0,0,0
2378,230.0813766,2.7024667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E+07,0,0,0,0
2379,230.1175514,1.5110333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119434.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,230.1179809,1.2959666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18120.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,230.130278,3.6086166,0,0,0,0,0,28894.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159171.25,0,0,146931.53,0,0
2382,230.1302611,3.4645333,0,0,0,0,0,55615.57,0,0,0,0,0,0,0,0,0,0,0,0,0,123473.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,230.1306254,4.057017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130024.22,0,0,0,0,0,0,0,0,0,0
2384,230.1353655,5.309074,0,0,0,0,70314.32,0,0,0,0,0,0,58604.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127980.05,0,0,140244.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173953.22,0,0,0,0,0,0,0,48093.97,0,0,0,0,0,0,75707.805,0,0,82370.164,144590.72,0,0,0,0,0
2385,230.1390068,2.977,0,0,0,0,0,551121.06,0,0,0,0,0,0,0,0,0,0,0,0,282743.8,420042.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,230.1750579,2.48905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103267.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,230.175112,1.654325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73198.88,0,0,0,0,0,0,0,0,0,52466.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67267.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78292.08,0,0,0,0,0,0,0,0,0
2388,230.2478399,3.7972958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18904.941,0,0,0,0,0,0,0,82739.28,0,0,0,0,38624.97,0,0,0,0,0,0,0,0,0,0,0,46106.785,0,78201.54,0,0,0,0,0,0,0,0,0,0,0,50008.17,0,0,0,0,0,0,79043.13,50017.17,0,0,0,0,0,0,0,0,0
2389,230.2478757,3.5389585,0,0,0,0,0,0,0,0,0,0,0,64122.29,0,0,0,0,0,0,0,0,0,58742.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55847.832,0,0,0,0,0,0,0,83969.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,230.6141877,4.3615417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145340.55,141874.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,230.960962,2.056159,27995.55,0,0,56303.496,0,0,20809.002,0,45411.785,51846.33,0,66277.07,32149.943,47384.223,94181.64,87139.61,44231.44,0,0,0,26689.45,59602.094,31856.633,0,0,33322.324,24158.066,0,43524.938,18861.514,0,39947.844,0,0,31529.262,0,0,0,0,0,41379.055,51572.062,0,33229.65,0,60827.383,28682.693,0,0,0,36709.164,14534.404,0,0,0,0,22028.11,0,0,0,0,0,38219.76,44170.316,0,0,0,0,0,0,0,0,0,0,0,33216.445,0,0
2392,230.9610167,2.2495604,0,0,0,134575.86,0,0,22175.84,0,0,33629.8,0,0,0,22847.312,47493.375,0,20198.895,0,32914.42,0,32148.828,0,32312.178,0,21388.275,0,0,0,20538.852,0,18147.352,27543.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44210.566,46323.246,0,0,0,0,58015.355,0,115068.23,0,0,0,0,0,0,0,0,26501.082,0,0,0,0,0,0,0,23160.957,0,0
2393,230.9611048,1.3658885,45311.33,0,122171.32,0,0,213484.94,90858.71,0,0,36131.344,0,134702.48,92153.83,60036.086,133772.14,0,36158.938,79515.11,67400.95,0,59659.42,0,77867.28,102072.08,0,128556.734,0,0,185508.48,138825.5,138217.6,0,0,0,58989.926,0,0,0,0,135121.38,81909.664,0,0,76422.79,122954.164,0,61266.203,0,0,77036.81,114871.95,36686.055,0,61498.867,0,0,17394.664,120167.2,0,170218.66,0,120124.37,135292.02,0,50539.977,0,0,82790.51,0,0,0,0,0,38895.965,20408.26,0,82054.75,0
2394,230.9610377,1.814493,63442.863,0,50214.65,86557.55,0,98691.84,70402.9,25551.234,79431.95,109452.31,0,51452.21,0,85314.8,35706.984,33866.844,17132.617,0,106501.875,0,40491.016,46645.902,70996.24,35562.266,51403.156,0,72370.33,0,105618.29,109782.48,195319.98,26186.396,0,0,43954.04,0,0,0,0,0,30514.207,79277.43,0,63065.445,0,85830.53,28313.719,0,0,44179.176,115590.94,26744.152,0,0,0,0,69455.67,0,106873.67,0,0,28410.527,40441.125,27682.055,0,0,0,170836.6,0,0,0,0,0,0,73488.11,99166.83,0,0
2395,230.9610527,2.6561666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70894.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,230.9610576,0.37030724,0,0,0,27711.635,0,26428.29,44287.8,32782.523,0,0,0,0,0,29653.139,0,38227.492,0,32119.334,39929.57,0,33388.453,19797.55,30497.57,40411.35,50279.508,0,0,0,32603.842,0,0,56967.445,0,0,0,28827.678,0,0,0,0,31245.719,32065,0,0,27449.24,19106.84,25169.701,0,75813.266,17381.27,0,20235.82,0,68306.25,0,0,41098.918,24277.568,31261.676,0,0,21542.521,56324.598,19165.602,21309.648,0,0,0,63233.617,0,0,0,0,59280.71,34413.227,22658.174,28126.818,0
2397,230.9610658,2.4292686,0,0,25307.508,98358.625,0,0,32333.584,0,0,0,0,0,0,0,0,72082.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26741.133,0,0,0,0,0,20587.941,0,0,0,0,0,0,0,0,0,26984.572,0,0,0,0,49071.61,0,118833.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,230.9610765,1.6400484,31964.5,0,91159.79,0,0,95942.03,55602.582,0,29521.209,80663.695,0,0,99478.016,116266.68,33320.367,43242.855,72769.01,31952.523,94681.54,0,0,19176.805,44995.02,49505.367,23429.082,0,0,0,0,0,106129.08,0,0,0,64465.938,48596.94,0,0,0,131246.81,94836.47,89000.21,0,0,140501.9,49729.66,0,0,0,20913.688,54586.418,0,0,0,0,0,17575.67,24614.922,0,0,0,103814.586,24838.121,75248.805,0,0,0,0,0,0,0,0,0,166151.11,97753.266,29457.762,131504.55,0
2399,230.9610825,1.4932963,85236.08,0,79026.734,0,0,0,68385.625,0,0,38246.145,0,64889.684,0,0,43774.387,75467.18,28468.393,0,78818.23,0,186404.66,114866.336,0,0,114031.914,198898.81,145787.38,0,0,72205.66,0,0,0,0,21221.23,42730.84,0,0,0,81326.836,57227.96,140163.67,0,108690.53,34623.207,116595.74,41880.445,0,0,103189.17,75174.58,36696.5,0,57860.645,0,0,33043.516,0,0,150458.53,0,0,37603.195,78686.85,73227.6,0,0,94453.48,0,0,0,0,0,58422.84,0,13601.456,0,0
2400,230.9611189,1.2347273,95564.94,0,30580.387,0,0,78949.42,0,69242.06,141488.7,29578.24,0,0,0,101244.055,0,32755.613,0,47243.156,43308.64,0,80721.375,25590.07,93886.83,0,0,26345.14,84252.2,0,0,0,57117.316,107682.16,0,0,0,50996.316,0,0,0,0,0,0,0,58449.836,0,142836.72,0,0,0,38270.906,0,0,0,0,0,0,13495.799,37365.27,0,0,0,0,0,89255.445,49141.36,0,0,0,0,0,0,0,0,34914.27,0,81413.43,128529.266,0
2401,230.9612984,0.927822,0,0,37988.715,0,0,21343.684,28545.363,57088.062,29131.15,50025.445,0,19279.531,36269.44,0,37334.484,32916.824,57720.797,100847.05,30334.455,0,0,30066.145,25013.379,34561.367,0,27927.48,36345.863,0,0,95331.01,17569.574,0,0,0,31609.281,27529.273,0,0,0,139187.25,0,0,0,58792.977,58726.242,20832.777,150363.44,0,176073.55,54041.785,0,0,0,115588.06,0,0,0,30060.691,0,38544.656,0,33501.562,158633.12,0,0,0,0,21048.268,0,0,0,0,0,0,15888.336,0,64072.156,0
2402,230.9611335,1.0992097,27689.17,0,37023.434,0,0,19987.652,0,58683.64,60435.64,43232.664,0,68229.51,72359.31,32466.535,65426.914,39549.938,69041.21,50828.598,51932.48,0,0,0,33046.387,173932.61,66738.72,55940.918,83288.42,0,59460.816,50207.625,21516.373,32592.855,0,0,60206.207,33418.832,0,0,0,84487.99,63548.773,35387.5,0,20872.473,147635.44,31820.934,88834.58,0,62956.797,46414.625,119020.65,20699.2,0,96834.2,0,0,24591.887,19962.865,0,119012.91,0,62956.906,0,60615.945,18897.453,0,0,112344.9,0,0,0,0,0,113437.02,26364.695,49457.996,35623.68,0
2403,230.9614997,0.76747185,0,0,0,0,0,16934.74,0,19408.553,0,0,0,0,23091.648,0,0,0,0,39190.207,0,0,0,0,15463.015,0,0,30586.188,9278.596,0,17239.445,43222.695,0,23723.387,0,0,0,30726.875,0,0,0,18919.24,0,0,0,19694.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13298.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12048.352,0,12122.977,0
2404,231.0322324,3.3983917,0,0,0,0,0,181562.83,0,0,0,0,0,0,0,0,0,0,0,0,65056.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,231.0641143,4.7123084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365798.25,349268.53,0,0
2406,231.0649563,5.377225,0,0,0,0,0,0,0,0,0,0,0,0,0,34244.82,612246.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,231.0651577,3.4013166,0,0,0,0,0,0,0,0,0,0,0,0,0,66377.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,231.0655236,2.2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164146.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,231.0691302,2.8756833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67021.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,231.0992209,2.1447668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63349.16,0,0,0,0,0,83972.53,0,0,0,0,0,0,0,0
2411,231.1098456,5.05595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95245.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,231.1227396,1.6727166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156330.05,0,0,0,0,0,0,0,0
2413,231.1228273,1.5393862,0,0,0,0,0,0,0,0,0,0,0,0,156793.05,0,0,113341.06,0,0,0,0,0,0,0,0,0,0,0,0,195938.84,0,0,0,0,0,0,0,0,0,0,242177.94,0,0,0,0,177532.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692263.25,0,0,0,0,0,0,0,0
2414,231.1375725,3.1495166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36255.594,0,0,0,0,0,0,0,0,147126.69,48622.42,0,0,68307.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25638.059
2415,231.1356405,2.23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26213.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,231.1370808,3.6308572,0,0,0,0,0,0,0,0,0,0,0,30730.09,0,0,0,0,0,0,0,0,0,0,0,0,0,17543.143,0,0,0,0,0,0,0,0,0,0,0,0,0,15794.432,0,0,0,0,0,28125.104,0,29987.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146947.53,84639.16
