	annotation network number	LQ-01-61-02_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
3464	11572x	0.0002924839656196657	3.98	455.3168	{11572}	{nan}	0.0	non anotated	not interesting
862	1439.0	0.0003332361862874675	3.98	525.3192	{13858, 13859, 11670, 11671, 13754, 10715}	{'[M-CO2+Na]+', '[M+HFA+Na]+', '[M+H]+', '[M+HFA+NH4]+'}	456.3249	annotated	not interesting
2785	10683x	0.0001557646323129255	3.98	435.1713	{10683}	{nan}	0.0	non anotated	not interesting
859	1435.0	0.0005142840046272242	3.98	350.233	{4864, 7209, 6958, 5935, 7990}	{'[2M-2H2O+2H]2+', '[M+ACN+H]+', '[M+Na]+', '[M+H]+', '[M+NH4]+'}	308.1992	non anotated	not interesting
4255	12728x	0.0003285157877597593	3.98	485.3262	{12728}	{nan}	0.0	non anotated	not interesting
9366	5205x	6.14801866365814e-05	3.99	297.243	{5205}	{nan}	0.0	non anotated	not interesting
2841	10752x	0.0005075584356788431	3.99	437.2688	{10752}	{nan}	0.0	non anotated	not interesting
869	1453.0	0.00011811813694276081	4.0	616.2129	{14880, 15097}	{'[M+Na]+', '[M+H]+'}	593.2249	non anotated	not interesting
6524	16110x	0.00018369328191332964	4.0	1002.3236	{16110}	{nan}	0.0	non anotated	not interesting
872	1458.0	0.0003001392887870291	4.01	491.3125	{12122, 12948}	{'[M+Na]+', '[2M+2H]2+'}	468.3238	annotated	not interesting
883	1478.0	0.0002526497147627037	4.02	333.2056	{4968, 7344}	{'[M+Na]+', '[M-H2O+H]+'}	310.2154	annotated	not interesting
2858	10775x	0.001351723105333599	4.02	437.3417	{10775}	{nan}	0.0	annotated	not interesting
10748	6873x	8.873425945691515e-05	4.03	324.6882	{6873}	{nan}	0.0	non anotated	not interesting
889	1485.0	0.0002102064629236153	4.03	481.3289	{11754, 12562, 10974}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	458.3396	annotated	not interesting
7268	2509x	0.0002266066960538382	4.04	228.2688	{2509}	{nan}	0.0	non anotated	not interesting
900	1504.0	8.093779968702222e-05	4.05	247.1692	{2362, 3066}	{'[M+NH4]+', '[M+ACN+H]+'}	205.1355	non anotated	not interesting
927	1541.0	0.00010602457960919141	4.07	423.3262	{10208}	{'[2M+H]+'}	211.1605	non anotated	not interesting
9301	5114x	0.000178372203007872	4.07	296.1772	{5114}	{nan}	0.0	non anotated	not interesting
908	1518.0	0.0002511144136031065	4.07	339.253	{7584, 4339, 6478}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+'}	316.2624	annotated	not interesting
919	1532.0	0.0009342048320100978	4.08	522.3794	{12115, 13788, 12815}	{'[M+NH4]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	504.3452	non anotated	not interesting
930	1546.0	0.00017572932446876727	4.09	343.2252	{7746, 6716, 5583}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	320.2356	annotated	not interesting
7645	2971x	0.00016495791493444055	4.09	244.2637	{2971}	{nan}	0.0	non anotated	not interesting
5609	14738x	0.00016968668604342238	4.09	582.1899	{14738}	{nan}	0.0	non anotated	not interesting
4330	12840x	0.00018663036249266286	4.09	488.1737	{12840}	{nan}	0.0	non anotated	not interesting
2912	10843x	0.0002834425616224541	4.09	439.2846	{10843}	{nan}	0.0	non anotated	not interesting
933	1549.0	0.00011467452775524541	4.1	439.3207	{2209, 10852}	{'[2M+H]+', '[M-H2O+NH4]+'}	219.154	annotated	not interesting
939	1558.0	0.0002349453474418483	4.11	427.3574	{10442, 4167}	{'[2M+H]+', '[M+HFA+NH4]+'}	213.1762	non anotated	not interesting
5690	14848x	0.00030797273862098897	4.11	592.1926	{14848}	{nan}	0.0	non anotated	not interesting
2484	10302x	0.0002971040606237159	4.11	425.2691	{10302}	{nan}	0.0	non anotated	not interesting
942	1561.0	0.0002445192894709685	4.11	483.3458	{10308, 12645, 11103}	{'[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	460.3561	annotated	not interesting
3891	12184x	0.0005983632658819047	4.11	471.1816	{12184}	{nan}	0.0	non anotated	not interesting
9351	5173x	0.0011368347368246809	4.12	297.1852	{5173}	{nan}	0.0	non anotated	not interesting
3942	12253x	0.00010581510181201606	4.12	472.3506	{12253}	{nan}	0.0	non anotated	not interesting
3937	12247x	0.0003079898186867871	4.12	471.6837	{12247}	{nan}	0.0	non anotated	not interesting
5319	14330x	0.006273063374294207	4.12	552.1795	{14330}	{nan}	0.0	non anotated	not interesting
10442	6500x	0.000568158592856626	4.12	317.6986	{6500}	{nan}	0.0	non anotated	not interesting
9265	5078x	0.00012832819629987103	4.12	295.2272	{5078}	{nan}	0.0	annotated	not interesting
2609	1046x	5.0874707011080595e-05	4.12	185.1174	{1046}	{nan}	0.0	non anotated	not interesting
2860	10777x	0.0013550424151795265	4.12	437.3418	{10777}	{nan}	0.0	annotated	not interesting
3595	11761x	0.0001267836539036931	4.12	459.3469	{11761}	{nan}	0.0	annotated	not interesting
3473	11583x	0.0063670257142100836	4.13	455.3522	{11583}	{nan}	0.0	annotated	not interesting
5173	14106x	7.94157962796329e-05	4.13	539.1905	{14106}	{nan}	0.0	non anotated	not interesting
951	1578.0	0.0005000150748545612	4.13	281.1727	{3466, 4316, 2887}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	258.1834	non anotated	not interesting
3015	10983x	0.00019033949972268989	4.14	441.3368	{10983}	{nan}	0.0	annotated	not interesting
11027	7225x	0.00015086686065093563	4.14	331.2042	{7225}	{nan}	0.0	non anotated	not interesting
967	1600.0	0.00024949325162254836	4.15	288.1801	{4673}	{'[M+Na]+'}	265.1888	non anotated	not interesting
8849	4552x	0.00021708903870232992	4.15	285.6776	{4552}	{nan}	0.0	non anotated	not interesting
985	1621.0	0.00017953282068974803	4.15	447.311	{11268}	{'[2M+Na]+'}	212.158	non anotated	not interesting
977	1611.0	0.0013736165681059917	4.15	511.3395	{11461, 13413, 13414, 12233, 11469, 13551, 12881, 12882, 13553, 12217, 11485}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	488.3504	annotated	not interesting
974	1608.0	0.000367047746393969	4.15	305.1736	{5690, 4751}	{'[M+Na]+', '[M+K]+'}	266.209	non anotated	not interesting
965	1597.0	0.00024146534858850873	4.15	391.3362	{9176, 1747}	{'[2M-CO2+Na]+', '[M+H]+'}	206.1678	non anotated	not interesting
8203	3743x	0.0003885703456788467	4.16	267.6668	{3743}	{nan}	0.0	non anotated	not interesting
3728	1195x	0.0007267925087720217	4.16	191.1796	{1195}	{nan}	0.0	annotated	not interesting
989	1628.0	0.0001634369936831808	4.16	351.2147	{4960, 6275, 7108, 7877, 7875, 8039, 8043}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M-2H2O+Na]+', '[M+NH4]+'}	328.2253	annotated	not interesting
3775	12019x	0.00028136733362797435	4.17	467.2796	{12019}	{nan}	0.0	non anotated	not interesting
969	1603.0	0.00014324509060302618	4.17	304.1746	{5633}	{'[M+ACN+K]+'}	224.1824	non anotated	not interesting
971	1605.0	0.0007647940643825474	4.18	473.3268	{12289}	{'[2M+H]+'}	236.1622	non anotated	not interesting
10341	6379x	0.0017741156442971648	4.18	316.3214	{6379}	{nan}	0.0	non anotated	not interesting
5091	13986x	7.319088257367064e-05	4.18	532.1823	{13986}	{nan}	0.0	non anotated	not interesting
994	1635.0	4.024016196968843e-05	4.18	339.2518	{5320, 6476, 4338, 7379, 7581}	{'[2M-2H2O+2H]2+', '[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+'}	316.2618	annotated	not interesting
993	1634.0	7.048745352679504e-05	4.18	309.2056	{3220, 5924}	{'[M+Na]+', '[M-2H2O+H]+'}	286.2151	annotated	not interesting
10430	6488x	0.0001803245110435285	4.19	317.6806	{6488}	{nan}	0.0	non anotated	not interesting
996	1644.0	0.00031898144804006325	4.19	409.2564	{9098, 9709, 9518, 8055, 8630, 8631, 8057}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	386.2669	annotated	not interesting
11680	8077x	9.819793459066177e-05	4.2	352.2061	{8077}	{nan}	0.0	non anotated	not interesting
3303	11362x	0.0004707288321320925	4.2	451.2487	{11362}	{nan}	0.0	non anotated	not interesting
3939	1224x	9.945834297559273e-05	4.2	192.6066	{1224}	{nan}	0.0	non anotated	not interesting
1016	1671.0	0.0021202858778619355	4.2	287.2218	{3793, 4625}	{'[2M-H2O+K]+', '[2M+K]+'}	124.1287	non anotated	not interesting
1006	1657.0	0.0006722427137258086	4.2	272.2949	{1360, 3947, 1182}	{'[2M+NH4]+', '[M+ACN+Na]+', '[M+HFA+Na]+'}	127.1297	non anotated	not interesting
3253	11301x	0.00023628990864116046	4.2	449.1686	{11301}	{nan}	0.0	non anotated	not interesting
1009	1661.0	0.00011267706848192562	4.2	366.1952	{8409, 1005, 8535}	{'[M+H+Na]2+', '[M+Na]+', '[M+NH4]+'}	343.2052	non anotated	not interesting
6456	1600x	0.00013426153695612474	4.2	204.1145	{1600}	{nan}	0.0	non anotated	not interesting
3365	11438x	9.755497267748059e-05	4.21	453.2632	{11438}	{nan}	0.0	annotated	not interesting
1012	1667.0	4.774016747499029e-05	4.21	324.2169	{4509, 6846}	{'[M-CO2+Na]+', '[M+NH4]+'}	306.1844	non anotated	not interesting
9245	5039x	0.00023868087923434046	4.21	295.1666	{5039}	{nan}	0.0	non anotated	not interesting
1022	1680.0	0.014197979472377671	4.22	490.3898	{12297, 12303, 10771, 12917, 11577}	{'[M+NH4]+', '[M-2H2O+H]+', '[M-H2O+H]+', '[M+H]+'}	472.3553	annotated	not interesting
8047	3533x	0.00013508389607511047	4.22	261.2214	{3533}	{nan}	0.0	annotated	not interesting
4313	12818x	0.0005946254316295623	4.23	487.3416	{12818}	{nan}	0.0	annotated	not interesting
2587	10435x	0.002784857841939384	4.23	427.3571	{10435}	{nan}	0.0	non anotated	not interesting
8501	4111x	0.000810394114265042	4.23	276.6716	{4111}	{nan}	0.0	non anotated	not interesting
5102	14001x	0.00012022885212296888	4.23	533.1889	{14001}	{nan}	0.0	non anotated	not interesting
9340	5162x	0.0015054432788882254	4.23	297.1848	{5162}	{nan}	0.0	non anotated	not interesting
6643	1741x	0.0002514237260593886	4.23	207.1744	{1741}	{nan}	0.0	non anotated	not interesting
4188	12630x	0.00010073048344003339	4.23	483.3102	{12630}	{nan}	0.0	non anotated	not interesting
10300	6334x	0.0004147837254851772	4.24	315.6786	{6334}	{nan}	0.0	non anotated	not interesting
3647	1183x	0.0009865022771049876	4.24	191.1793	{1183}	{nan}	0.0	annotated	not interesting
1044	1711.0	0.0003998727443175465	4.24	377.229	{8186, 8830, 8718}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	354.2397	non anotated	not interesting
1042	1707.0	0.0002601695277021536	4.24	457.331	{4329, 11663}	{'[2M+Na]+', '[M+HFA+NH4]+'}	217.1715	non anotated	not interesting
1035	1699.0	0.0006508337722317203	4.24	723.2525	{15617, 15540, 8007}	{'[M+Na]+', '[M+2H]2+', '[M+H]+'}	700.2635	non anotated	not interesting
5311	14322x	0.00041223931896757675	4.24	551.3762	{14322}	{nan}	0.0	non anotated	not interesting
8843	4547x	0.0002287888419111822	4.24	285.6769	{4547}	{nan}	0.0	non anotated	not interesting
1053	1730.0	0.00016945780060285474	4.25	483.2741	{12614}	{'[M+H]+'}	482.2664	non anotated	not interesting
9840	5761x	0.00038583868638106174	4.25	306.1909	{5761}	{nan}	0.0	non anotated	not interesting
1045	1714.0	0.00030819086529461993	4.25	289.1963	{4665, 4749}	{'[2M+HFA+2H]2+', '[M+Na]+'}	265.1881	non anotated	not interesting
5401	14447x	0.0005327310617699561	4.25	560.1763	{14447}	{nan}	0.0	non anotated	not interesting
6530	16127x	0.0001904840314069258	4.25	1119.3449	{16127}	{nan}	0.0	non anotated	not interesting
5143	14066x	8.168631473231992e-05	4.25	537.1744	{14066}	{nan}	0.0	non anotated	not interesting
1078	1774.0	0.00013384730768390294	4.25	283.2059	{4424}	{'[M-CO2+K]+'}	288.2326	non anotated	not interesting
10438	6495x	0.0009095183179877311	4.26	317.6982	{6495}	{nan}	0.0	non anotated	not interesting
3607	11777x	0.02092826323058839	4.27	459.3827	{11777}	{nan}	0.0	annotated	specific annotated
2672	10546x	0.00018619454870591766	4.28	429.3728	{10546}	{nan}	0.0	non anotated	not interesting
1072	1762.0	4.2292905397157936e-05	4.28	259.1687	{3458, 2195}	{'[M+Na]+', '[M-H2O+H]+'}	236.1786	annotated	not interesting
10424	6482x	0.0009740812806766787	4.28	317.3247	{6482}	{nan}	0.0	non anotated	not interesting
9927	5867x	0.00030840468008889505	4.28	308.6894	{5867}	{nan}	0.0	non anotated	not interesting
9452	5303x	0.0008203973185360609	4.28	299.2007	{5303}	{nan}	0.0	non anotated	not interesting
10340	6378x	0.004731466661522889	4.28	316.3213	{6378}	{nan}	0.0	non anotated	not interesting
1070	1758.0	0.00027336341803928363	4.28	485.3257	{2777, 12716}	{'[M+NH4]+', '[2M+HFA+H]+'}	219.1538	annotated	not interesting
3922	12219x	0.0005983543700143014	4.28	471.3469	{12219}	{nan}	0.0	annotated	not interesting
8691	4372x	0.0006403813999068249	4.28	282.2068	{4372}	{nan}	0.0	non anotated	not interesting
8567	4200x	0.0002676713814547716	4.28	278.2198	{4200}	{nan}	0.0	non anotated	not interesting
1063	1745.0	7.089330393830725e-05	4.28	364.2097	{8343, 8472, 5766, 6847}	{'[M+NH4]+', '[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	341.2204	non anotated	not interesting
13054	9820x	0.0002547732818551667	4.28	411.3624	{9820}	{nan}	0.0	non anotated	not interesting
4560	13205x	0.00020259923186308752	4.28	498.8708	{13205}	{nan}	0.0	non anotated	not interesting
2430	10234x	0.0010523442562407467	4.29	423.3623	{10234}	{nan}	0.0	annotated	not interesting
9092	4855x	0.0001307485525601761	4.29	291.1952	{4855}	{nan}	0.0	non anotated	not interesting
3782	12032x	0.0001766415799928879	4.29	467.3155	{12032}	{nan}	0.0	non anotated	not interesting
1073	1765.0	0.0012721094858899236	4.29	627.392	{4160, 6447, 5008, 6128, 3471, 14359, 15193}	{'[2M-2H2O+H]+', '[M+Na]+', '[M-2H2O+H]+', '[M+NH4]+', '[M-H2O+NH4]+', '[M-H2O+H]+', '[2M+K]+'}	294.2188	annotated	not interesting
12979	9727x	0.000470578774544216	4.3	409.347	{9727}	{nan}	0.0	non anotated	not interesting
1071	1760.0	0.0001641890398646307	4.3	333.2045	{7329, 7330, 4967, 7337, 6069}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	310.2146	annotated	not interesting
9053	4805x	0.0008654634698421897	4.3	290.1957	{4805}	{nan}	0.0	non anotated	not interesting
8369	3949x	0.0014778291453033648	4.3	272.295	{3949}	{nan}	0.0	non anotated	not interesting
4852	13648x	3.270528257023662e-05	4.3	515.2999	{13648}	{nan}	0.0	non anotated	not interesting
2406	10206x	0.00032203961707606623	4.3	423.3261	{10206}	{nan}	0.0	non anotated	not interesting
1085	1787.0	0.00021481391532994238	4.3	433.3316	{3786, 10647}	{'[2M+Na]+', '[M+HFA+NH4]+'}	205.1713	non anotated	not interesting
1084	1786.0	3.5938712756894996e-05	4.3	324.6875	{6867, 6558}	{'[2M+HFA+2H]2+', '[M+NH4]+'}	300.6749	non anotated	not interesting
1083	1785.0	0.0002400207224841049	4.3	465.3337	{10315, 11804, 11958}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+'}	442.3447	non anotated	not interesting
7828	3222x	0.00010399977339228667	4.3	251.2006	{3222}	{nan}	0.0	annotated	not interesting
7436	2717x	0.00010861289194299067	4.3	235.1694	{2717}	{nan}	0.0	non anotated	not interesting
1086	1788.0	0.00025613964734926074	4.3	439.3212	{1488, 10859}	{'[2M+K]+', '[M-H2O+NH4]+'}	200.1784	non anotated	not interesting
10056	6024x	0.0009064390081840123	4.31	310.709	{6024}	{nan}	0.0	non anotated	not interesting
1101	1805.0	0.00011013462952092454	4.31	339.2513	{5322, 6477, 4336, 7378, 5588, 7580}	{'[2M-2H2O+2H]2+', '[M-2H2O+H]+', '[M+Na]+', '[M+H]+', '[M-2H2O+Na]+', '[M+NH4]+'}	316.2621	annotated	not interesting
3912	12205x	0.00011517687007279078	4.31	471.3105	{12205}	{nan}	0.0	non anotated	not interesting
1100	1804.0	0.00012714506265380492	4.31	371.2952	{1578, 8698}	{'[M+NH4]+', '[2M+H]+'}	185.1448	annotated	not interesting
1111	1820.0	0.00018300095316781389	4.33	481.3292	{11756, 10985, 10972, 12564}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	458.3398	annotated	not interesting
4819	13593x	4.324981189721077e-05	4.33	513.2848	{13593}	{nan}	0.0	non anotated	not interesting
3267	1131x	6.18104096145943e-05	4.34	189.1638	{1131}	{nan}	0.0	non anotated	not interesting
4132	12549x	0.000579306684822453	4.34	481.2946	{12549}	{nan}	0.0	non anotated	not interesting
10043	6012x	0.00018291155493126477	4.34	310.6908	{6012}	{nan}	0.0	non anotated	not interesting
3035	11017x	0.005131440986182738	4.34	441.3731	{11017}	{nan}	0.0	annotated	specific annotated
2839	10750x	0.0002833762298473139	4.34	437.2685	{10750}	{nan}	0.0	non anotated	not interesting
5090	13985x	0.0009177498212668922	4.34	532.1816	{13985}	{nan}	0.0	non anotated	not interesting
9194	4982x	0.00014490907833679888	4.35	293.6042	{4982}	{nan}	0.0	non anotated	not interesting
5317	14329x	0.00020816580322406897	4.36	552.1789	{14329}	{nan}	0.0	non anotated	not interesting
1120	1837.0	0.0012038943823179692	4.36	635.3959	{15241, 3346}	{'[2M+K]+', '[M-CO2+H]+'}	298.2156	annotated	not interesting
1115	1832.0	3.642402315098451e-05	4.36	337.2364	{7292, 7514, 5204, 6318}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	314.2467	non anotated	not interesting
1121	1838.0	0.00019578245201431167	4.36	395.2772	{1649, 9259}	{'[2M-2H2O+Na]+', '[M+H]+'}	204.1532	non anotated	not interesting
9839	5760x	0.00010823703421074588	4.36	306.1909	{5760}	{nan}	0.0	non anotated	not interesting
7492	2789x	0.00016420637110786709	4.37	237.2216	{2789}	{nan}	0.0	non anotated	not interesting
1102	1806.0	0.00017783998941348767	4.37	273.2428	{4009}	{'[2M-H2O+K]+'}	126.1442	annotated	not interesting
1130	1849.0	0.0016102119001394327	4.38	509.3248	{12129, 13503, 12811, 12109, 2719, 13374, 11391}	{'[M-H2O+2H]2+', '[M-2H2O+H]+', '[M+Na]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	486.335	annotated	not interesting
1129	1848.0	0.001457951904758926	4.38	1035.4313	{13928, 14194, 16115, 13429, 13817}	{'[M+Na]+', '[M+H]+', '[M+NH4]+', '[2M+Na]+', '[M+K]+'}	506.22	annotated	not interesting
2793	10693x	0.0001939132313820693	4.38	435.2533	{10693}	{nan}	0.0	non anotated	not interesting
4399	12957x	0.00025494469161843625	4.38	491.3723	{12957}	{nan}	0.0	non anotated	not interesting
6408	15962x	0.00025208333057099636	4.38	892.3236	{15962}	{nan}	0.0	non anotated	not interesting
8504	4114x	3.7654792598206864e-05	4.39	276.672	{4114}	{nan}	0.0	non anotated	not interesting
3774	12018x	0.0004104529031641305	4.39	467.2796	{12018}	{nan}	0.0	non anotated	not interesting
3489	11614x	6.511963887266808e-05	4.39	456.1763	{11614}	{nan}	0.0	non anotated	not interesting
1139	1866.0	0.00017062054282722893	4.39	355.2847	{8200, 7298}	{'[M+Na]+', '[M-H2O+NH4]+'}	332.2944	annotated	not interesting
1140	1867.0	0.00034467116475063507	4.39	334.2386	{6276, 6281, 3402, 4973, 7376, 4081}	{'[M+ACN+H]+', '[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M-H2O+H]+'}	292.2048	annotated	not interesting
10343	6380x	0.001122057549505803	4.39	316.3218	{6380}	{nan}	0.0	non anotated	not interesting
4190	12634x	9.165890675305705e-05	4.39	483.3104	{12634}	{nan}	0.0	non anotated	not interesting
3789	1203x	0.00012254395247779262	4.4	191.1796	{1203}	{nan}	0.0	annotated	not interesting
8242	3795x	0.00012453467391633247	4.4	269.2114	{3795}	{nan}	0.0	non anotated	not interesting
8944	4672x	8.613171582809605e-05	4.4	288.1801	{4672}	{nan}	0.0	non anotated	not interesting
1141	1869.0	0.00014402595939551048	4.4	319.226	{6608, 6241, 4259}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+'}	296.236	non anotated	not interesting
7768	3147x	8.109048626541861e-05	4.41	249.1854	{3147}	{nan}	0.0	non anotated	not interesting
2844	10756x	0.006257659917896063	4.41	437.2694	{10756}	{nan}	0.0	non anotated	not interesting
3475	11590x	0.001066397947880318	4.41	455.3524	{11590}	{nan}	0.0	annotated	not interesting
1149	1878.0	0.00010281063032601144	4.41	439.322	{10871, 1879}	{'[M-2H2O+K]+', '[2M+Na]+'}	208.1675	non anotated	not interesting
8371	3950x	0.0008061263584124389	4.41	272.2952	{3950}	{nan}	0.0	non anotated	not interesting
1153	1888.0	0.00024903317828156287	4.41	529.3511	{12886, 13943}	{'[M+Na]+', '[M-H2O+H]+'}	506.3611	non anotated	not interesting
1147	1875.0	0.0006453429915695729	4.41	383.2585	{1499, 8981}	{'[M-H2O+K]+', '[2M+Na]+'}	180.1362	non anotated	not interesting
2289	10054x	0.00032700987436043254	4.42	419.2586	{10054}	{nan}	0.0	non anotated	not interesting
4246	12711x	7.926649641036168e-05	4.42	485.2896	{12711}	{nan}	0.0	non anotated	not interesting
10809	6948x	8.575093083177175e-05	4.42	325.6965	{6948}	{nan}	0.0	non anotated	not interesting
5171	14104x	9.704814265637255e-05	4.43	539.1895	{14104}	{nan}	0.0	non anotated	not interesting
4527	13169x	6.801858443744527e-05	4.43	497.3607	{13169}	{nan}	0.0	non anotated	not interesting
11154	7396x	0.00013031548079379802	4.44	335.1752	{7396}	{nan}	0.0	non anotated	not interesting
3917	12210x	7.412622967694389e-05	4.44	471.3119	{12210}	{nan}	0.0	non anotated	not interesting
5621	14756x	0.0007328540692310448	4.45	584.1954	{14756}	{nan}	0.0	non anotated	not interesting
1169	1914.0	0.00018873650624349553	4.45	566.3698	{14538, 13975}	{'[M+NH4]+', '[M-H2O+H]+'}	548.3357	non anotated	not interesting
4815	13589x	6.307045379223986e-05	4.46	513.2836	{13589}	{nan}	0.0	non anotated	not interesting
1179	1930.0	0.0006283316228007352	4.46	293.2113	{4969, 3298, 3901}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	270.2206	annotated	not interesting
5335	14348x	0.010088935316970034	4.46	553.1876	{14348}	{nan}	0.0	non anotated	not interesting
1177	1925.0	9.61309221915567e-05	4.46	495.2743	{13067, 1279}	{'[2M+Na]+', '[M-CO2+H]+'}	236.142	non anotated	not interesting
6528	16124x	0.00015277698134269962	4.46	1105.3673	{16124}	{nan}	0.0	non anotated	not interesting
11094	7310x	0.0001311842533170741	4.47	332.6861	{7310}	{nan}	0.0	non anotated	not interesting
1185	1937.0	0.0004611781030845534	4.47	525.3194	{12036, 13860, 13354, 13755, 12733}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	502.33	non anotated	not interesting
2708	10588x	0.00014785670836853687	4.47	431.3164	{10588}	{nan}	0.0	annotated	not interesting
12992	9742x	7.199736274053461e-05	4.47	409.3478	{9742}	{nan}	0.0	non anotated	not interesting
1196	1959.0	0.002956670326368179	4.48	453.3364	{9896, 9273, 11466}	{'[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	430.346	annotated	specific annotated
1195	1956.0	0.00010160251708371551	4.48	379.2456	{8260, 8875, 6714, 8764, 7582}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	356.2559	annotated	not interesting
1191	1949.0	0.00017350294207826413	4.48	435.2532	{10692, 2102}	{'[2M-2H2O+K]+', '[M+H]+'}	216.1537	non anotated	not interesting
4636	13313x	0.0001021109462678468	4.48	501.3582	{13313}	{nan}	0.0	non anotated	not interesting
2408	10210x	0.00010012272823110778	4.48	423.3264	{10210}	{nan}	0.0	non anotated	not interesting
1201	1968.0	0.0002906640385596717	4.48	325.1443	{6892}	{'[2M+HFA+2H]2+'}	301.1342	non anotated	not interesting
11208	7473x	0.0004238862911885925	4.49	336.6521	{7473}	{nan}	0.0	non anotated	not interesting
7772	3151x	0.00010932073717475176	4.49	249.1852	{3151}	{nan}	0.0	non anotated	not interesting
1200	1966.0	0.0005605773879649873	4.49	495.3448	{12301, 11598, 12912, 13086, 10783}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	472.3557	annotated	not interesting
4932	1374x	0.0003042330833322195	4.49	196.6094	{1374}	{nan}	0.0	non anotated	not interesting
1207	1981.0	0.004756662270349598	4.5	533.2519	{12016, 13538, 14011}	{'[M+Na]+', '[M+H]+', '[M-CO2+H]+'}	510.2624	non anotated	not interesting
4856	13654x	9.529720147978267e-05	4.5	515.301	{13654}	{nan}	0.0	non anotated	not interesting
1206	1980.0	6.355011060082437e-05	4.5	201.1639	{859, 1532}	{'[M+NH4]+', '[M+ACN+H]+'}	159.1301	annotated	not interesting
10317	6350x	0.00016571000297879677	4.5	316.1385	{6350}	{nan}	0.0	non anotated	not interesting
4567	13218x	0.0003314351393982456	4.5	499.2696	{13218}	{nan}	0.0	non anotated	not interesting
4183	12625x	0.00010415223809727931	4.5	483.2748	{12625}	{nan}	0.0	non anotated	not interesting
1225	2008.0	9.060535973365343e-05	4.5	233.19	{2659}	{'[M+ACN+2H]2+'}	423.3387	annotated	not interesting
1218	1998.0	0.002322812339434883	4.51	397.2018	{7171, 9319, 5065, 4171, 6448, 6194, 7413, 5080, 7422}	{'[M-H2O+Na]+', '[2M+2H]2+', '[M-2H2O+H]+', '[M+Na]+', '[M+NH4]+', '[M+HFA+K]+', '[M-H2O+H]+'}	312.2309	annotated	not interesting
1208	1982.0	7.486494252271551e-05	4.51	509.2541	{13486}	{'[M+NH4]+'}	491.2192	non anotated	not interesting
5757	14944x	0.0005285500249278946	4.53	600.208	{14944}	{nan}	0.0	non anotated	not interesting
1227	2011.0	0.0002785751824304875	4.53	523.3038	{13284, 13802, 13716, 12632, 2649}	{'[M-2H2O+2H]2+', '[M+Na]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	500.3143	annotated	not interesting
1233	2024.0	0.0005594112967081037	4.54	316.6905	{6400}	{'[M+NH4]+'}	298.6578	non anotated	not interesting
8821	4522x	0.00042638201114608676	4.54	285.2214	{4522}	{nan}	0.0	non anotated	not interesting
1234	2025.0	0.00024788372752996055	4.54	704.268	{15466, 15550}	{'[M+Na]+', '[M+H]+'}	681.279	non anotated	not interesting
2429	10233x	0.0014763835144892081	4.55	423.3622	{10233}	{nan}	0.0	annotated	not interesting
9042	4793x	0.00020506399210817723	4.55	290.1949	{4793}	{nan}	0.0	non anotated	not interesting
3531	11675x	0.00023296177828086148	4.55	457.3315	{11675}	{nan}	0.0	non anotated	not interesting
11031	7230x	0.00013283698830161505	4.55	331.2233	{7230}	{nan}	0.0	non anotated	not interesting
10920	7091x	8.732172127024247e-05	4.55	329.2026	{7091}	{nan}	0.0	non anotated	not interesting
9632	5522x	9.721439700272286e-05	4.55	302.72	{5522}	{nan}	0.0	non anotated	not interesting
