	annotation network number	LQ-01-61-74_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
699	1169.0	0.0004886232156732313	3.67	449.2686	{11315, 2174}	{'[2M+H]+', '[M-CO2+K]+'}	224.1296	non anotated	not interesting
7556	2858x	0.0003527349360777927	3.67	240.6305	{2858}	{nan}	0.0	non anotated	not interesting
3770	12012x	0.0002585224658582551	3.67	467.2792	{12012}	{nan}	0.0	non anotated	not interesting
6463	16017x	0.00011668907008315119	3.68	926.2707	{16017}	{nan}	0.0	non anotated	not interesting
703	1174.0	0.00031180725999975896	3.68	335.2196	{5297, 6187, 7414}	{'[M-2H2O+Na]+', '[M+Na]+', '[M+H]+'}	312.231	annotated	not interesting
707	1183.0	0.005351150781302797	3.68	341.2097	{7659, 7663, 6611, 5434, 5435}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	318.2198	annotated	not interesting
708	1185.0	0.00017351096343311607	3.68	367.2095	{8560, 7844, 7004, 8428}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	344.2197	non anotated	not interesting
4345	12873x	0.00024779514537080164	3.68	489.3207	{12873}	{nan}	0.0	non anotated	not interesting
10169	6164x	0.00019009092937007432	3.69	313.1798	{6164}	{nan}	0.0	non anotated	not interesting
711	1188.0	0.0003022678236105079	3.69	329.1728	{3600, 7076, 4726}	{'[M-CO2+H]+', '[M-H2O+H]+', '[M+Na]+'}	306.1831	annotated	not interesting
10263	6287x	0.00032911283293907194	3.69	315.1956	{6287}	{nan}	0.0	non anotated	not interesting
4305	12805x	0.0002914018620995254	3.7	487.341	{12805}	{nan}	0.0	annotated	not interesting
714	1193.0	0.0008220523700858625	3.7	310.2714	{4690, 5999}	{'[M+Na]+', '[M+H]+'}	287.2822	non anotated	not interesting
723	1208.0	5.5037510267163756e-05	3.7	347.1833	{2272, 7896}	{'[M+ACN+NH4]+', '[2M+Na]+'}	162.0951	non anotated	not interesting
719	1202.0	0.0009468879514963025	3.7	906.2785	{15936, 15981}	{'[M+Na]+', '[M+H]+'}	883.2888	non anotated	not interesting
728	1215.0	9.142225263542943e-05	3.7	485.3257	{12717}	{'[2M+H]+'}	242.1567	non anotated	not interesting
7207	2429x	0.00014285409150705287	3.71	226.0984	{2429}	{nan}	0.0	non anotated	not interesting
7700	3040x	0.00031005430463986464	3.71	246.6122	{3040}	{nan}	0.0	non anotated	not interesting
6329	15861x	0.00015753481704832968	3.71	840.2696	{15861}	{nan}	0.0	non anotated	not interesting
727	1214.0	0.0005911605396432565	3.71	343.1903	{7738, 2691}	{'[2M+H]+', '[M+ACN+Na]+'}	171.09	non anotated	not interesting
7642	2968x	0.00018385663833108955	3.71	244.2634	{2968}	{nan}	0.0	non anotated	not interesting
733	1223.0	0.00012461050984270084	3.72	469.331	{12111}	{'[2M-CO2+Na]+'}	245.1663	annotated	not interesting
734	1224.0	8.6663064574866e-05	3.72	304.1742	{5628}	{'[M+Na]+'}	281.1865	non anotated	not interesting
6126	15571x	0.00021043008809548265	3.73	712.2594	{15571}	{nan}	0.0	non anotated	not interesting
4294	12792x	0.0001323152110413646	3.74	487.2696	{12792}	{nan}	0.0	non anotated	not interesting
738	1231.0	0.00388023765556935	3.76	353.1726	{8105, 7213}	{'[M+Na]+', '[M+H]+'}	330.1824	annotated	not interesting
3982	12321x	0.00016436144056848647	3.77	474.1577	{12321}	{nan}	0.0	non anotated	not interesting
4487	13107x	0.00010423812626681673	3.77	496.27	{13107}	{nan}	0.0	non anotated	not interesting
742	1237.0	7.686692411046441e-05	3.77	353.2301	{7245, 6189, 5072, 6450, 7931, 8124}	{'[M-2H2O+Na]+', '[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	330.241	annotated	not interesting
9816	5736x	4.634705875964074e-05	3.78	305.2483	{5736}	{nan}	0.0	non anotated	not interesting
10745	6870x	0.00018034085202210423	3.78	324.6881	{6870}	{nan}	0.0	non anotated	not interesting
9536	5403x	0.002504742625764467	3.78	301.1311	{5403}	{nan}	0.0	non anotated	specific non annotated
4353	12883x	0.00014462147747596718	3.79	489.3568	{12883}	{nan}	0.0	annotated	not interesting
754	1257.0	0.008084346789944049	3.79	365.1729	{8370, 7739, 8503}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	342.1837	non anotated	not interesting
2774	10673x	0.0005454500353345513	3.79	435.1522	{10673}	{nan}	0.0	non anotated	not interesting
8536	4166x	4.337241071953622e-05	3.79	277.2165	{4166}	{nan}	0.0	non anotated	not interesting
752	1254.0	4.994715886832996e-05	3.79	337.236	{7512, 7286, 5198, 6311}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	314.2461	non anotated	not interesting
2328	10102x	0.00043811294535005783	3.8	421.2049	{10102}	{nan}	0.0	non anotated	not interesting
4997	13848x	0.00028378996464507655	3.8	525.2478	{13848}	{nan}	0.0	non anotated	not interesting
7649	2975x	0.0003863251642151001	3.8	244.6237	{2975}	{nan}	0.0	non anotated	not interesting
4251	12719x	0.0008150317448264588	3.8	485.326	{12719}	{nan}	0.0	non anotated	not interesting
9664	5554x	3.840917499575424e-05	3.8	303.1671	{5554}	{nan}	0.0	non anotated	not interesting
7848	3249x	0.0008917699149858341	3.8	252.6123	{3249}	{nan}	0.0	non anotated	specific non annotated
767	1273.0	0.00012236532526080983	3.81	435.253	{10690, 4307}	{'[2M+H]+', '[M+ACN+Na]+'}	217.1222	non anotated	not interesting
10266	6290x	0.00011283452044273654	3.81	315.1956	{6290}	{nan}	0.0	non anotated	not interesting
4574	13226x	8.422152227498753e-05	3.81	499.3052	{13226}	{nan}	0.0	non anotated	not interesting
5326	14338x	8.845008306199346e-05	3.82	552.3529	{14338}	{nan}	0.0	non anotated	not interesting
769	1275.0	0.00021767804329379838	3.82	310.2716	{6001, 4691}	{'[M+Na]+', '[M+H]+'}	287.2824	annotated	not interesting
768	1274.0	0.0015942752347860075	3.82	880.2629	{15896, 15926}	{'[M+Na]+', '[M+H]+'}	857.274	annotated	not interesting
10709	6825x	0.00010302130439561925	3.83	323.6776	{6825}	{nan}	0.0	non anotated	not interesting
11131	7365x	0.00017480120150617132	3.83	333.6939	{7365}	{nan}	0.0	non anotated	not interesting
7428	2708x	0.00012618023857326633	3.83	235.1692	{2708}	{nan}	0.0	annotated	not interesting
4895	13700x	0.00011071598837841953	3.83	517.3154	{13700}	{nan}	0.0	non anotated	not interesting
10791	6930x	4.7508121829354296e-05	3.84	325.6777	{6930}	{nan}	0.0	non anotated	not interesting
7643	2969x	6.958745889266522e-05	3.84	244.2635	{2969}	{nan}	0.0	non anotated	not interesting
13083	9856x	0.00015984110013981677	3.84	413.1391	{9856}	{nan}	0.0	non anotated	not interesting
8908	4627x	0.0009479017687655434	3.84	287.2369	{4627}	{nan}	0.0	annotated	not interesting
6392	15939x	8.929683828065672e-05	3.84	884.2971	{15939}	{nan}	0.0	non anotated	not interesting
4308	12808x	0.000597990791868281	3.84	487.3413	{12808}	{nan}	0.0	annotated	not interesting
4346	12874x	0.00011510933944771321	3.85	489.3208	{12874}	{nan}	0.0	non anotated	not interesting
8244	3797x	0.00020774339194929125	3.85	269.2263	{3797}	{nan}	0.0	non anotated	not interesting
3841	12112x	0.00034326060967778045	3.85	469.3311	{12112}	{nan}	0.0	annotated	not interesting
10128	6114x	5.5957350587504306e-05	3.86	312.1722	{6114}	{nan}	0.0	non anotated	not interesting
2840	10751x	5.181185575443554e-05	3.86	437.2686	{10751}	{nan}	0.0	non anotated	not interesting
789	1302.0	3.626573003520202e-05	3.86	273.2064	{2481, 3141, 3999}	{'[M+Na]+', '[M+HFA+H]+', '[M+H]+'}	226.1941	non anotated	not interesting
3763	12001x	8.217900736712483e-05	3.86	467.2426	{12001}	{nan}	0.0	non anotated	not interesting
790	1304.0	0.001126219924043764	3.86	828.2681	{15794, 15843}	{'[M+Na]+', '[M+H]+'}	805.2787	non anotated	not interesting
791	1306.0	0.0003655498527722423	3.86	331.1883	{7206, 5927, 7207, 6956, 5933, 6171, 4862}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[2M-2H2O+2H]2+', '[M-H2O+Na]+'}	308.1993	annotated	not interesting
4851	13647x	4.9487698994826697e-05	3.86	515.2997	{13647}	{nan}	0.0	non anotated	not interesting
793	1309.0	0.0004661019345101242	3.86	338.2692	{7532, 4524}	{'[M+NH4]+', '[M-2H2O+H]+'}	320.2353	annotated	not interesting
6365	15907x	3.783020518197973e-05	3.87	868.3007	{15907}	{nan}	0.0	non anotated	not interesting
3832	12099x	0.00012991333760530014	3.87	469.2941	{12099}	{nan}	0.0	non anotated	not interesting
9349	5171x	8.122028478513303e-05	3.87	297.1852	{5171}	{nan}	0.0	non anotated	not interesting
2776	10675x	0.001731138996756964	3.87	435.1524	{10675}	{nan}	0.0	non anotated	not interesting
9008	4759x	0.0010460598239502496	3.88	289.2526	{4759}	{nan}	0.0	non anotated	not interesting
6222	15711x	0.0004479919986584866	3.88	762.2603	{15711}	{nan}	0.0	annotated	not interesting
799	1320.0	0.00012219252158860607	3.88	467.3152	{12024, 11199, 10415}	{'[2M-2H2O+2H]2+', '[M+Na]+', '[M+H]+'}	444.3249	non anotated	not interesting
803	1326.0	0.01069296358058046	3.88	335.1621	{7146, 7395, 6156}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	312.1722	non anotated	not interesting
11051	7261x	0.00016738145698880577	3.88	331.6591	{7261}	{nan}	0.0	non anotated	not interesting
834	1383.0	0.00012168632874281495	3.89	297.2427	{5196}	{'[M-H2O+H]+'}	0.0	non anotated	not interesting
808	1337.0	5.814377924142262e-05	3.89	307.1901	{5809, 4515, 3719}	{'[2M-2H2O+2H]2+', '[M+Na]+', '[M+H]+'}	284.1997	non anotated	not interesting
11231	7505x	0.00016899570625345924	3.89	337.2353	{7505}	{nan}	0.0	non anotated	not interesting
809	1339.0	0.0013712292728791096	3.89	357.2047	{8082, 6453, 7418, 7419, 8252}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	334.214	annotated	not interesting
3469	11578x	0.0005591349033990332	3.89	455.3519	{11578}	{nan}	0.0	annotated	not interesting
10284	6313x	0.0001478909290784585	3.89	315.2533	{6313}	{nan}	0.0	non anotated	not interesting
7497	2793x	0.0007610844823817474	3.89	237.6068	{2793}	{nan}	0.0	non anotated	not interesting
12518	9159x	0.0005475166363451351	3.89	391.1936	{9159}	{nan}	0.0	non anotated	not interesting
4256	12729x	0.0003722668610800633	3.89	485.3262	{12729}	{nan}	0.0	non anotated	not interesting
4600	13273x	0.0018051635425647221	3.89	501.2843	{13273}	{nan}	0.0	non anotated	not interesting
7306	2554x	0.0003790199650491732	3.89	229.618	{2554}	{nan}	0.0	non anotated	not interesting
9686	5577x	0.0031313946932690026	3.89	303.232	{5577}	{nan}	0.0	annotated	not interesting
8332	3906x	0.0015342035185240165	3.9	271.242	{3906}	{nan}	0.0	annotated	not interesting
4469	13063x	5.023073373269018e-05	3.9	495.2739	{13063}	{nan}	0.0	non anotated	not interesting
8601	4249x	8.824044880093283e-05	3.91	279.2321	{4249}	{nan}	0.0	annotated	not interesting
6462	16016x	0.00013057130830490063	3.91	926.2697	{16016}	{nan}	0.0	non anotated	not interesting
13081	9854x	6.378879616968807e-05	3.91	413.1391	{9854}	{nan}	0.0	non anotated	not interesting
819	1361.0	0.0010760489070037321	3.91	383.241	{7758, 8976, 8856, 8412, 6910}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	360.2515	non anotated	not interesting
6296	15815x	0.0008185448325732799	3.91	816.2699	{15815}	{nan}	0.0	non anotated	not interesting
2836	10748x	0.0002884123911062564	3.92	437.2681	{10748}	{nan}	0.0	non anotated	not interesting
6312	15834x	0.0006333267026447565	3.93	826.2899	{15834}	{nan}	0.0	non anotated	not interesting
3965	12286x	0.0010047097176304528	3.93	473.3263	{12286}	{nan}	0.0	non anotated	not interesting
828	1374.0	6.0637987522602485e-05	3.93	457.2578	{10696, 11654, 11415}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	434.2679	non anotated	not interesting
3741	11978x	0.00016120788359851593	3.94	466.1602	{11978}	{nan}	0.0	non anotated	not interesting
9347	5169x	0.00033540295167900014	3.95	297.1851	{5169}	{nan}	0.0	non anotated	not interesting
845	1399.0	0.000465113265543605	3.95	496.2415	{13104, 6383}	{'[2M+H]+', '[M+HFA+Na]+'}	247.6176	non anotated	not interesting
843	1397.0	0.03194022196704112	3.95	993.4964	{13137, 16106, 13731}	{'[2M+H]+', '[M+Na]+', '[M+H]+'}	496.2452	non anotated	not interesting
10429	6487x	0.00017160696514698055	3.95	317.6804	{6487}	{nan}	0.0	non anotated	not interesting
10951	7132x	0.001830395366742507	3.95	329.6433	{7132}	{nan}	0.0	non anotated	not interesting
842	1395.0	0.0010341290212925098	3.95	336.2535	{7464, 6617, 5430}	{'[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	318.2197	annotated	not interesting
841	1393.0	0.0010911965297323914	3.95	495.2371	{13058}	{'[M+NH4]+'}	477.202	non anotated	not interesting
11502	7841x	0.0033939423995231178	3.95	345.2057	{7841}	{nan}	0.0	non anotated	specific non annotated
10651	6760x	0.0004052585251628606	3.95	322.6488	{6760}	{nan}	0.0	non anotated	not interesting
10846	6999x	0.000928498302977785	3.95	327.1948	{6999}	{nan}	0.0	non anotated	specific non annotated
6357	15894x	4.874320588507021e-05	3.95	858.2794	{15894}	{nan}	0.0	non anotated	not interesting
848	1405.0	0.001627692123366426	3.96	623.1892	{14951, 15117, 15151, 5399, 6522, 6781, 7550}	{'[M+NH4]+', '[2M+NH4]+', '[2M+Na]+', '[M+Na]+', '[M+H]+', '[M+K]+', '[2M+H]+'}	300.1004	annotated	not interesting
851	1414.0	7.469991362088521e-05	3.96	299.2007	{5304, 3477}	{'[2M-2H2O+2H]2+', '[M+Na]+'}	276.2105	non anotated	not interesting
5141	14063x	0.0004729603398198548	3.96	536.7386	{14063}	{nan}	0.0	non anotated	not interesting
11234	7510x	0.00011757305589031127	3.96	337.2358	{7510}	{nan}	0.0	non anotated	not interesting
9539	5406x	0.0004214249412328371	3.96	301.1412	{5406}	{nan}	0.0	non anotated	not interesting
6366	15909x	4.353970052110514e-05	3.96	868.3018	{15909}	{nan}	0.0	non anotated	not interesting
4240	12700x	0.0016580633878940734	3.96	485.2528	{12700}	{nan}	0.0	non anotated	not interesting
855	1418.0	0.00011800911100019309	3.97	295.2271	{5076, 4045}	{'[M+ACN+NH4]+', '[M+K]+'}	236.1657	annotated	not interesting
11929	8407x	9.29667373695793e-05	3.97	361.237	{8407}	{nan}	0.0	annotated	not interesting
3821	12088x	0.0005297295518775272	3.97	469.258	{12088}	{nan}	0.0	non anotated	not interesting
6637	1735x	8.990381381084896e-05	3.97	207.138	{1735}	{nan}	0.0	non anotated	not interesting
2956	10911x	0.0003402180861006873	3.98	440.1437	{10911}	{nan}	0.0	non anotated	not interesting
861	1438.0	4.7697725486435705e-05	3.98	467.3153	{12026, 10427}	{'[2M-2H2O+2H]2+', '[M+Na]+'}	444.3258	non anotated	not interesting
859	1435.0	0.00029197856971437927	3.98	350.233	{4864, 7209, 6958, 5935, 7990}	{'[M+ACN+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[2M-2H2O+2H]2+'}	308.1992	non anotated	not interesting
4255	12728x	0.0003456228467858868	3.98	485.3262	{12728}	{nan}	0.0	non anotated	not interesting
862	1439.0	0.00023467230550854978	3.98	525.3192	{13858, 13859, 11670, 11671, 13754, 10715}	{'[M+HFA+Na]+', '[M-CO2+Na]+', '[M+HFA+NH4]+', '[M+H]+'}	456.3249	annotated	not interesting
3762	12000x	0.0004011484810155846	3.98	467.2425	{12000}	{nan}	0.0	non anotated	not interesting
8607	4257x	6.846476133865657e-05	3.99	279.2323	{4257}	{nan}	0.0	annotated	not interesting
2841	10752x	0.0004313940805845777	3.99	437.2688	{10752}	{nan}	0.0	non anotated	not interesting
9963	5904x	0.0007438767275362027	3.99	309.1289	{5904}	{nan}	0.0	non anotated	not interesting
10285	6315x	7.884343907773628e-05	3.99	315.2535	{6315}	{nan}	0.0	non anotated	not interesting
9366	5205x	8.739032133650125e-05	3.99	297.243	{5205}	{nan}	0.0	non anotated	not interesting
885	1481.0	0.0008014886565386615	3.99	337.1789	{7491, 6294}	{'[M+Na]+', '[M+H]+'}	314.1881	non anotated	not interesting
10168	6163x	0.0007183552194086472	4.0	313.1797	{6163}	{nan}	0.0	non anotated	not interesting
6465	16019x	8.616397985664785e-05	4.01	926.308	{16019}	{nan}	0.0	non anotated	not interesting
6313	15835x	8.385631686209662e-05	4.01	826.2906	{15835}	{nan}	0.0	non anotated	not interesting
872	1458.0	0.0005528445358555013	4.01	491.3125	{12122, 12948}	{'[2M+2H]2+', '[M+Na]+'}	468.3238	annotated	not interesting
11060	726x	0.00017616077922972983	4.01	172.1153	{726}	{nan}	0.0	non anotated	not interesting
3136	11144x	0.0001117908601381575	4.01	444.1475	{11144}	{nan}	0.0	non anotated	not interesting
8787	4485x	0.00022137639403175166	4.02	285.0758	{4485}	{nan}	0.0	non anotated	not interesting
6432	15987x	0.0001091563093995734	4.02	910.2757	{15987}	{nan}	0.0	non anotated	not interesting
7647	2973x	0.00030299350716781766	4.02	244.5966	{2973}	{nan}	0.0	non anotated	not interesting
11921	8398x	2.9942223765518646e-05	4.02	361.1652	{8398}	{nan}	0.0	non anotated	not interesting
5156	14086x	0.00016616295090859798	4.02	538.2432	{14086}	{nan}	0.0	non anotated	not interesting
880	1472.0	8.360088168532542e-05	4.02	343.1545	{5482, 7732}	{'[M+HFA+NH4]+', '[M+Na]+'}	279.1156	non anotated	not interesting
8811	4510x	0.0002612226739540064	4.02	285.1851	{4510}	{nan}	0.0	non anotated	not interesting
6308	15830x	7.281823493188382e-05	4.02	824.276	{15830}	{nan}	0.0	non anotated	not interesting
883	1478.0	0.00024105991698368743	4.02	333.2056	{4968, 7344}	{'[M-H2O+H]+', '[M+Na]+'}	310.2154	annotated	not interesting
8733	4421x	0.0001242845101361461	4.03	283.2058	{4421}	{nan}	0.0	annotated	not interesting
10748	6873x	0.0005758721514910662	4.03	324.6882	{6873}	{nan}	0.0	non anotated	not interesting
3703	11929x	0.0008104172609418616	4.03	465.2634	{11929}	{nan}	0.0	non anotated	not interesting
10130	6116x	0.00011772665001042831	4.03	312.1726	{6116}	{nan}	0.0	non anotated	not interesting
888	1484.0	0.00010409716945589852	4.03	618.2556	{14912, 15123}	{'[M-CO2+Na]+', '[M+H]+'}	617.2487	non anotated	not interesting
884	1479.0	0.0020078908241966775	4.03	285.2216	{4528, 3135}	{'[M+ACN+NH4]+', '[M+Na]+'}	226.1602	annotated	not interesting
920	1533.0	0.0002928463966844099	4.04	301.2167	{5436}	{'[M+ACN+H]+'}	259.1828	annotated	not interesting
892	1490.0	0.000336382797686954	4.04	473.3266	{12288, 11037}	{'[2M-H2O+2H]2+', '[M+Na]+'}	450.3377	non anotated	not interesting
9732	5627x	0.0002504718128178863	4.04	304.1742	{5627}	{nan}	0.0	non anotated	not interesting
902	1507.0	0.0008327652216868185	4.05	485.2897	{12713, 3148}	{'[M+NH4]+', '[2M+Na]+'}	231.1507	non anotated	not interesting
4547	13194x	0.00016884014467099834	4.05	498.2859	{13194}	{nan}	0.0	non anotated	not interesting
898	1501.0	0.0001939144283207356	4.05	369.2618	{7122, 7914, 8629}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	346.2723	annotated	not interesting
9656	5546x	0.00023868560333142774	4.05	303.1487	{5546}	{nan}	0.0	non anotated	not interesting
9212	4999x	4.0958141122381233e-05	4.06	294.1433	{4999}	{nan}	0.0	non anotated	not interesting
904	1510.0	0.0025610271684019504	4.06	327.1593	{6989, 5711}	{'[M+Na]+', '[M+H]+'}	304.1728	non anotated	not interesting
2247	10003x	0.0003586884044030499	4.06	417.2634	{10003}	{nan}	0.0	non anotated	not interesting
10180	6181x	5.876044662891955e-05	4.07	313.2167	{6181}	{nan}	0.0	non anotated	not interesting
3769	12011x	0.00036793631952361034	4.07	467.279	{12011}	{nan}	0.0	non anotated	not interesting
10370	6407x	0.0001437136888194196	4.07	316.6997	{6407}	{nan}	0.0	non anotated	not interesting
916	1528.0	0.00017332924110865329	4.07	503.3363	{13346, 1637, 3590}	{'[M+Na]+', '[2M+Na]+', '[M-2H2O+H]+'}	240.1738	annotated	not interesting
9005	4755x	0.0001015050665259954	4.07	289.2165	{4755}	{nan}	0.0	annotated	not interesting
9301	5114x	6.072384964627152e-05	4.07	296.1772	{5114}	{nan}	0.0	non anotated	not interesting
913	1524.0	0.0002738373803023575	4.07	455.2434	{11316, 11548}	{'[M+NH4]+', '[2M+HFA+2H]2+'}	431.2342	non anotated	not interesting
908	1518.0	0.0001685513123951026	4.07	339.253	{7584, 4339, 6478}	{'[M+Na]+', '[M+H]+', '[M-2H2O+H]+'}	316.2624	annotated	not interesting
919	1532.0	0.001567917248942499	4.08	522.3794	{12115, 13788, 12815}	{'[M+NH4]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	504.3452	non anotated	not interesting
918	1531.0	0.00015835237420715084	4.08	287.2372	{776, 4637}	{'[2M-H2O+H]+', '[M+Na]+'}	152.1214	annotated	not interesting
3628	11813x	0.0003109539976099196	4.08	461.15	{11813}	{nan}	0.0	non anotated	not interesting
6358	15897x	0.00033556970750975784	4.08	858.2819	{15897}	{nan}	0.0	annotated	not interesting
924	1537.0	2.5748482085926624e-05	4.09	335.1855	{6057, 7410}	{'[M+ACN+H]+', '[M+NH4]+'}	293.1519	non anotated	not interesting
930	1546.0	0.0005085007480199095	4.09	343.2252	{7746, 6716, 5583}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	320.2356	annotated	not interesting
935	1553.0	0.0003142058224340191	4.1	299.2008	{5305, 5293}	{'[M+ACN+H]+'}	257.1669	non anotated	not interesting
6193	15664x	0.0003588898396284286	4.1	741.3637	{15664}	{nan}	0.0	non anotated	not interesting
10278	6304x	0.0005757392520891633	4.1	315.2324	{6304}	{nan}	0.0	annotated	not interesting
10324	6360x	0.0001950248005269871	4.1	316.1991	{6360}	{nan}	0.0	non anotated	not interesting
932	1548.0	0.0022914643488451928	4.1	890.2848	{15912, 15956}	{'[M+Na]+', '[M+H]+'}	867.2956	non anotated	not interesting
934	1551.0	8.578949215546161e-05	4.1	457.2567	{10697, 11652, 10005, 11414}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	434.2674	non anotated	not interesting
915	1527.0	0.00043959918324668583	4.11	271.2057	{3881}	{'[M+HFA+H]+'}	224.1911	annotated	not interesting
4136	12553x	7.955103461305024e-05	4.11	481.295	{12553}	{nan}	0.0	non anotated	not interesting
942	1561.0	4.405816895393264e-05	4.11	483.3458	{10308, 12645, 11103}	{'[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	460.3561	annotated	not interesting
2860	10777x	0.0002337762871763355	4.12	437.3418	{10777}	{nan}	0.0	annotated	not interesting
6309	15831x	0.00026454479536554683	4.12	824.2762	{15831}	{nan}	0.0	non anotated	not interesting
10208	6219x	0.0006072825921168028	4.12	314.1388	{6219}	{nan}	0.0	non anotated	not interesting
9351	5173x	0.00018148176008603667	4.12	297.1852	{5173}	{nan}	0.0	non anotated	not interesting
10442	6500x	0.00014473604196614455	4.12	317.6986	{6500}	{nan}	0.0	non anotated	not interesting
10354	6392x	9.4481503470193e-05	4.12	316.69	{6392}	{nan}	0.0	non anotated	not interesting
3473	11583x	0.0005843284309605731	4.13	455.3522	{11583}	{nan}	0.0	annotated	not interesting
5051	13929x	0.0002562195588402841	4.13	529.2798	{13929}	{nan}	0.0	non anotated	not interesting
4779	13536x	0.0002777945250657332	4.14	511.269	{13536}	{nan}	0.0	non anotated	not interesting
965	1597.0	0.00012573950404175932	4.15	391.3362	{9176, 1747}	{'[2M-CO2+Na]+', '[M+H]+'}	206.1678	non anotated	not interesting
1138	1865.0	0.00013757689051564428	4.15	333.2043	{7335, 6066, 7053, 7047}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	310.2147	annotated	not interesting
10751	6876x	0.00036580550804450916	4.15	324.6883	{6876}	{nan}	0.0	non anotated	not interesting
6498	16062x	5.9740985459216265e-05	4.15	946.3134	{16062}	{nan}	0.0	non anotated	not interesting
977	1611.0	0.0010308199333620605	4.15	511.3395	{11461, 13413, 13414, 12233, 11469, 13551, 12881, 12882, 13553, 12217, 11485}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	488.3504	annotated	not interesting
4314	12819x	0.0009458373687099163	4.16	487.3416	{12819}	{nan}	0.0	annotated	not interesting
10707	6823x	0.00013993300322734953	4.16	323.6622	{6823}	{nan}	0.0	non anotated	not interesting
983	1619.0	0.0001682694179120049	4.16	525.3196	{13345, 13862, 12732, 13758, 12031}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	502.3298	non anotated	not interesting
11034	7235x	0.00022728946047950065	4.16	331.2269	{7235}	{nan}	0.0	non anotated	not interesting
989	1628.0	0.0010062496971055	4.16	351.2147	{4960, 6275, 7108, 7877, 7875, 8039, 8043}	{'[M-2H2O+Na]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-2H2O+H]+'}	328.2253	annotated	not interesting
11019	7216x	0.00014607875846086142	4.17	331.1895	{7216}	{nan}	0.0	non anotated	not interesting
3775	12019x	0.0015146848758064407	4.17	467.2796	{12019}	{nan}	0.0	non anotated	not interesting
10084	6067x	0.00045424324662000676	4.17	311.2219	{6067}	{nan}	0.0	annotated	not interesting
969	1603.0	9.495653844929373e-05	4.17	304.1746	{5633}	{'[M+ACN+K]+'}	224.1824	non anotated	not interesting
4180	12622x	0.0010723016185107863	4.17	483.2742	{12622}	{nan}	0.0	non anotated	not interesting
991	1630.0	0.0009527212094034501	4.17	473.2173	{12274, 2591}	{'[2M+HFA+H]+', '[M+NH4]+'}	213.1032	non anotated	not interesting
11501	7838x	6.230357645396176e-05	4.18	345.2031	{7838}	{nan}	0.0	non anotated	not interesting
994	1635.0	0.00012346496063462073	4.18	339.2518	{5320, 6476, 4338, 7379, 7581}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[2M-2H2O+2H]2+', '[M-2H2O+H]+'}	316.2618	annotated	not interesting
10341	6379x	9.114750264350836e-05	4.18	316.3214	{6379}	{nan}	0.0	non anotated	not interesting
993	1634.0	0.0001254930238808508	4.18	309.2056	{3220, 5924}	{'[M+Na]+', '[M-2H2O+H]+'}	286.2151	annotated	not interesting
8331	3905x	9.743513143352475e-05	4.18	271.2419	{3905}	{nan}	0.0	non anotated	not interesting
971	1605.0	0.0003309700944251719	4.18	473.3268	{12289}	{'[2M+H]+'}	236.1622	non anotated	not interesting
996	1644.0	0.0010751127164588745	4.19	409.2564	{9098, 9709, 9518, 8055, 8630, 8631, 8057}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	386.2669	annotated	not interesting
10430	6488x	9.35818162417597e-05	4.19	317.6806	{6488}	{nan}	0.0	non anotated	not interesting
3303	11362x	0.00010810600412489919	4.2	451.2487	{11362}	{nan}	0.0	non anotated	not interesting
3939	1224x	0.000246803490761037	4.2	192.6066	{1224}	{nan}	0.0	non anotated	not interesting
9475	5338x	0.00011261562111824542	4.2	299.6604	{5338}	{nan}	0.0	non anotated	not interesting
