	annotation network number	LQ-01-61-23_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
5392	14432x	0.0005768943145381805	3.2	559.1227	{14432}	{nan}	0.0	non anotated	not interesting
4261	1273x	0.00018030911398954735	3.2	193.1588	{1273}	{nan}	0.0	non anotated	not interesting
10536	6623x	0.00024225065622823102	3.2	319.5518	{6623}	{nan}	0.0	non anotated	not interesting
504	846.0	0.00014895863947526498	3.2	351.2149	{8038}	{'[M+ACN+K]+'}	271.2254	non anotated	not interesting
12355	8957x	0.00045394757135534835	3.23	383.1125	{8957}	{nan}	0.0	non anotated	not interesting
510	852.0	0.0003813855073529518	3.23	249.147	{2473, 3121, 2963, 3123, 1176}	{'[M+H]+', '[M-2H2O+H]+', '[M+Na]+', '[M+NH4]+'}	226.1571	annotated	not interesting
12862	9592x	0.0001470741045515677	3.27	407.1125	{9592}	{nan}	0.0	non anotated	not interesting
5373	14405x	0.0020761924560406026	3.27	557.1076	{14405}	{nan}	0.0	non anotated	not interesting
6207	1568x	0.0001825838191268432	3.28	203.1795	{1568}	{nan}	0.0	annotated	not interesting
7091	2294x	0.0001762459135057819	3.29	221.1901	{2294}	{nan}	0.0	annotated	not interesting
9614	5506x	0.00045112225051163084	3.3	302.5676	{5506}	{nan}	0.0	non anotated	not interesting
538	900.0	0.001732203273031082	3.3	547.136	{13841, 14241}	{'[M+H]+', '[M+Na]+'}	524.1469	non anotated	not interesting
5352	1436x	0.0003545439339186384	3.3	199.0746	{1436}	{nan}	0.0	non anotated	not interesting
540	903.0	0.00042804624198084944	3.31	355.1893	{8176, 7338}	{'[M+H]+', '[M+Na]+'}	332.1987	non anotated	not interesting
2310	10083x	0.005154077565385927	3.33	421.0916	{10083}	{nan}	0.0	non anotated	not interesting
553	923.0	0.0002869871698166023	3.33	291.1954	{4858}	{'[2M-2H2O+2H]2+'}	308.1989	non anotated	not interesting
569	959.0	0.0005536401437435448	3.37	335.0882	{7387, 6148}	{'[M+H]+', '[M+Na]+'}	312.0993	annotated	not interesting
577	970.0	0.016969861321014596	3.39	675.1464	{8491, 7940, 15438, 6975}	{'[2M+Na]+', '[M+H]+', '[M+Na]+', '[M+K]+'}	326.0788	non anotated	not interesting
8789	4487x	0.000413797067611922	3.39	285.0761	{4487}	{nan}	0.0	annotated	not interesting
581	974.0	0.00016547925410227381	3.4	349.1988	{7009, 5925, 4861, 7217, 7954, 7797, 7957, 7802, 7803, 7005, 4863}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M-H2O+Na]+', '[M+Na]+', '[M+H]+'}	326.2096	non anotated	not interesting
11406	7723x	0.00015986124405950814	3.41	343.1539	{7723}	{nan}	0.0	non anotated	not interesting
9695	5591x	0.00015902635065577337	3.46	303.2324	{5591}	{nan}	0.0	annotated	not interesting
7592	2901x	0.0005177511990436351	3.46	241.6381	{2901}	{nan}	0.0	non anotated	not interesting
7315	2562x	0.000423450461504726	3.46	230.1303	{2562}	{nan}	0.0	non anotated	not interesting
5490	14573x	0.000309623482796878	3.47	569.1445	{14573}	{nan}	0.0	non anotated	not interesting
606	1017.0	8.429433544003541e-05	3.47	359.2196	{8336, 5422}	{'[M-2H2O+H]+', '[M+Na]+'}	336.2303	annotated	not interesting
613	1028.0	0.00026004029030964385	3.48	329.1729	{4730, 6851, 7077, 5815}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+', '[M+NH4]+'}	306.1834	non anotated	not interesting
8275	3831x	0.0038998481510030807	3.5	270.0524	{3831}	{nan}	0.0	non anotated	not interesting
5165	14099x	0.004429275065682753	3.5	539.0972	{14099}	{nan}	0.0	annotated	not interesting
627	1053.0	0.0004782296303833319	3.53	257.19	{3399}	{'[M+NH4]+'}	239.1554	non anotated	not interesting
8788	4486x	0.00016838023303459364	3.55	285.0759	{4486}	{nan}	0.0	annotated	not interesting
634	1067.0	0.0003459549695281211	3.55	351.2145	{7873, 8034, 4966, 7336, 8041, 6062, 7102}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M-H2O+Na]+', '[M+Na]+', '[M+H]+'}	328.225	annotated	not interesting
8472	4073x	0.00062978182543203	3.55	275.2007	{4073}	{nan}	0.0	annotated	not interesting
11108	7332x	0.0002602000156085226	3.56	333.2041	{7332}	{nan}	0.0	non anotated	not interesting
10549	6635x	0.00033818472847254016	3.57	320.0541	{6635}	{nan}	0.0	non anotated	not interesting
10897	7063x	0.0005966819861089216	3.57	329.0401	{7063}	{nan}	0.0	non anotated	not interesting
9024	4774x	0.00027906747137009213	3.57	290.0322	{4774}	{nan}	0.0	non anotated	not interesting
11000	7187x	0.0010559154380663624	3.57	331.0604	{7187}	{nan}	0.0	non anotated	not interesting
10664	6773x	0.0003557236973368716	3.57	323.0715	{6773}	{nan}	0.0	non anotated	not interesting
5400	14446x	0.0003949663966134343	3.57	560.0858	{14446}	{nan}	0.0	non anotated	not interesting
639	1075.0	0.028732310599669568	3.57	563.0945	{14485, 14142}	{'[M+H]+', '[M+Na]+'}	540.1054	annotated	specific annotated
10037	6005x	0.0014066278373161653	3.58	310.5466	{6005}	{nan}	0.0	non anotated	not interesting
10537	6624x	0.0011058787900713684	3.58	319.5523	{6624}	{nan}	0.0	non anotated	not interesting
650	1092.0	0.00041495956352296544	3.58	319.2261	{6610}	{'[M+Na]+'}	296.236	annotated	not interesting
653	1096.0	0.0002452959140140706	3.59	317.1361	{4137, 5037, 6425}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	294.1468	non anotated	not interesting
659	1104.0	0.002722005249954852	3.59	310.2716	{6000, 4692}	{'[M+H]+', '[M+Na]+'}	287.2824	non anotated	not interesting
5372	14404x	0.00015747664761478817	3.6	557.1074	{14404}	{nan}	0.0	non anotated	not interesting
8408	3996x	0.00015315674600278862	3.6	273.1849	{3996}	{nan}	0.0	non anotated	not interesting
11632	8004x	8.719211122405034e-05	3.61	351.1227	{8004}	{nan}	0.0	non anotated	not interesting
5524	14607x	0.0014606668354421946	3.62	571.1231	{14607}	{nan}	0.0	non anotated	not interesting
7644	2970x	0.0012286457248327593	3.62	244.2635	{2970}	{nan}	0.0	non anotated	not interesting
8745	4435x	0.001399264917378544	3.62	283.242	{4435}	{nan}	0.0	non anotated	not interesting
9561	5446x	0.0017517441924385058	3.62	301.2526	{5446}	{nan}	0.0	non anotated	not interesting
12815	9524x	0.0008875626615685235	3.63	405.0969	{9524}	{nan}	0.0	non anotated	not interesting
689	1151.0	0.0005025803136057281	3.65	306.1905	{5757, 4070}	{'[2M-H2O+2H]2+', '[M+Na]+'}	283.1999	annotated	not interesting
3918	12212x	0.0002106696819273093	3.65	471.3462	{12212}	{nan}	0.0	annotated	not interesting
683	1138.0	0.00039533266667656506	3.65	333.2039	{4963, 7331, 6063}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	310.2145	annotated	not interesting
4790	13550x	0.0004215640163523287	3.66	511.3393	{13550}	{nan}	0.0	annotated	not interesting
10795	6935x	0.0007511805631738887	3.66	325.6954	{6935}	{nan}	0.0	non anotated	not interesting
3385	11463x	0.0011655426743775845	3.66	453.3363	{11463}	{nan}	0.0	annotated	not interesting
9690	5581x	0.00029237226570826745	3.66	303.2321	{5581}	{nan}	0.0	annotated	not interesting
4700	13411x	0.00019422866930812188	3.67	506.3841	{13411}	{nan}	0.0	non anotated	not interesting
2277	10040x	0.0018131240588494793	3.67	419.1125	{10040}	{nan}	0.0	non anotated	not interesting
9011	4761x	8.580590249691937e-05	3.67	289.2528	{4761}	{nan}	0.0	non anotated	not interesting
707	1183.0	0.00024415390933549166	3.68	341.2097	{7659, 7663, 6611, 5434, 5435}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	318.2198	annotated	not interesting
705	1179.0	0.00022355310450662049	3.68	355.2461	{8185, 5654}	{'[M+NH4]+', '[M+HFA+Na]+'}	286.2511	non anotated	not interesting
7964	3397x	0.00022332830111113149	3.68	257.1899	{3397}	{nan}	0.0	non anotated	not interesting
5163	14097x	0.0007493798725432947	3.69	539.0971	{14097}	{nan}	0.0	annotated	not interesting
8273	3829x	0.0012214479007831443	3.69	270.052	{3829}	{nan}	0.0	non anotated	not interesting
723	1208.0	0.00032211318906478847	3.7	347.1833	{2272, 7896}	{'[2M+Na]+', '[M+ACN+NH4]+'}	162.0951	non anotated	not interesting
714	1193.0	0.007038664617406793	3.7	310.2714	{4690, 5999}	{'[M+H]+', '[M+Na]+'}	287.2822	non anotated	not interesting
722	1207.0	0.0010069546989167522	3.7	403.1153	{8905, 9470}	{'[M+H]+', '[M+Na]+'}	380.1261	annotated	not interesting
10788	6928x	0.00041066420680648864	3.7	325.5521	{6928}	{nan}	0.0	non anotated	not interesting
7642	2968x	0.0029829333679231404	3.71	244.2634	{2968}	{nan}	0.0	non anotated	not interesting
731	1221.0	0.00039446301534127757	3.73	357.2036	{5296, 8249}	{'[M-2H2O+H]+', '[M+Na]+'}	334.2144	annotated	not interesting
7963	3396x	0.00023420885404269742	3.74	257.1899	{3396}	{nan}	0.0	non anotated	not interesting
11877	8339x	0.0006582946466386715	3.75	359.2215	{8339}	{nan}	0.0	non anotated	not interesting
9754	5655x	0.0004815879976307238	3.77	304.2847	{5655}	{nan}	0.0	non anotated	not interesting
741	1236.0	9.09690963458429e-05	3.77	343.2253	{5584, 7747, 4518}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+Na]+'}	320.2355	annotated	not interesting
742	1237.0	0.0002242777224994941	3.77	353.2301	{7245, 6189, 5072, 6450, 7931, 8124}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M-2H2O+Na]+', '[M+Na]+', '[M+H]+'}	330.241	annotated	not interesting
753	1256.0	0.00016238550325751408	3.79	355.1891	{7334, 8174}	{'[2M+2H]2+', '[M+Na]+'}	332.1984	non anotated	not interesting
769	1275.0	0.002197044223629196	3.82	310.2716	{6001, 4691}	{'[M+H]+', '[M+Na]+'}	287.2824	annotated	not interesting
7643	2969x	0.001750952562113857	3.84	244.2635	{2969}	{nan}	0.0	non anotated	not interesting
7762	3136x	0.0001237411171034594	3.85	249.1485	{3136}	{nan}	0.0	annotated	not interesting
791	1306.0	0.00012619384046582072	3.86	331.1883	{7206, 5927, 7207, 6956, 5933, 6171, 4862}	{'[M+NH4]+', '[2M-2H2O+2H]2+', '[M-H2O+Na]+', '[M+Na]+', '[M+H]+'}	308.1993	annotated	not interesting
8474	4075x	0.00025750956308411856	3.87	275.2007	{4075}	{nan}	0.0	annotated	not interesting
9755	5656x	0.0007980599418243036	3.87	304.2847	{5656}	{nan}	0.0	non anotated	not interesting
806	1333.0	0.00015823959021398659	3.88	273.1849	{3995}	{'[M+Na]+'}	250.1948	non anotated	not interesting
9686	5577x	0.00043719843233080464	3.89	303.232	{5577}	{nan}	0.0	annotated	not interesting
809	1339.0	0.00011121639226237831	3.89	357.2047	{8082, 6453, 7418, 7419, 8252}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+', '[M+NH4]+'}	334.214	annotated	not interesting
11275	7560x	0.00035491527963432944	3.9	339.123	{7560}	{nan}	0.0	non anotated	not interesting
12085	8614x	0.000521996502280979	3.96	369.1339	{8614}	{nan}	0.0	non anotated	not interesting
8509	4119x	0.0015374611157291176	3.96	277.0607	{4119}	{nan}	0.0	non anotated	not interesting
10153	6140x	0.00026629764395277606	3.96	313.0709	{6140}	{nan}	0.0	annotated	not interesting
856	1420.0	0.00040277412204907154	3.97	373.1049	{8724, 8005}	{'[M+H]+', '[M+Na]+'}	350.1158	non anotated	not interesting
5332	14344x	0.0019415882078400407	3.97	553.1133	{14344}	{nan}	0.0	non anotated	not interesting
855	1418.0	0.00023509098873968713	3.97	295.2271	{5076, 4045}	{'[M+ACN+NH4]+', '[M+K]+'}	236.1657	annotated	not interesting
4173	12613x	0.0006181538140710694	3.99	483.2735	{12613}	{nan}	0.0	non anotated	not interesting
12521	9169x	0.0001727623765508606	4.0	391.2467	{9169}	{nan}	0.0	non anotated	not interesting
5354	14372x	0.018645296506704878	4.0	555.1292	{14372}	{nan}	0.0	non anotated	specific non annotated
10428	6486x	0.00094201559973781	4.0	317.5551	{6486}	{nan}	0.0	non anotated	not interesting
883	1478.0	0.00033237194026277533	4.02	333.2056	{4968, 7344}	{'[M-H2O+H]+', '[M+Na]+'}	310.2154	annotated	not interesting
8333	3907x	0.00045541361186646396	4.02	271.2422	{3907}	{nan}	0.0	annotated	not interesting
12323	8910x	0.00045632681778791026	4.03	381.134	{8910}	{nan}	0.0	annotated	not interesting
4817	13591x	0.0007368881428733501	4.03	513.2848	{13591}	{nan}	0.0	non anotated	not interesting
10384	6428x	0.00021315377830968482	4.04	317.1464	{6428}	{nan}	0.0	non anotated	not interesting
920	1533.0	0.00024263838121191372	4.04	301.2167	{5436}	{'[M+ACN+H]+'}	259.1828	annotated	not interesting
911	1522.0	6.0416877940497285e-05	4.05	177.0543	{810}	{'[M-H2O+K]+'}	156.1	annotated	not interesting
912	1523.0	8.496845068993465e-05	4.07	335.2201	{6192, 7169, 5652, 7420}	{'[M+H]+', '[2M-H2O+2H]2+', '[M+Na]+', '[M+NH4]+'}	312.2314	non anotated	not interesting
11697	8098x	0.00014870880076647212	4.08	353.1026	{8098}	{nan}	0.0	non anotated	not interesting
8508	4118x	0.0010957999501796723	4.08	277.0605	{4118}	{nan}	0.0	non anotated	not interesting
7645	2971x	0.00012059421251611105	4.09	244.2637	{2971}	{nan}	0.0	non anotated	not interesting
10416	6472x	0.00015492872147197264	4.09	317.2481	{6472}	{nan}	0.0	annotated	not interesting
933	1549.0	0.0005920278870707799	4.1	439.3207	{2209, 10852}	{'[M-H2O+NH4]+', '[2M+H]+'}	219.154	annotated	not interesting
5333	14345x	0.0028739250182747704	4.1	553.1134	{14345}	{nan}	0.0	non anotated	not interesting
8606	4255x	0.00030094999850274783	4.12	279.2323	{4255}	{nan}	0.0	annotated	not interesting
10821	6964x	0.00033298835768924654	4.12	326.5603	{6964}	{nan}	0.0	non anotated	not interesting
953	1581.0	0.013736560896303035	4.13	577.1109	{14673, 14371}	{'[M+H]+', '[M+Na]+'}	554.1218	non anotated	specific non annotated
10836	6987x	0.00018134740731064376	4.14	327.159	{6987}	{nan}	0.0	non anotated	not interesting
10427	6485x	0.0005141546190754094	4.14	317.555	{6485}	{nan}	0.0	non anotated	not interesting
2291	10057x	0.00034191788807807106	4.15	419.2773	{10057}	{nan}	0.0	non anotated	not interesting
989	1628.0	0.00022118462668827422	4.16	351.2147	{4960, 6275, 7108, 7877, 7875, 8039, 8043}	{'[M-2H2O+H]+', '[M+NH4]+', '[M-2H2O+Na]+', '[M+Na]+', '[M+H]+'}	328.2253	annotated	not interesting
5629	14766x	0.004620463237344058	4.17	585.1397	{14766}	{nan}	0.0	non anotated	not interesting
10341	6379x	0.0009798733832068467	4.18	316.3214	{6379}	{nan}	0.0	non anotated	not interesting
10528	6609x	0.0007966008974829332	4.19	319.2259	{6609}	{nan}	0.0	annotated	not interesting
1032	1695.0	0.00017295061124145104	4.2	235.1692	{2709}	{'[M-H2O+NH4]+'}	235.1454	annotated	not interesting
1006	1657.0	0.0001996413383393711	4.2	272.2949	{1360, 3947, 1182}	{'[M+ACN+Na]+', '[M+HFA+Na]+', '[2M+NH4]+'}	127.1297	non anotated	not interesting
1016	1671.0	0.00013802249443018455	4.2	287.2218	{3793, 4625}	{'[2M-H2O+K]+', '[2M+K]+'}	124.1287	non anotated	not interesting
8912	4632x	0.0011992993305779476	4.2	287.237	{4632}	{nan}	0.0	annotated	not interesting
992	1631.0	0.0014136738376233197	4.21	269.2265	{3799, 335}	{'[M+NH4]+', '[M+ACN+2H]2+'}	251.192	non anotated	not interesting
8047	3533x	0.00026302077522392584	4.22	261.2214	{3533}	{nan}	0.0	annotated	not interesting
1041	1706.0	0.0003610105896399811	4.24	455.2049	{11539, 11339, 9942, 10639}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+', '[M+NH4]+'}	432.215	annotated	not interesting
1046	1716.0	0.00020120861754209364	4.25	355.1903	{8177, 6278}	{'[M+Na]+', '[2M-2H2O+2H]2+'}	332.1995	non anotated	not interesting
1056	1735.0	0.0005609451738060201	4.26	353.2688	{7323, 7324, 8134}	{'[M+ACN+NH4]+', '[M+K]+'}	294.209	non anotated	not interesting
8473	4074x	0.00011809601405040598	4.27	275.2007	{4074}	{nan}	0.0	annotated	not interesting
8567	4200x	0.000538215201318028	4.28	278.2198	{4200}	{nan}	0.0	non anotated	not interesting
1065	1751.0	0.0002602674257617145	4.28	393.2618	{9209, 9211}	{'[M+Na]+'}	370.2723	non anotated	not interesting
1064	1746.0	0.00031405924303755503	4.28	301.2163	{5427, 899, 5420}	{'[2M-CO2+Na]+', '[M+NH4]+'}	161.1085	annotated	not interesting
10340	6378x	0.0020746813519655397	4.28	316.3213	{6378}	{nan}	0.0	non anotated	not interesting
7273	2513x	0.00029805751099998143	4.29	229.0576	{2513}	{nan}	0.0	non anotated	not interesting
1073	1765.0	0.003437866713313567	4.29	627.392	{4160, 6447, 5008, 6128, 3471, 14359, 15193}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M+Na]+', '[2M-2H2O+H]+', '[2M+K]+', '[M-H2O+NH4]+'}	294.2188	annotated	not interesting
6962	2125x	0.00012443257187994282	4.29	217.5494	{2125}	{nan}	0.0	non anotated	not interesting
11214	7481x	0.0055748495055792605	4.29	337.1075	{7481}	{nan}	0.0	annotated	not interesting
8369	3949x	0.0003574536889285945	4.3	272.295	{3949}	{nan}	0.0	non anotated	not interesting
12739	9434x	0.00032585082416125924	4.3	401.2675	{9434}	{nan}	0.0	non anotated	not interesting
8790	4488x	0.0003207256496936079	4.32	285.0781	{4488}	{nan}	0.0	non anotated	not interesting
8541	4174x	0.0003564204506830885	4.33	277.5622	{4174}	{nan}	0.0	non anotated	not interesting
8511	4120x	0.0011193110244427454	4.33	277.0607	{4120}	{nan}	0.0	non anotated	not interesting
12408	9026x	0.000256168493369824	4.34	385.165	{9026}	{nan}	0.0	non anotated	not interesting
1113	1827.0	0.00015167527962328385	4.35	339.1935	{5081, 6451, 7571}	{'[M-H+2Na]+', '[M+H]+', '[M+Na]+'}	294.2215	annotated	not interesting
1120	1837.0	0.0005149800299255433	4.36	635.3959	{15241, 3346}	{'[2M+K]+', '[M-CO2+H]+'}	298.2156	annotated	not interesting
12027	8544x	0.003091411586238564	4.36	367.1195	{8544}	{nan}	0.0	non anotated	not interesting
1118	1835.0	0.00026151421865919764	4.36	343.2254	{6713, 7748, 2191}	{'[2M+Na]+', '[M+ACN+NH4]+', '[2M+H]+'}	160.1165	annotated	not interesting
5492	14575x	0.00019295161797649082	4.36	569.1473	{14575}	{nan}	0.0	non anotated	not interesting
2246	10002x	0.00017574205896331893	4.37	417.2634	{10002}	{nan}	0.0	non anotated	not interesting
8924	4649x	0.00034157409835448914	4.37	287.238	{4649}	{nan}	0.0	annotated	not interesting
1130	1849.0	0.00035318300742844937	4.38	509.3248	{12129, 13503, 12811, 12109, 2719, 13374, 11391}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M-H2O+2H]2+', '[M+H]+'}	486.335	annotated	not interesting
10343	6380x	0.000491044144120148	4.39	316.3218	{6380}	{nan}	0.0	non anotated	not interesting
1141	1869.0	0.0002912243108559101	4.4	319.226	{6608, 6241, 4259}	{'[M-H2O+H]+', '[M+NH4]+', '[M+Na]+'}	296.236	non anotated	not interesting
3475	11590x	0.0002929612814699034	4.41	455.3524	{11590}	{nan}	0.0	annotated	not interesting
8371	3950x	0.00022061394500676475	4.41	272.2952	{3950}	{nan}	0.0	non anotated	not interesting
1156	1892.0	0.00046398110761844945	4.42	391.2471	{9170, 9171, 8633, 8634, 8059}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	368.2575	non anotated	not interesting
6105	1553x	0.0005828028542475954	4.42	203.1069	{1553}	{nan}	0.0	non anotated	not interesting
12738	9433x	0.00044360903295681146	4.45	401.2674	{9433}	{nan}	0.0	non anotated	not interesting
10855	7013x	0.00013837965232517171	4.45	327.2321	{7013}	{nan}	0.0	non anotated	not interesting
1178	1928.0	0.0008674465815591552	4.46	301.2164	{3349, 5431}	{'[M+ACN+Na]+', '[M+NH4]+'}	237.1996	annotated	not interesting
1177	1925.0	0.00033320465593720215	4.46	495.2743	{13067, 1279}	{'[2M+Na]+', '[M-CO2+H]+'}	236.142	non anotated	not interesting
1179	1930.0	0.000502590019076502	4.46	293.2113	{4969, 3298, 3901}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	270.2206	annotated	not interesting
1168	1912.0	0.00017081271894711848	4.46	417.2619	{9997}	{'[M+HFA+H]+'}	370.2507	non anotated	not interesting
8046	3531x	0.0006031603364081227	4.47	261.2216	{3531}	{nan}	0.0	annotated	not interesting
1201	1968.0	0.0013936435292832296	4.48	325.1443	{6892}	{'[2M+HFA+2H]2+'}	301.1342	non anotated	not interesting
7778	3161x	0.0003152708664640886	4.48	249.5718	{3161}	{nan}	0.0	non anotated	not interesting
7215	2437x	0.0004520890937344569	4.48	226.5557	{2437}	{nan}	0.0	non anotated	not interesting
11215	7482x	0.029390034578344708	4.48	337.1087	{7482}	{nan}	0.0	non anotated	not interesting
7500	2796x	0.0005026633759739774	4.48	238.0638	{2796}	{nan}	0.0	non anotated	not interesting
8918	4641x	0.0002724502813963987	4.48	287.2374	{4641}	{nan}	0.0	annotated	not interesting
7731	3092x	0.00032043414262089147	4.48	247.5522	{3092}	{nan}	0.0	non anotated	not interesting
6964	2127x	0.0006159372971749828	4.48	217.5504	{2127}	{nan}	0.0	non anotated	not interesting
7274	2514x	0.0013088810231959265	4.48	229.0584	{2514}	{nan}	0.0	non anotated	not interesting
1200	1966.0	0.00016603219500628728	4.49	495.3448	{12301, 11598, 12912, 13086, 10783}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+'}	472.3557	annotated	not interesting
7772	3151x	0.00011286238866321922	4.49	249.1852	{3151}	{nan}	0.0	non anotated	not interesting
10445	6503x	0.00011862351153121378	4.5	317.6988	{6503}	{nan}	0.0	non anotated	not interesting
7660	2987x	0.0001492515423524355	4.51	245.0804	{2987}	{nan}	0.0	non anotated	not interesting
1218	1998.0	0.0006131479517335334	4.51	397.2018	{7171, 9319, 5065, 4171, 6448, 6194, 7413, 5080, 7422}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M-H2O+Na]+', '[M+HFA+K]+', '[M+Na]+', '[2M+2H]2+'}	312.2309	annotated	not interesting
7022	2198x	0.0004168668085623749	4.53	219.1743	{2198}	{nan}	0.0	annotated	not interesting
1194	1955.0	0.0013682520972213364	4.54	303.2324	{5587}	{'[M+ACN+NH4]+'}	244.1734	annotated	not interesting
12026	8543x	0.03373042742280873	4.54	367.1193	{8543}	{nan}	0.0	non anotated	specific non annotated
5676	14828x	0.0003767757036718832	4.55	591.1264	{14828}	{nan}	0.0	non anotated	not interesting
7357	2614x	0.000437737603812501	4.55	232.555	{2614}	{nan}	0.0	non anotated	not interesting
12484	9121x	0.0005785112871230638	4.55	389.1004	{9121}	{nan}	0.0	non anotated	not interesting
7632	2955x	0.001154141764173745	4.55	244.0632	{2955}	{nan}	0.0	non anotated	not interesting
7856	3257x	0.0004447495801000269	4.55	253.0682	{3257}	{nan}	0.0	non anotated	not interesting
12016	8531x	0.00022762545831246924	4.55	366.1104	{8531}	{nan}	0.0	non anotated	not interesting
8116	3633x	0.00022247665462445297	4.55	264.5765	{3633}	{nan}	0.0	non anotated	not interesting
1243	2037.0	9.419263985735588e-05	4.56	391.2464	{8632, 9168}	{'[2M+2H]2+', '[M+Na]+'}	368.2568	non anotated	not interesting
1248	2044.0	0.0006657701226013115	4.57	317.2091	{6443, 4163, 6127}	{'[M-H2O+H]+', '[M+NH4]+', '[M+Na]+'}	294.2196	non anotated	not interesting
11124	7359x	0.000365989016017732	4.57	333.568	{7359}	{nan}	0.0	non anotated	not interesting
1246	2041.0	0.00026378739081224045	4.57	293.2102	{3290, 4957, 3895}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	270.2201	annotated	not interesting
1252	2050.0	0.00021602789400788008	4.57	336.252	{7461, 6605}	{'[M+H]+', '[M+NH4]+'}	318.2184	non anotated	not interesting
11478	7815x	0.0003856052814297157	4.58	345.0764	{7815}	{nan}	0.0	non anotated	not interesting
10733	6859x	0.0007691899044212605	4.58	324.5626	{6859}	{nan}	0.0	non anotated	not interesting
1258	2058.0	0.00048650644214139456	4.58	327.3052	{7028, 1567}	{'[2M-CO2+H]+', '[M+NH4]+'}	185.1448	annotated	not interesting
1249	2045.0	0.0002991928796057874	4.58	261.2211	{3530}	{'[M-2H2O+H]+'}	296.2354	annotated	not interesting
5491	14574x	0.018603545834901935	4.58	569.1449	{14574}	{nan}	0.0	non anotated	specific non annotated
1261	2062.0	0.0071274357229883945	4.58	557.455	{7658, 4245, 14423}	{'[2M-H+2Na]+', '[M+HFA+K]+', '[M+Na]+'}	256.2415	non anotated	not interesting
5465	14540x	0.002290512537000751	4.62	567.1288	{14540}	{nan}	0.0	non anotated	not interesting
10674	6785x	0.0012797474633991477	4.64	323.1281	{6785}	{nan}	0.0	non anotated	not interesting
5613	14742x	0.0002575688453342242	4.64	583.1235	{14742}	{nan}	0.0	non anotated	not interesting
1312	2134.0	0.0005641875898283701	4.65	327.2312	{6754, 7011, 4629, 4630, 3802}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[2M-2H2O+2H]2+', '[M+Na]+'}	304.2407	annotated	not interesting
6212	1569x	0.00046648007772052345	4.67	203.1795	{1569}	{nan}	0.0	annotated	not interesting
1322	2153.0	0.00022868383475612832	4.67	581.4378	{14736, 14444}	{'[M+H]+', '[M+Na]+'}	558.449	non anotated	not interesting
4893	1369x	0.0004003966726718756	4.69	196.609	{1369}	{nan}	0.0	non anotated	not interesting
8062	3553x	0.00048031685531893146	4.69	262.1437	{3553}	{nan}	0.0	non anotated	not interesting
1334	2174.0	0.007923159492837	4.69	611.4278	{6441, 3469, 5070, 15055, 7325, 4158}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+Na]+', '[2M+Na]+', '[M+K]+', '[M+H]+'}	294.2195	annotated	not interesting
1339	2181.0	0.00029255876164490654	4.69	318.2125	{5129, 6538, 4199}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	295.2231	non anotated	not interesting
1340	2182.0	0.00036072031718545496	4.69	208.1171	{1774}	{'[M+H]+'}	207.1118	non anotated	not interesting
11595	7965x	0.0008781708866997452	4.7	349.237	{7965}	{nan}	0.0	annotated	not interesting
1365	2222.0	0.000245422753885652	4.7	161.096	{532}	{'[M-H2O+H]+'}	178.1002	non anotated	not interesting
6094	1551x	0.00028361069483575225	4.7	203.1066	{1551}	{nan}	0.0	non anotated	not interesting
9684	5575x	0.0002711152407342669	4.71	303.2318	{5575}	{nan}	0.0	annotated	not interesting
6565	1656x	0.0004399022804625738	4.71	205.1951	{1656}	{nan}	0.0	annotated	not interesting
8470	4071x	0.00018829614714036	4.72	275.2006	{4071}	{nan}	0.0	annotated	not interesting
12461	9099x	0.00020159183616938166	4.72	387.2879	{9099}	{nan}	0.0	non anotated	not interesting
1356	2205.0	0.0008662736256884437	4.73	301.2161	{5423, 4247}	{'[M+H]+', '[M+Na]+'}	278.2258	non anotated	not interesting
7927	3352x	0.00020224091953547198	4.73	255.6354	{3352}	{nan}	0.0	non anotated	not interesting
