	annotation network number	LQ-01-61-06_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
4129	12546x	0.0006647923299133296	3.68	481.2585	{12546}	{nan}	0.0	non anotated	not interesting
6965	2128x	0.0003359704443707796	3.69	217.5877	{2128}	{nan}	0.0	non anotated	not interesting
6112	1554x	0.0005865135329782251	3.69	203.1069	{1554}	{nan}	0.0	non anotated	not interesting
9751	564x	0.002100013179943649	3.69	163.0756	{564}	{nan}	0.0	non anotated	specific non annotated
2972	1092x	0.0003222301905689274	3.69	187.5859	{1092}	{nan}	0.0	non anotated	not interesting
11359	766x	0.0005092108769941949	3.69	175.0757	{766}	{nan}	0.0	non anotated	not interesting
8014	3488x	0.003717237895571487	3.69	260.173	{3488}	{nan}	0.0	non anotated	specific non annotated
6665	1770x	0.0005788370269300191	3.69	208.0993	{1770}	{nan}	0.0	non anotated	not interesting
10512	6580x	0.00036979320218381064	3.69	319.1547	{6580}	{nan}	0.0	non anotated	not interesting
5369	1439x	0.0007632383495462428	3.69	199.0939	{1439}	{nan}	0.0	non anotated	not interesting
717	1199.0	0.00015264427044147004	3.69	327.1586	{6984}	{'[M-H2O+H]+'}	344.1625	annotated	not interesting
714	1193.0	0.007722198562624872	3.7	310.2714	{4690, 5999}	{'[M+Na]+', '[M+H]+'}	287.2822	non anotated	not interesting
724	1210.0	0.00011408100418116151	3.7	330.2639	{7163, 5069}	{'[2M-2H2O+2H]2+', '[M+NH4]+'}	312.2301	annotated	not interesting
7642	2968x	0.003990793208765474	3.71	244.2634	{2968}	{nan}	0.0	non anotated	not interesting
4169	12609x	0.00024255772469003456	3.73	483.2376	{12609}	{nan}	0.0	non anotated	not interesting
7817	3206x	0.00017617089233617025	3.74	251.1641	{3206}	{nan}	0.0	annotated	not interesting
4041	1240x	0.0005232743482428393	3.76	193.0859	{1240}	{nan}	0.0	annotated	not interesting
736	1226.0	0.0008176195086480945	3.76	467.2427	{12002, 11907}	{'[M+ACN+H]+', '[M+K]+'}	425.2092	non anotated	not interesting
741	1236.0	0.00023230165735332875	3.77	343.2253	{5584, 7747, 4518}	{'[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	320.2355	annotated	not interesting
742	1237.0	0.001072983550369792	3.77	353.2301	{7245, 6189, 5072, 6450, 7931, 8124}	{'[M-2H2O+Na]+', '[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	330.241	annotated	not interesting
9754	5655x	0.00010675106893598888	3.77	304.2847	{5655}	{nan}	0.0	non anotated	not interesting
9208	4995x	9.026956330932331e-05	3.78	294.1248	{4995}	{nan}	0.0	non anotated	not interesting
7376	2632x	0.0003301447157843313	3.78	233.1172	{2632}	{nan}	0.0	annotated	not interesting
750	1251.0	0.00011484699877968667	3.79	328.2484	{7049, 4964}	{'[M+NH4]+', '[M-H2O+H]+'}	310.2146	non anotated	not interesting
9785	5695x	0.0004447712146457035	3.8	305.1746	{5695}	{nan}	0.0	non anotated	not interesting
767	1273.0	0.00019737561003090157	3.81	435.253	{10690, 4307}	{'[2M+H]+', '[M+ACN+Na]+'}	217.1222	non anotated	not interesting
5326	14338x	0.0001602022126454207	3.82	552.3529	{14338}	{nan}	0.0	non anotated	not interesting
771	1277.0	0.0005267640359214032	3.82	293.1749	{4947, 190}	{'[M-H2O+NH4]+', '[2M+Na]+'}	135.0932	annotated	not interesting
769	1275.0	0.002904212718256194	3.82	310.2716	{6001, 4691}	{'[M+Na]+', '[M+H]+'}	287.2824	annotated	not interesting
9658	5548x	0.00011114339853323396	3.82	303.1592	{5548}	{nan}	0.0	non anotated	not interesting
4895	13700x	0.00014342313651102885	3.83	517.3154	{13700}	{nan}	0.0	non anotated	not interesting
777	1284.0	0.0004705203634358366	3.83	475.2449	{12353, 11443}	{'[M+Na]+', '[M+H]+'}	452.2559	non anotated	not interesting
774	1281.0	0.0002251954719740895	3.83	577.2781	{14386, 14684}	{'[M+Na]+', '[M+H]+'}	554.2884	non anotated	not interesting
4308	12808x	0.0002173761882791858	3.84	487.3413	{12808}	{nan}	0.0	annotated	not interesting
7643	2969x	0.002873038611329916	3.84	244.2635	{2969}	{nan}	0.0	non anotated	not interesting
791	1306.0	0.0003565170815262918	3.86	331.1883	{7206, 5927, 7207, 6956, 5933, 6171, 4862}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[2M-2H2O+2H]2+', '[M-H2O+Na]+'}	308.1993	annotated	not interesting
793	1309.0	9.425021030575232e-05	3.86	338.2692	{7532, 4524}	{'[M+NH4]+', '[M-2H2O+H]+'}	320.2353	annotated	not interesting
2840	10751x	0.0022074778324305366	3.86	437.2686	{10751}	{nan}	0.0	non anotated	not interesting
3832	12099x	0.00012291990816108348	3.87	469.2941	{12099}	{nan}	0.0	non anotated	not interesting
9755	5656x	0.00022775653790096608	3.87	304.2847	{5656}	{nan}	0.0	non anotated	not interesting
6987	2152x	0.0002462349050064078	3.88	218.5991	{2152}	{nan}	0.0	non anotated	not interesting
10212	6222x	0.00015950690158647287	3.89	314.1751	{6222}	{nan}	0.0	non anotated	not interesting
811	1345.0	0.0009359603139635704	3.89	291.1595	{4849, 1813}	{'[2M+H]+', '[M+HFA+NH4]+'}	145.077	non anotated	not interesting
834	1383.0	8.822222608159019e-05	3.89	297.2427	{5196}	{'[M-H2O+H]+'}	0.0	non anotated	not interesting
9686	5577x	0.0002974331466589368	3.89	303.232	{5577}	{nan}	0.0	annotated	not interesting
808	1337.0	8.201274977394646e-05	3.89	307.1901	{5809, 4515, 3719}	{'[2M-2H2O+2H]2+', '[M+Na]+', '[M+H]+'}	284.1997	non anotated	not interesting
809	1339.0	9.144564938847611e-05	3.89	357.2047	{8082, 6453, 7418, 7419, 8252}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	334.214	annotated	not interesting
812	1349.0	0.0006708474449936129	3.9	467.2789	{12007}	{'[M+H]+'}	466.272	non anotated	not interesting
4469	13063x	0.0008273444126708257	3.9	495.2739	{13063}	{nan}	0.0	non anotated	not interesting
819	1361.0	0.0001381146066198797	3.91	383.241	{7758, 8976, 8856, 8412, 6910}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	360.2515	non anotated	not interesting
2901	10831x	0.0016603464424883305	3.92	439.2481	{10831}	{nan}	0.0	non anotated	specific non annotated
7959	3388x	0.0003869942834522979	3.92	257.1538	{3388}	{nan}	0.0	non anotated	not interesting
8399	3984x	0.0014527612292155882	3.93	273.1485	{3984}	{nan}	0.0	non anotated	not interesting
6865	2010x	0.0003430210646733668	3.93	215.0886	{2010}	{nan}	0.0	non anotated	not interesting
7216	2438x	0.00015606064246142143	3.93	226.5965	{2438}	{nan}	0.0	non anotated	not interesting
3965	12286x	0.0009756656744463817	3.93	473.3263	{12286}	{nan}	0.0	non anotated	not interesting
8465	4062x	0.0027514801321808593	3.93	275.1644	{4062}	{nan}	0.0	non anotated	specific non annotated
843	1397.0	0.0008776254186728742	3.95	993.4964	{13137, 16106, 13731}	{'[2M+H]+', '[M+Na]+', '[M+H]+'}	496.2452	non anotated	not interesting
8916	4638x	0.0001493506149766205	3.95	287.2372	{4638}	{nan}	0.0	annotated	not interesting
10429	6487x	0.0003038898954568602	3.95	317.6804	{6487}	{nan}	0.0	non anotated	not interesting
842	1395.0	0.00016098638099616924	3.95	336.2535	{7464, 6617, 5430}	{'[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	318.2197	annotated	not interesting
6587	1683x	0.00019393991887788192	3.95	206.0832	{1683}	{nan}	0.0	non anotated	not interesting
8974	4718x	0.0005326379212837679	3.95	289.1439	{4718}	{nan}	0.0	non anotated	not interesting
851	1414.0	5.945043981090536e-05	3.96	299.2007	{5304, 3477}	{'[2M-2H2O+2H]2+', '[M+Na]+'}	276.2105	non anotated	not interesting
855	1418.0	0.00021888589050905751	3.97	295.2271	{5076, 4045}	{'[M+ACN+NH4]+', '[M+K]+'}	236.1657	annotated	not interesting
6822	1968x	0.0001099579998871626	3.97	214.0785	{1968}	{nan}	0.0	non anotated	not interesting
859	1435.0	0.0001739830484754836	3.98	350.233	{4864, 7209, 6958, 5935, 7990}	{'[M+ACN+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[2M-2H2O+2H]2+'}	308.1992	non anotated	not interesting
860	1436.0	0.000446196903472717	3.98	379.2457	{7585, 6717, 8877}	{'[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	356.2566	annotated	not interesting
7488	2783x	0.0004954736982295864	3.98	237.1851	{2783}	{nan}	0.0	annotated	not interesting
5798	1500x	0.0016971425074138013	3.99	201.0906	{1500}	{nan}	0.0	non anotated	specific non annotated
2841	10752x	0.008058888340019856	3.99	437.2688	{10752}	{nan}	0.0	non anotated	not interesting
2287	10052x	0.0006036613230049397	4.0	419.2582	{10052}	{nan}	0.0	non anotated	not interesting
8409	3998x	0.0008916976636516358	4.01	273.1852	{3998}	{nan}	0.0	non anotated	not interesting
3446	11552x	9.495638837705104e-05	4.01	455.279	{11552}	{nan}	0.0	non anotated	not interesting
883	1478.0	0.0003902708061637708	4.02	333.2056	{4968, 7344}	{'[M-H2O+H]+', '[M+Na]+'}	310.2154	annotated	not interesting
884	1479.0	0.0021397979553791284	4.03	285.2216	{4528, 3135}	{'[M+ACN+NH4]+', '[M+Na]+'}	226.1602	annotated	not interesting
4817	13591x	0.000124393875072822	4.03	513.2848	{13591}	{nan}	0.0	non anotated	not interesting
892	1490.0	0.0001657662386356249	4.04	473.3266	{12288, 11037}	{'[2M-H2O+2H]2+', '[M+Na]+'}	450.3377	non anotated	not interesting
920	1533.0	0.00017160898713004645	4.04	301.2167	{5436}	{'[M+ACN+H]+'}	259.1828	annotated	not interesting
901	1506.0	0.0001452598506143833	4.05	1171.4012	{16129, 16131, 14856, 14923, 14412, 15069}	{'[M+NH4]+', '[2M+NH4]+', '[2M+Na]+', '[M+Na]+', '[M+K]+', '[M-H2O+H]+'}	574.2056	non anotated	not interesting
902	1507.0	0.0001790825153299566	4.05	485.2897	{12713, 3148}	{'[M+NH4]+', '[2M+Na]+'}	231.1507	non anotated	not interesting
905	1512.0	0.0005049570002435608	4.06	259.1674	{3454, 2782}	{'[M+Na]+', '[M+H]+'}	236.178	annotated	not interesting
4471	13069x	0.0002569821601729206	4.07	495.2742	{13069}	{nan}	0.0	non anotated	not interesting
918	1531.0	0.000577630878835391	4.08	287.2372	{776, 4637}	{'[2M-H2O+H]+', '[M+Na]+'}	152.1214	annotated	not interesting
923	1536.0	0.00014971994105525679	4.09	317.211	{2946, 6452}	{'[M+K]+', '[M-2H2O+H]+'}	278.2469	non anotated	not interesting
930	1546.0	0.0005641895807185922	4.09	343.2252	{7746, 6716, 5583}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	320.2356	annotated	not interesting
7005	2172x	0.00010170626439494038	4.09	219.1017	{2172}	{nan}	0.0	non anotated	not interesting
935	1553.0	0.00021875377675298452	4.1	299.2008	{5305, 5293}	{'[M+ACN+H]+'}	257.1669	non anotated	not interesting
933	1549.0	0.0005424791689174421	4.1	439.3207	{2209, 10852}	{'[2M+H]+', '[M-H2O+NH4]+'}	219.154	annotated	not interesting
2484	10302x	0.00034604904820490645	4.11	425.2691	{10302}	{nan}	0.0	non anotated	not interesting
951	1578.0	0.0005456710011536361	4.13	281.1727	{3466, 4316, 2887}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	258.1834	non anotated	not interesting
8402	3987x	0.0007620310729975802	4.14	273.1489	{3987}	{nan}	0.0	non anotated	not interesting
8823	4525x	0.00038765544467103083	4.15	285.2215	{4525}	{nan}	0.0	non anotated	not interesting
977	1611.0	0.00025609928594778637	4.15	511.3395	{11461, 13413, 13414, 12233, 11469, 13551, 12881, 12882, 13553, 12217, 11485}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	488.3504	annotated	not interesting
989	1628.0	0.0002570621111412552	4.16	351.2147	{4960, 6275, 7108, 7877, 7875, 8039, 8043}	{'[M-2H2O+Na]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-2H2O+H]+'}	328.2253	annotated	not interesting
4180	12622x	0.0002512286808560224	4.17	483.2742	{12622}	{nan}	0.0	non anotated	not interesting
3775	12019x	0.00017137997866831293	4.17	467.2796	{12019}	{nan}	0.0	non anotated	not interesting
8852	4555x	0.0008551149611727121	4.18	286.1281	{4555}	{nan}	0.0	non anotated	not interesting
971	1605.0	0.0001291692612131665	4.18	473.3268	{12289}	{'[2M+H]+'}	236.1622	non anotated	not interesting
9845	5772x	0.0004504382825949205	4.18	306.6415	{5772}	{nan}	0.0	non anotated	not interesting
10341	6379x	0.0010408269267271459	4.18	316.3214	{6379}	{nan}	0.0	non anotated	not interesting
8559	4192x	0.0003569957999390192	4.19	278.1396	{4192}	{nan}	0.0	non anotated	not interesting
10528	6609x	0.00014193019182356744	4.19	319.2259	{6609}	{nan}	0.0	annotated	not interesting
9758	5659x	0.0003539390436507384	4.19	304.6219	{5659}	{nan}	0.0	non anotated	not interesting
1032	1695.0	0.00010290662916264248	4.2	235.1692	{2709}	{'[M-H2O+NH4]+'}	235.1454	annotated	not interesting
3303	11362x	0.009945499295411728	4.2	451.2487	{11362}	{nan}	0.0	non anotated	not interesting
1006	1657.0	0.0003327096071703844	4.2	272.2949	{1360, 3947, 1182}	{'[M+HFA+Na]+', '[M+ACN+Na]+', '[2M+NH4]+'}	127.1297	non anotated	not interesting
8912	4632x	0.00017236944666153308	4.2	287.237	{4632}	{nan}	0.0	annotated	not interesting
1016	1671.0	0.0012675692834915393	4.2	287.2218	{3793, 4625}	{'[2M-H2O+K]+', '[2M+K]+'}	124.1287	non anotated	not interesting
3449	11556x	0.00010359476043279664	4.21	455.2805	{11556}	{nan}	0.0	non anotated	not interesting
9225	5014x	0.00046350927852034315	4.21	294.6174	{5014}	{nan}	0.0	non anotated	not interesting
8817	4519x	9.408458992826405e-05	4.21	285.2213	{4519}	{nan}	0.0	annotated	not interesting
1022	1680.0	0.0015345259617195923	4.22	490.3898	{12297, 12303, 10771, 12917, 11577}	{'[M+NH4]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	472.3553	annotated	not interesting
4188	12630x	0.00027343059081183903	4.23	483.3102	{12630}	{nan}	0.0	non anotated	not interesting
1028	1689.0	0.0003735213321998353	4.23	493.2586	{10691, 13006}	{'[M+Na]+', '[M-2H2O+H]+'}	470.2682	non anotated	not interesting
9340	5162x	0.0003787275959441204	4.23	297.1848	{5162}	{nan}	0.0	non anotated	not interesting
1040	1704.0	0.0030233269659668215	4.24	575.2258	{14656, 13481, 14351}	{'[M+Na]+', '[M-CO2+H]+', '[M+H]+'}	552.2361	non anotated	specific non annotated
4573	13224x	5.835938838551193e-05	4.25	499.305	{13224}	{nan}	0.0	non anotated	not interesting
10160	6153x	0.0003210378773207605	4.25	313.1434	{6153}	{nan}	0.0	non anotated	not interesting
1053	1730.0	0.0006108356105851526	4.25	483.2741	{12614}	{'[M+H]+'}	482.2664	non anotated	not interesting
1047	1718.0	0.00012865864704715785	4.25	513.3204	{13598, 12287}	{'[M-H2O+H]+', '[M+Na]+'}	490.3304	non anotated	not interesting
10438	6495x	0.00012436436317868834	4.26	317.6982	{6495}	{nan}	0.0	non anotated	not interesting
1062	1743.0	0.00011196115249718024	4.27	526.2422	{3137, 13870, 3983}	{'[M+ACN+H]+', '[2M+ACN+Na]+', '[M+NH4]+'}	231.1142	annotated	not interesting
9689	5580x	0.0005058748847551111	4.27	303.232	{5580}	{nan}	0.0	annotated	not interesting
1064	1746.0	0.00024969866645353214	4.28	301.2163	{5427, 899, 5420}	{'[2M-CO2+Na]+', '[M+NH4]+'}	161.1085	annotated	not interesting
8567	4200x	0.0013752597114193527	4.28	278.2198	{4200}	{nan}	0.0	non anotated	not interesting
10340	6378x	0.002270897513388719	4.28	316.3213	{6378}	{nan}	0.0	non anotated	not interesting
3922	12219x	0.0007724425848775194	4.28	471.3469	{12219}	{nan}	0.0	annotated	not interesting
9296	5109x	0.00022262368291275136	4.28	296.177	{5109}	{nan}	0.0	non anotated	not interesting
9452	5303x	9.937494606718979e-05	4.28	299.2007	{5303}	{nan}	0.0	non anotated	not interesting
1073	1765.0	0.007428289041899583	4.29	627.392	{4160, 6447, 5008, 6128, 3471, 14359, 15193}	{'[M+NH4]+', '[2M+K]+', '[M+Na]+', '[2M-2H2O+H]+', '[M-H2O+H]+', '[M-H2O+NH4]+', '[M-2H2O+H]+'}	294.2188	annotated	not interesting
3006	1096x	0.000274296115056195	4.29	187.6038	{1096}	{nan}	0.0	non anotated	not interesting
9092	4855x	0.000512112047682488	4.29	291.1952	{4855}	{nan}	0.0	non anotated	not interesting
8369	3949x	0.0006306564261057629	4.3	272.295	{3949}	{nan}	0.0	non anotated	not interesting
7436	2717x	0.0001450949778376928	4.3	235.1694	{2717}	{nan}	0.0	non anotated	not interesting
4572	13223x	0.00012803954048915055	4.32	499.3049	{13223}	{nan}	0.0	non anotated	not interesting
1091	1793.0	0.0001817638152130594	4.32	485.2888	{12706}	{'[M+NH4]+'}	467.2553	non anotated	not interesting
4819	13593x	7.464946306978827e-05	4.33	513.2848	{13593}	{nan}	0.0	non anotated	not interesting
3765	12006x	9.954876466323772e-05	4.33	467.2437	{12006}	{nan}	0.0	non anotated	not interesting
3035	11017x	0.0012089543341208652	4.34	441.3731	{11017}	{nan}	0.0	annotated	not interesting
9878	5814x	0.00014103275207798463	4.34	307.1904	{5814}	{nan}	0.0	non anotated	not interesting
4132	12549x	0.00024517513150571174	4.34	481.2946	{12549}	{nan}	0.0	non anotated	not interesting
1114	1829.0	0.0007929311348616128	4.35	611.2092	{5898, 15051, 5685}	{'[2M-2H2O+K]+', '[M-H2O+Na]+', '[M+H]+'}	304.1316	non anotated	not interesting
6821	1967x	0.0020335049202934168	4.36	214.0778	{1967}	{nan}	0.0	non anotated	specific non annotated
1119	1836.0	7.43828573407649e-05	4.36	328.2489	{7054, 5175}	{'[M-2H2O+Na]+', '[M+NH4]+'}	310.2161	non anotated	not interesting
1120	1837.0	0.003387456513774869	4.36	635.3959	{15241, 3346}	{'[M-CO2+H]+', '[2M+K]+'}	298.2156	annotated	not interesting
1115	1832.0	9.914366941284723e-05	4.36	337.2364	{7292, 7514, 5204, 6318}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	314.2467	non anotated	not interesting
1118	1835.0	0.0003099093908855488	4.36	343.2254	{6713, 7748, 2191}	{'[M+ACN+NH4]+', '[2M+H]+', '[2M+Na]+'}	160.1165	annotated	not interesting
7492	2789x	0.0005287574217617535	4.37	237.2216	{2789}	{nan}	0.0	non anotated	not interesting
1102	1806.0	0.0006258487605377655	4.37	273.2428	{4009}	{'[2M-H2O+K]+'}	126.1442	annotated	not interesting
1130	1849.0	0.00035513393541637385	4.38	509.3248	{12129, 13503, 12811, 12109, 2719, 13374, 11391}	{'[M+NH4]+', '[M+H]+', '[M-H2O+2H]2+', '[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	486.335	annotated	not interesting
1129	1848.0	0.0001999508549827199	4.38	1035.4313	{13928, 14194, 16115, 13429, 13817}	{'[M+NH4]+', '[2M+Na]+', '[M+Na]+', '[M+H]+', '[M+K]+'}	506.22	annotated	not interesting
7206	2427x	0.0008510773808491144	4.38	225.5883	{2427}	{nan}	0.0	non anotated	not interesting
2793	10693x	6.698716990014506e-05	4.38	435.2533	{10693}	{nan}	0.0	non anotated	not interesting
8827	4531x	0.00018580424488309386	4.38	285.2218	{4531}	{nan}	0.0	non anotated	not interesting
7995	3446x	0.0009275570553058841	4.39	259.1324	{3446}	{nan}	0.0	non anotated	not interesting
1136	1860.0	0.00041646247820347897	4.39	473.3628	{12308, 11447}	{'[M+ACN+NH4]+', '[M+K]+'}	414.3016	annotated	not interesting
3774	12018x	0.0012841683345326943	4.39	467.2796	{12018}	{nan}	0.0	non anotated	not interesting
1140	1867.0	0.0006025036984337889	4.39	334.2386	{6276, 6281, 3402, 4973, 7376, 4081}	{'[M+ACN+H]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	292.2048	annotated	not interesting
6539	1617x	0.0005171777060540915	4.39	205.0749	{1617}	{nan}	0.0	non anotated	not interesting
6997	2162x	0.0004597044418413328	4.39	219.0646	{2162}	{nan}	0.0	non anotated	not interesting
1135	1858.0	0.0006590168457427613	4.39	287.1274	{4596}	{'[M+H]+'}	286.12	non anotated	not interesting
10890	7056x	0.0008148562068314496	4.39	328.6295	{7056}	{nan}	0.0	non anotated	not interesting
8972	4716x	0.024485824750718737	4.39	289.1429	{4716}	{nan}	0.0	non anotated	specific non annotated
10343	6380x	0.0008129014423304253	4.39	316.3218	{6380}	{nan}	0.0	non anotated	not interesting
3789	1203x	0.00016963646076252137	4.4	191.1796	{1203}	{nan}	0.0	annotated	not interesting
8944	4672x	0.00020201125688703585	4.4	288.1801	{4672}	{nan}	0.0	non anotated	not interesting
1141	1869.0	0.000412012814677883	4.4	319.226	{6608, 6241, 4259}	{'[M+NH4]+', '[M-H2O+H]+', '[M+Na]+'}	296.236	non anotated	not interesting
1143	1871.0	0.0001268621369399126	4.4	471.3473	{12232, 2214}	{'[2M+HFA+Na]+', '[M+NH4]+'}	201.1766	annotated	not interesting
1145	1873.0	5.1021108222755205e-05	4.4	511.34	{13424, 11457, 13557}	{'[M+Na]+', '[M+NH4]+', '[M-2H2O+H]+'}	488.3509	annotated	not interesting
8371	3950x	0.0004065919189762622	4.41	272.2952	{3950}	{nan}	0.0	non anotated	not interesting
3475	11590x	0.0014947998658938995	4.41	455.3524	{11590}	{nan}	0.0	annotated	not interesting
2844	10756x	0.0044339974803504125	4.41	437.2694	{10756}	{nan}	0.0	non anotated	not interesting
10809	6948x	0.0001316499332535	4.42	325.6965	{6948}	{nan}	0.0	non anotated	not interesting
4246	12711x	0.0005000033973575694	4.42	485.2896	{12711}	{nan}	0.0	non anotated	not interesting
8738	4427x	0.0005065461738488025	4.44	283.2061	{4427}	{nan}	0.0	non anotated	not interesting
1181	1932.0	0.0008818117292382009	4.46	502.2806	{13322, 12005}	{'[M+NH4]+', '[M-H2O+H]+'}	484.2467	non anotated	not interesting
1178	1928.0	0.0020739412368769865	4.46	301.2164	{3349, 5431}	{'[M+ACN+Na]+', '[M+NH4]+'}	237.1996	annotated	not interesting
4815	13589x	0.00046256685013354546	4.46	513.2836	{13589}	{nan}	0.0	non anotated	not interesting
1179	1930.0	0.0010622710515875375	4.46	293.2113	{4969, 3298, 3901}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	270.2206	annotated	not interesting
10754	6879x	0.0004849675654788659	4.46	324.6979	{6879}	{nan}	0.0	non anotated	not interesting
9459	5312x	0.00035156240660896783	4.47	299.2013	{5312}	{nan}	0.0	annotated	not interesting
6610	1705x	0.00029170206715462064	4.47	207.0914	{1705}	{nan}	0.0	non anotated	not interesting
1185	1937.0	0.006698697242068904	4.47	525.3194	{12036, 13860, 13354, 13755, 12733}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	502.33	non anotated	not interesting
11094	7310x	0.002115536475753846	4.47	332.6861	{7310}	{nan}	0.0	non anotated	not interesting
3550	11699x	0.0002574151761972563	4.47	457.3679	{11699}	{nan}	0.0	annotated	not interesting
10129	6115x	0.0005162517530961954	4.48	312.1723	{6115}	{nan}	0.0	non anotated	not interesting
11650	8029x	0.0003186198993654411	4.48	351.1844	{8029}	{nan}	0.0	non anotated	not interesting
1196	1959.0	0.00024391708863117829	4.48	453.3364	{9896, 9273, 11466}	{'[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	430.346	annotated	not interesting
8918	4641x	0.00011780835274276736	4.48	287.2374	{4641}	{nan}	0.0	annotated	not interesting
1201	1968.0	0.00020210377601217813	4.48	325.1443	{6892}	{'[2M+HFA+2H]2+'}	301.1342	non anotated	not interesting
4932	1374x	0.00013217825568444285	4.49	196.6094	{1374}	{nan}	0.0	non anotated	not interesting
8464	4061x	0.0030100041555236306	4.49	275.1642	{4061}	{nan}	0.0	non anotated	not interesting
1200	1966.0	0.0005547389756602633	4.49	495.3448	{12301, 11598, 12912, 13086, 10783}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	472.3557	annotated	not interesting
11208	7473x	0.00034045243810446003	4.49	336.6521	{7473}	{nan}	0.0	non anotated	not interesting
7772	3151x	0.00013677201432682164	4.49	249.1852	{3151}	{nan}	0.0	non anotated	not interesting
4183	12625x	0.0001417322609859403	4.5	483.2748	{12625}	{nan}	0.0	non anotated	not interesting
1207	1981.0	0.004318157724133995	4.5	533.2519	{12016, 13538, 14011}	{'[M+Na]+', '[M-CO2+H]+', '[M+H]+'}	510.2624	non anotated	not interesting
4567	13218x	0.00020388656411836554	4.5	499.2696	{13218}	{nan}	0.0	non anotated	not interesting
10317	6350x	0.00014277289590621347	4.5	316.1385	{6350}	{nan}	0.0	non anotated	not interesting
4856	13654x	0.00011341352361983615	4.5	515.301	{13654}	{nan}	0.0	non anotated	not interesting
1208	1982.0	8.186969283487527e-05	4.51	509.2541	{13486}	{'[M+NH4]+'}	491.2192	non anotated	not interesting
1218	1998.0	0.0013501638810924136	4.51	397.2018	{7171, 9319, 5065, 4171, 6448, 6194, 7413, 5080, 7422}	{'[M+HFA+K]+', '[M+NH4]+', '[M+Na]+', '[2M+2H]2+', '[M-H2O+H]+', '[M-H2O+Na]+', '[M-2H2O+H]+'}	312.2309	annotated	not interesting
5082	13972x	0.00014645333181247583	4.51	531.2719	{13972}	{nan}	0.0	non anotated	not interesting
1222	2002.0	0.00021883392520077513	4.52	353.1981	{8116, 8115, 772}	{'[2M-H2O+Na]+', '[M+H]+'}	174.1077	non anotated	not interesting
7349	2604x	0.00019170267412070595	4.53	231.6252	{2604}	{nan}	0.0	non anotated	not interesting
7022	2198x	0.00041862329841117773	4.53	219.1743	{2198}	{nan}	0.0	annotated	not interesting
3824	12091x	0.00018931763009637933	4.53	469.2585	{12091}	{nan}	0.0	non anotated	not interesting
1227	2011.0	0.0006334329308346099	4.53	523.3038	{13284, 13802, 13716, 12632, 2649}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+2H]2+'}	500.3143	annotated	not interesting
1194	1955.0	0.0005644840790102099	4.54	303.2324	{5587}	{'[M+ACN+NH4]+'}	244.1734	annotated	not interesting
8821	4522x	0.00015634735159906696	4.54	285.2214	{4522}	{nan}	0.0	non anotated	not interesting
1233	2024.0	4.354435264430677e-05	4.54	316.6905	{6400}	{'[M+NH4]+'}	298.6578	non anotated	not interesting
8700	4382x	0.00028329551905342424	4.54	282.6171	{4382}	{nan}	0.0	non anotated	not interesting
1230	2018.0	0.0001971726124346601	4.54	539.297	{14116, 13701}	{'[M+Na]+', '[M+H]+'}	516.3081	non anotated	not interesting
3531	11675x	7.58438357465679e-05	4.55	457.3315	{11675}	{nan}	0.0	non anotated	not interesting
11056	7266x	0.000153342148733346	4.55	331.6775	{7266}	{nan}	0.0	non anotated	not interesting
4051	1242x	0.0004545246403441535	4.56	193.086	{1242}	{nan}	0.0	non anotated	not interesting
7062	2254x	0.0001655559314783759	4.56	221.1173	{2254}	{nan}	0.0	non anotated	not interesting
10802	6941x	0.00022634499988754357	4.56	325.6959	{6941}	{nan}	0.0	non anotated	not interesting
