rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
256	1	3	3	N/A	-78.49662269525405	0.9999999999999999	146.25120273585895	C10H14O2	[M + H]+	MTJCWONYZOGINU	InChI=1S/C10H14O2/c1-9(11)7-5-3-4-6-8-10(2)12/h5-8H,3-4H2,1-2H3	3,7-Decadiene-2,9-dione, (E,E)-	CC(=O)C=CCCC=CC(=O)C	1.10000002	11788494;71342547	PubChem:(11788494 71342547)	2	167.10671134424388	98.78845640266832	632_Celastraceae_pos_sirius_red_634
257	1	3	3	N/A	-84.56128252602778	0.9999999999999999	146.25120273585895	C10H16O3	[M - H2O + H]+	MWSZZMBAWOATOY	InChI=1S/C10H16O3/c1-6(10(11)12)8-4-2-7-3-5-9(8)13-7/h6-9H,2-5H2,1H3,(H,11,12)	null	CC(C1CCC2CCC1O2)C(=O)O	1.5	130802620	PubChem:(130802620)	2	167.10671134424388	98.78845640266832	632_Celastraceae_pos_sirius_red_634
258	1	1	3	0.22899858304823872	-109.60845108154822	0.42160804020100506	31.153813420033764	C9H7FO2S	[M + H]+	XSTULKNBHIJYSR	InChI=1S/C9H7FO2S/c1-6(12)13-9-3-2-8(10)4-7(9)5-11/h2-5H,1H3	null	CC(=O)SC1=C(C=C(C=C1)F)C=O	1.79999995	130024918	PubChem:(130024918)	2	199.02229956866518	58.52550029754639	1326_Celastraceae_pos_sirius_red_1345
259	1	1	2	N/A	-195.66199759117663	0.9095477386934674	86.90354731662649	C9H13FN2O	[M + Na]+	XYKCIRJEQZGEMW	InChI=1S/C9H13FN2O/c1-7(6-13)4-11-9-3-2-8(10)5-12-9/h2-3,5,7,13H,4,6H2,1H3,(H,11,12)	null	CC(CNC1=NC=C(C=C1)F)CO	1.89999998	65034735	PubChem:(65034735)	2	207.09133945189078	219.33300018310547	1565_Celastraceae_pos_sirius_red_1591
260	1	1	1	0.22792299004530164	-27.755336623288105	0.9999999999999999	57.654624410112895	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.08964137393414	235.73700428009033	1805_Celastraceae_pos_sirius_red_1836
261	1	2	2	0.22768548760920235	-29.384242962041565	0.9999999999999999	130.71452091182914	C9H18O4	[M - H2O + H]+	WBJMWUJDHUBTGN	InChI=1S/C9H18O4/c10-7-8(11)5-3-1-2-4-6-9(12)13/h8,10-11H,1-7H2,(H,12,13)	null	C(CCCC(=O)O)CCC(CO)O	0.600000024	87592169	PubChem:(87592169);KEGG Mine	8589934594	173.11650177738417	201.7960023880005	709_Celastraceae_pos_sirius_red_712
262	1	2	2	N/A	-69.11216265197504	0.9999999999999999	130.71452091182914	C9H16O3	[M + H]+	MUZIPMKIKAKNFG	InChI=1S/C9H16O3/c1-2-3-4-6-11-8-9-12-7-5-10/h10H,4-9H2,1H3	null	CC#CCCOCCOCCO	0.300000012	57934665	PubChem:(57934665)	2	173.11650177738417	201.7960023880005	709_Celastraceae_pos_sirius_red_712
263	1	1	1	0.22710166221075365	-81.39792471427302	0.9999999999999999	96.93357671529529	C13H14O2	[M + H]+	ZAJTXVHECZCXLH	InChI=1S/C13H14O2/c1-9(14)10-4-5-12-11(8-10)6-7-13(2,3)15-12/h4-8H,1-3H3	Desmethoxyencecalin	CC(=O)C1=CC2=C(C=C1)OC(C=C2)(C)C	2.59809589	177040	NORMAN:(NS00026217);COCONUT:(CNP0290380);HMDB:(30816);KNApSAcK:(23229);Natural Products:(UNPD55155);PubChem:(177040);SuperNatural:(SN00282025);PubChem class - bio and metabolites	20217882	203.1066068439252	281.64105847477913	1433_Celastraceae_pos_sirius_red_1456
264	1	1	2	0.2246439992335819	-114.44934354615633	0.5718592964824121	154.72199072384996	C9H20N2O2	[M + Na]+	LALCIUCJIQDAGE	InChI=1S/C9H20N2O2/c1-6(2)5-7(10)3-4-8(11)9(12)13/h6-8H,3-5,10-11H2,1-2H3,(H,12,13)	null	CC(C)CC(CCC(C(=O)O)N)N	0.0282407049	117961225	PubChem:(117961225)	2	211.14077743450855	303.23013067245483	1734_Celastraceae_pos_sirius_red_1762
265	1	2	2	0.22447774969437292	-10.821139512821784	0.9999999999999999	75.32460547323771	C9H8O3	[M + H]+	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.39296985	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	165.054711912398	274.4399929046631	582_Celastraceae_pos_sirius_red_584
266	1	2	2	N/A	-71.9428083810212	0.9999999999999999	75.32460547323771	C9H10O4	[M - H2O + H]+	AKWHTKRUNUYXDS	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)8(11)5-9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	beta-4-Hydroxyphenylhydracrylic acid	C1=CC(=CC=C1C(CC(=O)O)O)O	0.570295453	192095;20982136;58595773;69591933	HMDB:(124923);PubChem:(192095 20982136 58595773 69591933);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(192095);PubMed;KEGG Mine	60146319438	165.054711912398	274.4399929046631	582_Celastraceae_pos_sirius_red_584
267	1	1	1	0.22440854661283227	-9.700637080766025	0.9999999999999999	26.7961714878649	C9H7NO	[M + H]+	OLNJUISKUQQNIM	InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H	bmse000645	C1=CC=C2C(=C1)C(=CN2)C=O	1.60542846	10256;12234370;11842934;46781956;57595166;87143489;101132235	HMDB:(29737);ZINC bio:(ZINC00087959);additional;MeSH:(10256);Plantcyc:(INDOLE-3-CARBOXALDEHYDE);PubMed;NORMAN:(NS00031825);COCONUT:(CNP0123546);KNApSAcK:(112);Natural Products:(UNPD132478);PubChem:(10256 12234370 11842934 46781956 57595166 87143489 101132235);CHEBI:(28238);PubChem class - bio and metabolites;KEGG:(C08493);PubChem class - safety and toxic;Training Set;Biocyc:(INDOLE-3-CARBOXALDEHYDE)	86960510	146.05988721400047	106.44784357398748	307_Celastraceae_pos_sirius_red_308
268	1	1	1	0.22438180140687575	-197.00287154640955	0.9999999999999999	37.33422028674513	C5H7F2N3O2S	[M + H]+	NCEIQKYDNCTJJZ	InChI=1S/C5H7F2N3O2S/c1-10-4(3(6)7)8-9-5(10)13(2,11)12/h3H,1-2H3	3-(difluoromethyl)-4-methyl-5-methylsulfonyl-1,2,4-triazole	CN1C(=NN=C1S(=O)(=O)C)C(F)F	-0.300000012	18931522	PubChem:(18931522)	2	212.03097351601852	86.60099744796753	1750_Celastraceae_pos_sirius_red_1780
269	1	2	2	0.22314607118868907	-25.53913736085944	0.9999999999999999	58.339288056239624	C7H6O2	[M + H]+	VTWDKFNVVLAELH	InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3	Toluquinone	CC1=CC(=O)C=CC1=O	0.867105544	11122	additional;HSDB:(553-97-9);MeSH:(11122);Plantcyc:(CPD0-1156);PubMed;NORMAN:(NS00020839);COCONUT:(CNP0221358);KNApSAcK:(23719);Natural Products:(UNPD166537);PubChem:(11122);YMDB Mine;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD0-1156 SMA-0000379);KEGG Mine	43036625494	123.04400350404039	105.04699945449829	98_Celastraceae_pos_sirius_red_99
270	1	2	2	N/A	-62.643895136273905	0.9999999999999999	58.339288056239624	C7H8O3	[M - H2O + H]+	OPOOKGLABHKUCE	InChI=1S/C7H8O3/c8-4-5-6(9)2-1-3-7(5)10/h1-3,8-10H,4H2	1,3-Benzenediol, 2-(hydroxymethyl)-	C1=CC(=C(C(=C1)O)CO)O	0.899999976	19431869;59078155	EcoCyc Mine;PubChem:(19431869 59078155);KEGG Mine	25769803778	123.04400350404039	105.04699945449829	98_Celastraceae_pos_sirius_red_99
271	1	2	2	0.22272843267428782	-35.258944017896276	0.9999999999999999	200.32027167160425	C10H18O4	[M - H2O + H]+	IVOODSRSVJPWLY	InChI=1S/C10H18O4/c1-6(11)5-8-3-4-9(14-8)7(2)10(12)13/h6-9,11H,3-5H2,1-2H3,(H,12,13)	(2S)-2-[(2S,5R)-5-[(2R)-2-hydroxypropyl]oxolan-2-yl]propanoic acid	CC(CC1CCC(O1)C(C)C(=O)O)O	0.899999976	12313435;10058667;11095678;11805769;11830483;26183482;51693024;51693026;98597868;101665795;101821190;101821191;124870000;139584468	COCONUT:(CNP0068539 CNP0353648);Natural Products:(UNPD70398 UNPD82855);PubChem:(12313435 10058667 11095678 11805769 11830483 26183482 51693024 51693026 98597868 101665795 101821190 101821191 124870000 139584468);SuperNatural:(SN00036963 SN00032822 SN00032825 SN00032823 SN00277314 SN00032824 SN00036965 SN00036966 SN00036964 SN00250297);CHEBI:(143747);ZINC bio:(ZINC14614264 ZINC14614265 ZINC14614266 ZINC14614267 ZINC35455503 ZINC35455506 ZINC35455512 ZINC35455516);additional;Training Set	3727394	185.11741671257374	123.29192787408829	977_Celastraceae_pos_sirius_red_986
272	1	2	2	N/A	-60.66726426616158	0.9999999999999999	200.32027167160425	C10H16O3	[M + H]+	SIZDUQQDBXJXLQ	InChI=1S/C10H16O3/c1-6(11)8-4-7(5-9(12)13)10(8,2)3/h7-8H,4-5H2,1-3H3,(H,12,13)	Pinonic acid	CC(=O)C1CC(C1(C)C)CC(=O)O	1.0	10130;719230;719231;719233;239867;6926964;45051586;91274306;117633591	NORMAN:(NS00042432);COCONUT:(CNP0211834);Natural Products:(UNPD213625);PubChem:(10130 719230 719231 719233 239867 6926964 45051586 91274306 117633591);additional;PubChem class - safety and toxic;Training Set;PubMed	70041666	185.11741671257374	123.29192787408829	977_Celastraceae_pos_sirius_red_986
273	2	1	1	0.2218353639095316	-39.7059696259699	0.9999999999999999	73.2038984693788	C10H18O	[M + K]+	GLZPCOQZEFWAFX	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3	(E)-Nerol	CC(=CCCC(=CCO)C)C	2.9000001	4458;637566;643820;10511115;10773212;12233135;12233139;11607965;10103372;16053138;25240206;25241613;101234614;101234615;102602049;122395865;122395866;129849223;139026059	HMDB:(5812 35155);PubChem class - food;SuperNatural:(SN00002046 SN00158079);ZINC bio:(ZINC01529210 ZINC12405252);additional;HSDB:(106-24-1 106-25-2);MeSH:(637566 643820);Plantcyc:(CPD-7978 GERANIOL);PubMed;NORMAN:(NS00001866);COCONUT:(CNP0244258);KNApSAcK:(845);Natural Products:(UNPD171634 UNPD215877 UNPD111987);PubChem:(4458 637566 643820 10511115 10773212 12233135 12233139 11607965 10103372 16053138 25240206 25241613 101234614 101234615 102602049 122395865 122395866 129849223 139026059);CHEBI:(17447 24221 29452);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C09871 C01500);PubChem class - safety and toxic;YMDB:(1760 1700);PubChem class - drug;Biocyc:(CPD-7978 GERANIOL)	17435700094	193.09860114644576	188.20199489593506	1153_Celastraceae_pos_sirius_red_1169
274	1	1	1	0.22022014735730297	-140.35595676873413	0.9999999999999999	14.598071253911822	C4H6F2O2S	[M + H]+	KQWOSCVNOHPYOC	InChI=1S/C4H6F2O2S/c1-9(8)2-3(7)4(5)6/h4H,2H2,1H3	null	CS(=O)CC(=O)C(F)F	0.100000001	102119007	PubChem:(102119007)	2	157.01234524610555	78.80343675613403	476_Celastraceae_pos_sirius_red_478
275	1	2	2	0.22000763767470985	-23.22332555282191	0.9999999999999999	61.17944218542474	C7H6O2	[M + H]+	VTWDKFNVVLAELH	InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3	Toluquinone	CC1=CC(=O)C=CC1=O	0.867105544	11122	additional;HSDB:(553-97-9);MeSH:(11122);Plantcyc:(CPD0-1156);PubMed;NORMAN:(NS00020839);COCONUT:(CNP0221358);KNApSAcK:(23719);Natural Products:(UNPD166537);PubChem:(11122);YMDB Mine;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD0-1156 SMA-0000379);KEGG Mine	43036625494	123.04311356050552	183.3080005645752	95_Celastraceae_pos_sirius_red_96
276	1	2	2	N/A	-62.30016740082929	0.9999999999999999	61.17944218542474	C7H8O3	[M - H2O + H]+	OPOOKGLABHKUCE	InChI=1S/C7H8O3/c8-4-5-6(9)2-1-3-7(5)10/h1-3,8-10H,4H2	1,3-Benzenediol, 2-(hydroxymethyl)-	C1=CC(=C(C(=C1)O)CO)O	0.899999976	19431869;59078155	EcoCyc Mine;PubChem:(19431869 59078155);KEGG Mine	25769803778	123.04311356050552	183.3080005645752	95_Celastraceae_pos_sirius_red_96
277	1	1	1	0.2194153250616818	-263.1130499993248	0.9999999999999999	175.69808799182	C10H16BN2O	[M + Na]+	QOHPMRAMSLJGHR	InChI=1S/C10H16BN2O/c12-6-7-13-8-9-14-11-10-4-2-1-3-5-10/h1-5,13H,6-9,12H2	null	[B](C1=CC=CC=C1)OCCNCCN	0.29417941	67397450	PubChem:(67397450)	2	213.12759637080913	363.04450035095215	1780_Celastraceae_pos_sirius_red_1811
278	1	1	2	0.21578319179345481	-37.6428869760806	0.9728643216080405	32.13266895827233	C10H9NO2	[M + H]+	SEOVTRFCIGRIMH	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	beta-IAA	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	1.51122141	801;802;656405;12196823;12196824;12196825;11819555;16213582;20781236;24751554;54590498;54301592;54301591;59859204;71309227;76972955;87755668;90477486;131877377	HMDB:(197);ZINC bio:(ZINC00083860);additional;MeSH:(801 802);Plantcyc:(INDOLE_ACETATE_AUXIN);PubMed;NORMAN:(NS00014849);COCONUT:(CNP0143448 CNP0284198);KNApSAcK:(100);Natural Products:(UNPD124667);PubChem:(801 802 656405 12196823 12196824 12196825 11819555 16213582 20781236 24751554 54590498 54301592 54301591 59859204 71309227 76972955 87755668 90477486 131877377);CHEBI:(16411 30854);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00954);PubChem class - safety and toxic;YMDB:(576);Training Set;PubChem class - drug;Biocyc:(INDOLE_ACETATE_AUXIN)	17300449662	176.07049392042447	95.27599811553955	755_Celastraceae_pos_sirius_red_758
279	1	1	1	0.215532890981416	-38.094145111469494	0.9999999999999999	292.9589561301802	C12H18O3	[M + H]+	ZNJFBWYDHIGLCU	InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)	Jasmonate	CCC=CCC1C(CCC1=O)CC(=O)O	1.60000002	557758;105087;7018902;7067457;7067455;7067456;7067458;7251179;7251176;7251177;7251180;7251181;7251182;7251183;5281166;5367720;6504478;6992046;6992047;9794326;10798593;12304694;11528597;11672952;21185321;25243962;25245751;25245888;44629775;59977431;69992708;71749649;71749650;86308140;86308141;88093566;101997239;101997240;131704616;133688611	HMDB:(32797);SuperNatural:(SN00330106 SN00363777 SN00157310 SN00301639);ZINC bio:(ZINC01531142 ZINC04492880 ZINC04492882 ZINC04492883 ZINC04492884 ZINC08624942);additional;MeSH:(5281166);Plantcyc:(CPD-5943 CPD-734 CPD-9887 CPD-731);PubMed;NORMAN:(NS00014858);COCONUT:(CNP0264098 CNP0286578);KNApSAcK:(218);Natural Products:(UNPD139120 UNPD160716 UNPD152425);PubChem:(557758 105087 7018902 7067457 7067455 7067456 7067458 7251179 7251176 7251177 7251180 7251181 7251182 7251183 5281166 5367720 6504478 6992046 6992047 9794326 10798593 12304694 11528597 11672952 21185321 25243962 25245751 25245888 44629775 59977431 69992708 71749649 71749650 86308140 86308141 88093566 101997239 101997240 131704616 133688611);CHEBI:(18435 136179 139300 136184 18292 138625 58431);PubChem class - bio and metabolites;KEGG:(C16317 C08491);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-5943 SMA-0000343 CPD-5941 CPD-731 CPD-734)	88009086	211.13267947650354	114.12049770355225	1729_Celastraceae_pos_sirius_red_1757
280	1	1	1	0.21497650845392424	-56.15430566648692	0.9999999999999999	15.913947937241044	CH5NO4S	[M + Na]+	VRNJMUWKOQKNTP	InChI=1S/CH5NO4S/c2-6-1-7(3,4)5/h1-2H2,(H,3,4,5)	Methanesulfonic acid, (aminooxy)-	C(ON)S(=O)(=O)O	-4.0	14884489	PubChem:(14884489)	2	149.98376425247528	22.422999143600464	383_Celastraceae_pos_sirius_red_385
281	1	1	1	0.21451810771594287	-220.19383867219483	0.9999999999999999	60.915923670621865	C6H10BNO2S	[M + H]+	QDYIMAYNEHIJLS	InChI=1S/C6H10BNO2S/c1-11-6-3-2-5(4-8-6)7(9)10/h4,9-10H,2-3H2,1H3	null	B(C1=CN=C(CC1)SC)(O)O	0.80629611	89012726	PubChem:(89012726)	2	171.0625929011053	37.75600075721741	672_Celastraceae_pos_sirius_red_674
282	1	1	1	0.21450586384181555	-53.87265066147955	0.9999999999999999	87.85757976028576	C14H20	[M + H]+	WRCLVDPVEKAYQV	InChI=1S/C14H20/c1-12-7-5-4-6-8-13(2)11-14(3)10-9-12/h5-9,11,14H,4,10H2,1-3H3	null	CC1CC=C(C=CCC=CC(=C1)C)C	4.19999981	91252032	PubChem:(91252032)	2	189.16471413071247	355.4105043411255	1056_Celastraceae_pos_sirius_red_1070
283	1	2	2	0.21413541004935574	-33.38818591088002	0.9999999999999999	145.03865198045318	C11H20O4	[M - H2O + H]+	LWBHHRRTOZQPDM	InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)	bmse000847	C(CCCCC(=O)O)CCCCC(=O)O	2.61212873	15816;6992916;12400842;57459457	HMDB:(888);SuperNatural:(SN00002337 SN00232703);ZINC bio:(ZINC01593115);additional;PubMed;NORMAN:(NS00002110);COCONUT:(CNP0292095 CNP0421436);Natural Products:(UNPD161504);PubChem:(15816 6992916 12400842 57459457);CHEBI:(73713);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87875690	199.13302955599292	148.42350091872504	1345_Celastraceae_pos_sirius_red_1366
284	1	2	2	N/A	-57.01829672385134	0.9999999999999999	145.03865198045318	C11H18O3	[M + H]+	XVMKAIDAVUZKHM	InChI=1S/C11H18O3/c12-10-6-2-1-5-9-14-11(13)8-4-3-7-10/h1-9H2	null	C1CCC(=O)CCCCC(=O)OCC1	2.32907581	118879759	PubChem:(118879759)	2	199.13302955599292	148.42350091872504	1345_Celastraceae_pos_sirius_red_1366
285	1	2	2	0.21361600639170972	-6.481964537603791	0.9999999999999999	61.45071132457744	C9H8O3	[M + H]+	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.39296985	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	165.05495694123115	342.44799613952637	595_Celastraceae_pos_sirius_red_597
286	1	2	2	N/A	-47.214904494319306	0.9999999999999999	61.45071132457744	C9H10O4	[M - H2O + H]+	JVGVDSSUAVXRDY	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	ACMC-20anjv	C1=CC(=CC=C1CC(C(=O)O)O)O	0.851879179	9378;440177;9548580;9548632;9920545;76973347;87425256;134742521;139025576	HMDB:(755);SuperNatural:(SN00316744 SN00379659 SN00268031);ZINC bio:(ZINC00402937 ZINC00402938);additional;MeSH:(9378 9548580);Plantcyc:(CPD-13207 CPD-2222);PubMed;NORMAN:(NS00014787);COCONUT:(CNP0177541 CNP0346065);KNApSAcK:(50491);Natural Products:(UNPD193665 UNPD36866 UNPD44572);PubChem:(9378 440177 9548580 9548632 9920545 76973347 87425256 134742521 139025576);CHEBI:(36659 17385 16003 10980);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C03964 C03672);PubChem class - safety and toxic;YMDB:(457);Training Set;Biocyc:(CPD-2222)	17267943806	165.05495694123115	342.44799613952637	595_Celastraceae_pos_sirius_red_597
287	1	2	2	0.21340350815857814	-37.360792251821216	0.9999999999999999	204.74743041922952	C10H18O4	[M - H2O + H]+	IVOODSRSVJPWLY	InChI=1S/C10H18O4/c1-6(11)5-8-3-4-9(14-8)7(2)10(12)13/h6-9,11H,3-5H2,1-2H3,(H,12,13)	(2S)-2-[(2S,5R)-5-[(2R)-2-hydroxypropyl]oxolan-2-yl]propanoic acid	CC(CC1CCC(O1)C(C)C(=O)O)O	0.899999976	12313435;10058667;11095678;11805769;11830483;26183482;51693024;51693026;98597868;101665795;101821190;101821191;124870000;139584468	COCONUT:(CNP0068539 CNP0353648);Natural Products:(UNPD70398 UNPD82855);PubChem:(12313435 10058667 11095678 11805769 11830483 26183482 51693024 51693026 98597868 101665795 101821190 101821191 124870000 139584468);SuperNatural:(SN00036963 SN00032822 SN00032825 SN00032823 SN00277314 SN00032824 SN00036965 SN00036966 SN00036964 SN00250297);CHEBI:(143747);ZINC bio:(ZINC14614264 ZINC14614265 ZINC14614266 ZINC14614267 ZINC35455503 ZINC35455506 ZINC35455512 ZINC35455516);additional;Training Set	3727394	185.11724607023282	99.32150065898895	978_Celastraceae_pos_sirius_red_987
288	1	2	2	N/A	-85.68579473813445	0.9999999999999999	204.74743041922952	C10H16O3	[M + H]+	SIZDUQQDBXJXLQ	InChI=1S/C10H16O3/c1-6(11)8-4-7(5-9(12)13)10(8,2)3/h7-8H,4-5H2,1-3H3,(H,12,13)	Pinonic acid	CC(=O)C1CC(C1(C)C)CC(=O)O	1.0	10130;719230;719231;719233;239867;6926964;45051586;91274306;117633591	NORMAN:(NS00042432);COCONUT:(CNP0211834);Natural Products:(UNPD213625);PubChem:(10130 719230 719231 719233 239867 6926964 45051586 91274306 117633591);additional;PubChem class - safety and toxic;Training Set;PubMed	70041666	185.11724607023282	99.32150065898895	978_Celastraceae_pos_sirius_red_987
289	1	2	2	0.2131138966607056	-95.80866073782663	0.9999999999999999	170.51944758428976	C11H16O3	[M + H]+	WGPOFWGOLKSEIR	InChI=1S/C11H16O3/c1-3-4-5-6-10(12)9-7-14-11(13)8(9)2/h3-4,10,12H,5-7H2,1-2H3	null	CC=CCCC(C1=C(C(=O)OC1)C)O	1.0	71514048;78093701	COCONUT:(CNP0226439);MeSH:(71514048);PubChem:(71514048 78093701);PubMed	2097222	197.1172916152647	182.14549899101257	1289_Celastraceae_pos_sirius_red_1307
290	1	2	2	N/A	-111.47307050311423	0.9999999999999999	170.51944758428976	C11H18O4	[M - H2O + H]+	LNVFNMNMNLXEBE	InChI=1S/C11H18O4/c1-3-4-6-9(12)10(13)7-5-8-11(14)15-2/h9-10,12-13H,3-4,6-7H2,1-2H3	null	CCCCC(C(CC#CC(=O)OC)O)O	1.60000002	10954902;102330044	PubChem:(10954902 102330044)	2	197.1172916152647	182.14549899101257	1289_Celastraceae_pos_sirius_red_1307
291	1	1	1	0.21305425532554628	-41.53712656170608	0.9999999999999999	104.95771546554923	C7H11NO2	[M + H]+	HAPOVYFOVVWLRS	InChI=1S/C7H11NO2/c1-3-7(2)4-5(9)8-6(7)10/h3-4H2,1-2H3,(H,8,9,10)	Mesentol	CCC1(CC(=O)NC1=O)C	0.509693742	3291;6603844;10630591;46781517;76973376;76974120	HMDB:(14731);SuperNatural:(SN00002137 SN00002136);ZINC bio:(ZINC01530805 ZINC01530806);additional;HSDB:(77-67-8);MeSH:(3291);PubMed;NORMAN:(NS00010826);COCONUT:(CNP0175440);PubChem:(3291 6603844 10630591 46781517 76973376 76974120);CHEBI:(4887 60355 60354);PubChem class - bio and metabolites;KEGG:(C07505);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	142.0863174188136	84.16299819946289	273_Celastraceae_pos_sirius_red_274
292	1	1	1	0.21288311219977502	-5.691670564697615	0.9999999999999999	98.29853367849134	C9H10O5	[M + H]+	JMSVCTWVEWCHDZ	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	bmse000607	COC1=CC(=CC(=C1O)OC)C(=O)O	0.871434987	10742;10679513;54694262;131708654	HMDB:(2085);PubChem class - food;SuperNatural:(SN00001175);ZINC bio:(ZINC00156386);additional;MeSH:(10742);PubMed;NORMAN:(NS00001894);COCONUT:(CNP0155116 CNP0251836);KNApSAcK:(2674);Natural Products:(UNPD17684 UNPD58549);PubChem:(10742 10679513 54694262 131708654);CHEBI:(132111 68329);PubChem class - bio and metabolites;KEGG:(C10833);PubChem class - safety and toxic;YMDB:(1787);Training Set;Biocyc:(CPD-8486)	222161278	199.06011527748583	75.49121080781333	1329_Celastraceae_pos_sirius_red_1348
293	1	1	1	0.21277140907887201	-35.01962399578801	0.9999999999999999	41.632807964738404	C7H6O2	[M + H]+	VTWDKFNVVLAELH	InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3	Toluquinone	CC1=CC(=O)C=CC1=O	0.867105544	11122	additional;HSDB:(553-97-9);MeSH:(11122);Plantcyc:(CPD0-1156);PubMed;NORMAN:(NS00020839);COCONUT:(CNP0221358);KNApSAcK:(23719);Natural Products:(UNPD166537);PubChem:(11122);YMDB Mine;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD0-1156 SMA-0000379);KEGG Mine	43036625494	123.04385676227484	67.01800346374512	96_Celastraceae_pos_sirius_red_97
