row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,LQ-01-61-08_pos.mzXML Peak area,LQ-01-61-09_pos.mzXML Peak area,LQ-01-61-27_pos.mzXML Peak area,LQ-01-61-28_pos.mzXML Peak area,LQ-01-61-15_pos.mzXML Peak area,LQ-01-61-05_pos.mzXML Peak area,LQ-01-61-12_pos.mzXML Peak area,LQ-01-61-01_pos.mzXML Peak area,LQ-01-61-06_pos.mzXML Peak area,LQ-01-61-02_pos.mzXML Peak area,LQ-01-61-10_pos.mzXML Peak area,LQ-01-61-16_pos.mzXML Peak area,LQ-01-61-14_pos.mzXML Peak area,LQ-01-61-04_pos.mzXML Peak area,LQ-01-61-03_pos.mzXML Peak area,LQ-01-61-13_pos.mzXML Peak area,LQ-01-61-23_pos.mzXML Peak area,LQ-01-61-42_pos.mzXML Peak area,LQ-01-61-22_pos.mzXML Peak area,LQ-01-61-47_pos.mzXML Peak area,LQ-01-61-21_pos.mzXML Peak area,LQ-01-61-46_pos.mzXML Peak area,LQ-01-61-29_pos.mzXML Peak area,LQ-01-61-18_pos.mzXML Peak area,LQ-01-61-39_pos.mzXML Peak area,LQ-01-61-44_pos.mzXML Peak area,LQ-01-61-30_pos.mzXML Peak area,LQ-01-61-26_pos.mzXML Peak area,LQ-01-61-25_pos.mzXML Peak area,LQ-01-61-17_pos.mzXML Peak area,LQ-01-61-11_pos.mzXML Peak area,LQ-01-61-07_pos.mzXML Peak area,LQ-01-61-57_pos.mzXML Peak area,LQ-01-61-60_pos.mzXML Peak area,LQ-01-61-62_pos.mzXML Peak area,LQ-01-61-50_pos.mzXML Peak area,LQ-01-61-49_pos.mzXML Peak area,LQ-01-61-38_pos.mzXML Peak area,LQ-01-61-40_pos.mzXML Peak area,LQ-01-61-45_pos.mzXML Peak area,LQ-01-61-32_pos.mzXML Peak area,LQ-01-61-33_pos.mzXML Peak area,LQ-01-61-43_pos.mzXML Peak area,LQ-01-61-34_pos.mzXML Peak area,LQ-01-61-24_pos.mzXML Peak area,LQ-01-61-41_pos.mzXML Peak area,LQ-01-61-31_pos.mzXML Peak area,LQ-01-61-20_pos.mzXML Peak area,LQ-01-61-76_pos.mzXML Peak area,LQ-01-61-77_pos.mzXML Peak area,LQ-01-61-61_pos.mzXML Peak area,LQ-01-61-68_pos.mzXML Peak area,LQ-01-61-65_pos.mzXML Peak area,LQ-01-61-48_pos.mzXML Peak area,LQ-01-61-64_pos.mzXML Peak area,LQ-01-61-51_pos.mzXML Peak area,LQ-01-61-36_pos.mzXML Peak area,LQ-01-61-63_pos.mzXML Peak area,LQ-01-61-53_pos.mzXML Peak area,LQ-01-61-66_pos.mzXML Peak area,LQ-01-61-52_pos.mzXML Peak area,LQ-01-61-59_pos.mzXML Peak area,LQ-01-61-19_pos.mzXML Peak area,LQ-01-61-78_pos.mzXML Peak area,LQ-01-61-35_pos.mzXML Peak area,LQ-01-61-70_pos.mzXML Peak area,LQ-01-61-69_pos.mzXML Peak area,LQ-01-61-71_pos.mzXML Peak area,LQ-01-61-67_pos.mzXML Peak area,LQ-01-61-73_pos.mzXML Peak area,LQ-01-61-72_pos.mzXML Peak area,LQ-01-61-54_pos.mzXML Peak area,LQ-01-61-75_pos.mzXML Peak area,LQ-01-61-58_pos.mzXML Peak area,LQ-01-61-55_pos.mzXML Peak area,LQ-01-61-74_pos.mzXML Peak area,LQ-01-61-56_pos.mzXML Peak area,LQ-01-61-37_pos.mzXML Peak area,
1031,267.157708318439,1.6896508,,,,127,181,[M-H2O+H]+,,2,1316;1084,284.1621,50857.203,0,0,708578.56,0,0,54420.734,69260.336,241469.47,0,108007.84,44713.46,0,0,0,0,0,62761.33,0,0,0,53998.6,97108.09,208937.98,44338.973,0,90383.79,65086.883,175773.47,546164.06,0,42769.723,135007.12,0,0,0,0,36364.24,57213.625,0,135766.62,187346.39,0,437910.72,390652.8,80052.59,82307.13,61818.55,0,0,94874.89,0,139768.89,0,0,55154.812,45787.797,0,0,0,0,63301.535,32996.69,0,25934.541,168949.12,220038.23,355108.56,0,0,0,75811.195,53908.203,34899.54,42956.48,22106.516,156337.84,0,
1032,237.1118813970047,1.69025,,,,521,138,[M+H]+,,1,1061,236.1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292986.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27408.898,0,0,0,0,0,85489.22,0,
1033,231.19541711993423,1.6917167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63790.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1034,270.1333405607154,1.6917167,,,,48,135,[M-H2O+H]+,,1,1035,287.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98015.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1035,310.12592349168693,1.6917167,,,,48,135,[M+Na]+,,2,1035;1034,287.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145559.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1036,451.1233468371861,1.6929791,,,,124,133,[M+H]+,,1,1019,450.1162,0,0,554763.2,0,0,0,0,0,0,0,0,0,0,235100.89,957270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146848.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1037,227.1277705115835,1.6949251,,,,313,167,[M-2H2O+H]+,,3,1179;1037;1199,262.1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121496.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151889.2,0,0,0,0,0,0,0,
1038,405.0817425125011,1.6971333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872227.5,0,0,0,0,0,0,0,0,0,
1039,185.11727364756936,1.6973,,,,,,,,,,,0,0,0,155677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124430.375,159513.56,0,0,0,0,0,0,0,0,0,0,31436.656,41473.125,0,215237.17,149012.9,64429.082,0,55504.156,0,0,0,0,0,0,95326.14,0,0,0,0,0,0,0,0,0,0,0,0,225141.78,0,0,201770.02,0,0,0,0,0,0,0,
1040,293.13634762832044,1.69872,,,,,,,,,,,0,0,0,190118.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,284606.84,365619.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304136.44,0,0,0,0,0,0,0,0,0,0,
1041,141.0909598099147,1.6989434,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95688.516,100902.375,0,0,0,0,0,0,0,0,0,0,0,0,0,198699.97,90989.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70369.16,0,0,0,0,0,0,0,
1042,366.1162530962615,1.6991833,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139335.17,0,
1043,245.03841650670344,1.6995167,,,,1184,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73011.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1044,433.1124790369201,1.6995167,,,,1184,131,[M+H]+,,2,1044;980,432.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7149827.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1045,371.0719909774608,1.69955,,,,1246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46033.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1046,410.07879485109595,1.69955,,,,1246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28180.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1047,625.1758610057686,1.69955,,,,1246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108105.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1048,183.0645552678949,1.6999834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88374.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1049,319.1753930889547,1.70005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66885.96,0,0,0,0,0,0,0,
1050,274.5573798343065,1.7025833,,,,124,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145039.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1051,286.0654104276665,1.7025833,,,,124,136,[M+HFA+Na]+,,2,1019;1051,217.0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1052,315.0640375448427,1.7025833,,,,124,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61376.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1053,288.14398219275375,1.703,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81184.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1054,291.1204293479979,1.7034309,,,,856,,,,,,,0,0,0,73679.945,0,0,0,68319.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132607.47,0,0,0,0,0,0,0,0,0,0,0,0,0,111281.16,100995.4,0,0,0,0,0,0,0,0,0,156362.23,0,0,0,0,0,0,0,0,0,0,0,0,106413.28,0,0,0,0,0,0,0,0,0,0,
1055,169.12216123640505,1.703512,,,,,,,,,,,0,0,0,0,0,0,105093.24,0,0,0,0,33263.758,0,0,0,0,160105.17,0,0,0,0,0,0,0,0,0,0,66598.57,0,0,0,0,0,0,125658.26,0,0,0,39137.87,0,0,166116.8,0,50613.953,61043.855,0,0,0,0,0,0,107531.375,151425.77,116712.71,29089.555,127628.59,68091.45,0,0,0,31759.695,79364.0,28796.588,0,0,0,0,49157.547,0,0,25822.15,0,0,28058.152,0,0,0,0,
1056,305.06549280202137,1.7065417,,,,124,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,77215.39,381531.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1057,177.1636612511119,1.7067279,,,,48,,,,,,,0,0,0,0,0,0,70007.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22877.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1058,399.14155259686675,1.707075,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38888.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64665.645,0,0,0,0,0,0,0,0,0,0,0,0,0,
1059,482.2596914592946,1.70855,,,,989,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47039.86,0,0,0,0,
1060,252.1310838957416,1.71155,,,,521,139,[M+HFA+NH4]+,,2,1060;1067,188.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54794.51,0,
1061,305.09674952546817,1.71155,,,,521,140,[M-CO2+Na]+,,2,1064;1061,326.0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90822.75,0,
1062,308.61552034509106,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190048.33,0,
1063,316.60443306047176,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168425.2,0,
1064,327.1093207749928,1.71155,,,,521,140,[2M+2H]2+,,2,1064;1061,326.0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163817.28,0,
1065,335.0979743706848,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107831.0,0,
1066,381.1542960480069,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111119.75,0,
1067,399.16489712997264,1.71155,,,,521,139,[2M+Na]+,,2,1060;1067,188.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163468.23,0,
1068,552.2194827662468,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110326.39,0,
1069,570.2544110803827,1.71155,,,,521,141,[M+NH4]+,,2,1071;1069,552.2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618590.8,0,
1070,572.2006963177744,1.71155,,,,521,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199878.27,0,
1071,575.2096043911055,1.71155,,,,521,141,[M+Na]+,,2,1071;1069,552.2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727130.0,0,
1072,193.08603857522857,1.71375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53083.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1073,229.0626768138511,1.71375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346407.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1074,579.1706242414807,1.7142875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,196620.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102262.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130807.02,0,0,0,0,0,58084.906,0,0,0,0,0,0,0,0,0,
1075,211.13250544866207,1.714325,,,,466,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98765.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91197.59,0,0,0,0,0,0,0,
1076,323.1467710058344,1.7144194,,,,,,,,,,,0,0,0,390567.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194465.53,184141.69,0,0,0,0,0,154589.25,0,0,0,0,0,0,0,0,0,0,0,0,0,577456.5,425734.62,181141.16,0,0,0,0,0,0,0,306973.12,0,0,0,0,0,0,0,0,0,0,0,61320.215,78866.3,374501.38,0,0,0,0,0,0,0,0,59809.758,0,
1077,107.04912426904068,1.7147833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16614.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1078,442.17082765500413,1.7147833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67446.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1079,153.1274152283719,1.7159389,,,,989,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42924.98,0,0,0,0,0,0,0,0,0,0,0,0,0,35194.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32451.463,0,0,0,0,
1080,287.05465021587077,1.7168167,,,,517,,,,,,,0,0,0,0,0,0,0,0,0,0,42850.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71547.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1081,294.1045048430693,1.7176917,,,,709,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104797.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95101.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1082,130.12264289940413,1.7205666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319251.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1083,595.1656081969097,1.7206233,,,,1246,,,,,,,0,0,0,0,0,0,0,0,0,0,125277.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233876.14,0,0,0,0,0,0,0,1064388.4,0,0,0,0,0,0,0,0,94597.16,0,0,0,0,0,0,0,0,960229.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1084,302.1962726222523,1.7211056,,,,127,181,[M+NH4]+,,3,1095;1031;1084,284.1621,0,0,0,177691.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175728.05,0,0,0,0,0,0,0,0,0,0,0,0,0,335068.0,207135.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29721.576,184718.31,0,0,0,0,0,0,0,0,0,0,
1085,537.1960800423366,1.7213666,,,,727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47931.395,0,
1086,295.1522469732034,1.7225333,,,,127,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40722.188,0,0,0,0,0,0,0,0,0,0,0,0,
1087,317.06130132146586,1.7232916,,,,1246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46070.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85965.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1088,311.1852674439562,1.7249701,,,,,,,,,,,0,0,0,124225.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116024.914,0,0,0,0,0,0,0,0,0,0,0,0,0,250094.34,144202.64,0,0,0,0,0,0,0,0,0,131893.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1089,109.10133898295139,1.7256833,,,,466,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70545.67,0,0,0,0,0,0,0,
1090,155.106850153574,1.7256833,,,,466,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114623.54,0,0,0,0,0,0,0,
1091,219.12284714285994,1.7256833,,,,466,146,[M+H]+,,1,1106,218.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137995.25,0,0,0,0,0,0,0,
