rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
224	1	1	1	0.671616284216896	-81.16319855850755	0.9999999999999999	36.196828031906115	C11H19NO2	[M + H]+	XRZWVSXEDRYQGC	InChI=1S/C11H19NO2/c13-11(14)10-6-9(7-12-10)8-4-2-1-3-5-8/h8-10,12H,1-7H2,(H,13,14)	ACMC-20airn	C1CCC(CC1)C2CC(NC2)C(=O)O	0.300000012	9815559;9815560;12805589;12805590;18664803;29921362;29921364;29921365;29921366;29921368	NORMAN:(NS00007496);PubChem:(9815559 9815560 12805589 12805590 18664803 29921362 29921364 29921365 29921366 29921368);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8674099266	198.14871167978967	62.09277391433716	512_P10_SIRIUS_572
225	1	1	1	0.670358881641694	-7.409809986558769	0.9999999999999999	54.82801593019825	C8H16N2O3	[M + H]+	DKEXFJVMVGETOO	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)	Glycylleucine	CC(C)CC(C(=O)O)NC(=O)CN	-2.29999995	1548899;92843;102468;1715076;1715077;44369321;129691734	HMDB:(759);SuperNatural:(SN00215837 SN00051733 SN00050518);ZINC bio:(ZINC01529368 ZINC02036137);additional;MeSH:(92843 102468);PubMed;NORMAN:(NS00014842);COCONUT:(CNP0387937);PubChem:(1548899 92843 102468 1715076 1715077 44369321 129691734);CHEBI:(73514 143163);PubChem class - bio and metabolites;KEGG:(C02155);Training Set;Biocyc:(CPD-12312)	20736366	189.123510639041	42.311619552625444	183_P10_SIRIUS_217
226	1	1	2	N/A	-246.17674643263055	0.4819095477386935	46.87381187816283	C21H35N3O3	[M + Na]+	KOQSVHOEPVSMQD	InChI=1S/C21H35N3O3/c1-13(20(27)24(5)12-6-11-22)16-7-9-21(4)10-8-17(23-15(3)25)14(2)18(21)19(16)26/h13-14,16-19,26H,6-10,12H2,1-5H3,(H,23,25)	null	CC1C(CCC2(C1C(C(CC2)C(C)C(=O)N(C)CCC#N)O)C)NC(=O)C	1.79999995	28962473;28962475;45361364	COCONUT:(CNP0121946);PubChem:(28962473 28962475 45361364);ZINC bio:(ZINC20466138 ZINC20466141)	2105346	400.2563840817047	191.42120361328125	2397_P10_SIRIUS_2647
227	1	1	1	0.6697319061714733	-27.43943415836741	0.9999999999999999	69.74493498258894	C16H22N2O4	[M + H]+	NSWKZKURRPAMSM	InChI=1S/C16H22N2O4/c1-10(2)14(17-11(3)19)15(20)18-13(16(21)22)9-12-7-5-4-6-8-12/h4-8,10,13-14H,9H2,1-3H3,(H,17,19)(H,18,20)(H,21,22)	null	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C	1.49394035	44715199;73899780;73910615	COCONUT:(CNP0066086);PubChem:(44715199 73899780 73910615);SuperNatural:(SN00038912 SN00038913 SN00038914 SN00038911);ZINC bio:(ZINC39559766 ZINC39559767 ZINC39559768 ZINC39559769)	3153922	307.16531781778224	129.02921676635742	1545_P10_SIRIUS_1712
228	1	1	1	0.6695989090050376	-37.633133297968705	0.9999999999999999	69.03266831718469	C17H27N5O4	[M + H]+	LNJLOZYNZFGJMM	InChI=1S/C17H27N5O4/c1-3-10(2)14(18)15(23)21-12(7-11-8-19-9-20-11)16(24)22-6-4-5-13(22)17(25)26/h8-10,12-14H,3-7,18H2,1-2H3,(H,19,20)(H,21,23)(H,25,26)	Angiotensin 1/2 (5-7)	CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)O)N	0.00461210217	15676221;18221766;71464374	KEGG:(C20973);PubChem:(15676221 18221766 71464374);KEGG Mine	8589934850	366.2137199641598	41.91703357165121	189_P10_SIRIUS_223
229	1	1	1	0.6680470402440765	-71.77842441935809	0.9999999999999999	89.10127902095518	C23H41N3O5	[M + H]+	QYCQLTKYMZKSTQ	InChI=1S/C23H41N3O5/c1-8-9-10-15(6)18-12-19(27)26-20(14(4)5)22(29)24-16(7)21(28)25-17(11-13(2)3)23(30)31-18/h13-18,20H,8-12H2,1-7H3,(H,24,29)(H,25,28)(H,26,27)	null	CCCCC(C)C1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CC(C)C)C)C(C)C	4.19999981	10906299;10225225;101236300	PubChem:(10906299 10225225 101236300);COCONUT:(CNP0323021)	2097154	440.31117528903377	234.64548110961914	2838_P10_SIRIUS_3132
230	1	1	1	0.6676952013160219	-48.497000305571675	0.9984924623115576	62.11059863603026	C22H36N4O8	[M + H]+	MKDKGLNKTMDNHY	InChI=1S/C22H36N4O8/c1-15(7-11-27)13-19(29)25(33)9-3-5-17-21(31)24-18(22(32)23-17)6-4-10-26(34)20(30)14-16(2)8-12-28/h13-14,17-18,27-28,33-34H,3-12H2,1-2H3,(H,23,32)(H,24,31)	Dimerum acid	CC(=CC(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)C=C(C)CCO)O)O)CCO	-0.5	6443767;137645418	COCONUT:(CNP0258298);Natural Products:(UNPD65115);PubChem:(6443767 137645418);SuperNatural:(SN00302446);MeSH:(6443767);PubMed	3178566	485.26105864366616	60.376570746302605	470_P10_SIRIUS_527
231	1	1	1	0.665704740032497	-114.89260684477131	0.9979899497487437	99.61338632613692	C37H58O15	[M + H]+	ZBRPKTSTVKEIOU	InChI=1S/C37H58O15/c1-35-9-7-19(12-18(35)5-6-21-20(35)8-10-36(2)26(17-11-25(41)48-16-17)22(40)13-37(21,36)45)49-34-32(47-4)31(46-3)30(24(15-39)51-34)52-33-29(44)28(43)27(42)23(14-38)50-33/h11,18-24,26-34,38-40,42-45H,5-10,12-16H2,1-4H3	null	CC12CCC(CC1CCC3C2CCC4(C3(CC(C4C5=CC(=O)OC5)O)O)C)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)OC)OC	0.299459189	""	COCONUT:(CNP0159588);Natural Products:(UNPD172779)	2129920	743.3834192656248	47.296189069747925	258_P10_SIRIUS_300
232	1	1	2	N/A	-175.07795068512456	0.03768844221105527	25.46846993667242	C18H14N2O3	[M + Na]+	UDQJJAJTGQFZMA	InChI=1S/C18H14N2O3/c1-11-6-2-5-9-15(11)19-20-16-10-14(18(22)23)17(21)13-8-4-3-7-12(13)16/h2-10,21H,1H3,(H,22,23)	null	CC1=CC=CC=C1N=NC2=CC(=C(C3=CC=CC=C32)O)C(=O)O	5.0	33378	PubChem:(33378);PubChem class - safety and toxic	67108866	329.088841468756	159.68144416809082	1969_P10_SIRIUS_2185
233	1	1	1	0.6639380779637369	-142.34345062477126	0.9999999999999999	41.326527200909865	C29H35N3O2	[M + H]+	VSBQPALPNZDMGB	InChI=1S/C29H35N3O2/c1-9-29(7,8)26-23(16-24-28(34)30-19(6)27(33)31-24)22-15-20(12-10-17(2)3)14-21(25(22)32-26)13-11-18(4)5/h9-11,14-16,32H,1,6,12-13H2,2-5,7-8H3,(H,30,34)(H,31,33)	null	CC(=CCC1=CC(=C2C(=C1)C(=C(N2)C(C)(C)C=C)C=C3C(=O)NC(=C)C(=O)N3)CC=C(C)C)C	7.4000001	23425627	COCONUT:(CNP0312525);Natural Products:(UNPD70811);PubChem:(23425627);PubMed	2129986	458.2803174082	279.2608165740967	3117_P10_SIRIUS_3488
234	1	1	1	0.6635285419174674	-129.80807880162578	0.9999999999999999	104.49470270655559	C16H18N2O2	[M + H]+	VZMAHZAQMKNJIG	InChI=1S/C16H18N2O2/c1-9(2)6-13-11-4-3-5-12-15(11)10(8-17-12)7-14(18-13)16(19)20/h3-6,8,13-14,17-18H,7H2,1-2H3,(H,19,20)	clavicipitic acid	CC(=CC1C2=C3C(=CNC3=CC=C2)CC(N1)C(=O)O)C	0.5	10061680;9993281;11043829;10265155;122201201;122201210	COCONUT:(CNP0185866);Natural Products:(UNPD132584 UNPD31686 UNPD118136);PubChem:(10061680 9993281 11043829 10265155 122201201 122201210);CHEBI:(48270 48269 23325);MeSH:(10061680 10265155);PubMed	2130022	271.14394797504144	93.54761458933353	1060_P10_SIRIUS_1175
235	1	1	1	0.662903586744376	-65.65612454983	0.9999999999999999	103.03971116306838	C11H10O6	[M + H]+	XUZUDAQIVRMSLL	InChI=1S/C11H10O6/c1-16-6-4-5-2-3-17-11(15)7(5)9(12)8(6)10(13)14/h4,12H,2-3H2,1H3,(H,13,14)	null	COC1=C(C(=C2C(=C1)CCOC2=O)O)C(=O)O	1.5	75411950	COCONUT:(CNP0087025);Training Set;PubChem:(75411950);additional	2637826	239.0545896178381	50.15015244483948	317_P10_SIRIUS_362
236	1	1	1	0.6592154992516002	-60.30964637277689	0.9999999999999999	25.124815757012065	C10H19NO2	[M + H]+	GBMDYACPQYNUGA	InChI=1S/C10H19NO2/c1-11-9(10(12)13)7-8-5-3-2-4-6-8/h8-9,11H,2-7H2,1H3,(H,12,13)	3-cyclohexyl-n-methylalanine	CNC(CC1CCCCC1)C(=O)O	0.200000003	224398;6994901;6994902;41097900	PubChem:(224398 6994901 6994902 41097900);PubChem class - bio and metabolites	16777218	186.14904808795276	86.74695566296577	954_P10_SIRIUS_1061
237	1	1	1	0.6590263882471057	-60.38376992489766	0.9999999999999999	25.035905586195497	C10H19NO2	[M + H]+	GBMDYACPQYNUGA	InChI=1S/C10H19NO2/c1-11-9(10(12)13)7-8-5-3-2-4-6-8/h8-9,11H,2-7H2,1H3,(H,12,13)	3-cyclohexyl-n-methylalanine	CNC(CC1CCCCC1)C(=O)O	0.200000003	224398;6994901;6994902;41097900	PubChem:(224398 6994901 6994902 41097900);PubChem class - bio and metabolites	16777218	186.14885899860838	81.7659704759717	869_P10_SIRIUS_968
238	1	1	1	0.6580127909527907	-39.885588729115405	0.9999999999999999	38.458939407740374	C12H12N2O2	[M + H]+	FSNCEEGOMTYXKY	InChI=1S/C12H12N2O2/c15-12(16)10-5-8-7-3-1-2-4-9(7)14-11(8)6-13-10/h1-4,10,13-14H,5-6H2,(H,15,16)	Maybridge1_002151	C1C(NCC2=C1C3=CC=CC=C3N2)C(=O)O	-1.20000005	98285;675102;449440;3288669;6920043;6920044;18932589	HMDB:(35665);ZINC bio:(ZINC00037834 ZINC00037835);MeSH:(98285);PubMed;COCONUT:(CNP0110814);KNApSAcK:(26660);Natural Products:(UNPD33054);PubChem:(98285 675102 449440 3288669 6920043 6920044 18932589);CHEBI:(91151);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug	119578750	217.0970851454274	62.63395310491853	526_P10_SIRIUS_586
239	1	2	2	0.657711815784944	-17.17459251513537	0.9999999999999999	198.66134515994762	C12H22O4	[M - H2O + H]+	TVIDDXQYHWJXFK	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	Corfree M 2	C(CCCCCC(=O)O)CCCCC(=O)O	3.06134129	12736;6991984;12400841;11665832;11229952;16212954;71309580;90477850	HMDB:(623);PubChem class - food;SuperNatural:(SN00002058 SN00283277);ZINC bio:(ZINC01529497);additional;HSDB:(693-23-2);MeSH:(12736);PubMed;NORMAN:(NS00010129);COCONUT:(CNP0282563 CNP0293008);Natural Products:(UNPD31013);PubChem:(12736 6991984 12400841 11665832 11229952 16212954 71309580 90477850);CHEBI:(76273 4676);PubChem class - bio and metabolites;KEGG:(C02678);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-10670)	222096238	213.1484264494303	167.21547156572342	2067_P10_SIRIUS_2288
240	1	2	2	N/A	-71.41668722245012	0.9999999999999999	198.66134515994762	C12H20O3	[M + H]+	GQVVVENSHMEKAQ	InChI=1S/C12H20O3/c1-2-10(13)6-4-3-5-7-11-8-9-12(14)15-11/h8-11,13H,2-7H2,1H3	null	CCC(CCCCCC1C=CC(=O)O1)O	2.5	86279867	PubChem:(86279867);COCONUT:(CNP0297747)	2097154	213.1484264494303	167.21547156572342	2067_P10_SIRIUS_2288
241	1	1	1	0.6576392835704242	-30.6802517048878	0.9999999999999999	51.05745209420734	C9H15NO2	[M + H]+	CQYBNXGHMBNGCG	InChI=1S/C9H15NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h6-8,10H,1-5H2,(H,11,12)	hydroindole	C1CCC2C(C1)CC(N2)C(=O)O	-1.0	3274680;7018900;7018901;7019823;7019824;7129535;7129536;7129537;7129538;7129539;7129540;7408449;7408450;7408451;7408452;7408453;7408454;13069255;10198168;15947301;18597947;18604834;18609619;19832912;22843215;22941638;45357264;53735604;53735605;57468241;67589928;69213872;78438579;102450610;102450611;102450612	NORMAN:(NS00038095);COCONUT:(CNP0391484);PubChem:(3274680 7018900 7018901 7019823 7019824 7129535 7129536 7129537 7129538 7129539 7129540 7408449 7408450 7408451 7408452 7408453 7408454 13069255 10198168 15947301 18597947 18604834 18609619 19832912 22843215 22941638 45357264 53735604 53735605 57468241 67589928 69213872 78438579 102450610 102450611 102450612);PubChem class - bio and metabolites;MeSH:(3274680 7408450 7408452);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8676196422	170.1176722882078	35.16227960586548	111_P10_SIRIUS_136
242	1	1	2	0.6564522211328662	-95.26355123865203	0.8547738693467337	19.369703911338902	C21H36O6	[M + Na]+	HZEFDCHHTPMSIO	InChI=1S/C21H36O6/c1-13(2)15-8-7-14(3)6-5-10-21(4,11-9-15)27-20-19(25)18(24)17(23)16(12-22)26-20/h6,9,11,13,15-20,22-25H,5,7-8,10,12H2,1-4H3	null	CC1=CCCC(C=CC(CC1)C(C)C)(C)OC2C(C(C(C(O2)CO)O)O)O	2.47351027	""	COCONUT:(CNP0187384);Natural Products:(UNPD10390);SuperNatural:(SN00369138)	3178496	407.2403304582717	219.2600440979004	2727_P10_SIRIUS_3008
243	1	1	2	0.6536435048029964	-370.04293163178784	0.9100502512562814	84.95241934340793	C28H34BN5O5	[M + H]+	WXSBJLWLFBBGKF	InChI=1S/C28H34BN5O5/c1-19(2)15-25(29(38)39)34-27(36)23(17-21-11-7-4-8-12-21)32-26(35)22(16-20-9-5-3-6-10-20)33-28(37)24-18-30-13-14-31-24/h3-14,18-19,22-23,25,38-39H,15-17H2,1-2H3,(H,32,35)(H,33,37)(H,34,36)	null	B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O	2.92096305	46227257;50899478;75178691	PubChem class - safety and toxic;PubChem:(46227257 50899478 75178691);PubMed	67108930	531.276623158477	217.4493169784546	2695_P10_SIRIUS_2974
244	1	1	1	0.6524215786004971	-129.24137097173536	0.9999999999999999	58.82260306838881	C29H35N3O2	[M + H]+	VSBQPALPNZDMGB	InChI=1S/C29H35N3O2/c1-9-29(7,8)26-23(16-24-28(34)30-19(6)27(33)31-24)22-15-20(12-10-17(2)3)14-21(25(22)32-26)13-11-18(4)5/h9-11,14-16,32H,1,6,12-13H2,2-5,7-8H3,(H,30,34)(H,31,33)	null	CC(=CCC1=CC(=C2C(=C1)C(=C(N2)C(C)(C)C=C)C=C3C(=O)NC(=C)C(=O)N3)CC=C(C)C)C	7.4000001	23425627	COCONUT:(CNP0312525);Natural Products:(UNPD70811);PubChem:(23425627);PubMed	2129986	458.2804320843641	312.93883323669434	3191_P10_SIRIUS_3578
245	1	1	1	0.6490674066196599	-188.75545975106303	0.9999999999999999	42.65328440566442	C18H25N5O5	[M + H]+	CDANUSUTFSNLOG	InChI=1S/C18H25N5O5/c19-18(20)22-9-5-4-8-21-15(24)12(10-11-6-2-1-3-7-11)23-16(25)13-14(28-13)17(26)27/h1-3,6-7,12-14H,4-5,8-10H2,(H,21,24)(H,23,25)(H,26,27)(H4,19,20,22)	Estatin A	C1=CC=C(C=C1)CC(C(=O)NCCCCN=C(N)N)NC(=O)C2C(O2)C(=O)O	-0.600000024	129330;14032016	COCONUT:(CNP0296766);KNApSAcK:(17703);Natural Products:(UNPD173861);PubChem:(129330 14032016);SuperNatural:(SN00304614);additional;MeSH:(129330);PubChem class - safety and toxic;PubMed	70811734	392.1926794977328	65.78661918640137	586_P10_SIRIUS_653
246	1	1	1	0.6489823943882792	-69.36842037645842	0.9999999999999999	85.4578875869204	C11H10O6	[M + H]+	XUZUDAQIVRMSLL	InChI=1S/C11H10O6/c1-16-6-4-5-2-3-17-11(15)7(5)9(12)8(6)10(13)14/h4,12H,2-3H2,1H3,(H,13,14)	null	COC1=C(C(=C2C(=C1)CCOC2=O)O)C(=O)O	1.5	75411950	COCONUT:(CNP0087025);Training Set;PubChem:(75411950);additional	2637826	239.0546262215635	76.72846555709839	760_P10_SIRIUS_844
247	1	3	3	0.6482191846404437	-2.373704436159375	0.9999999999999999	103.98075612443708	C6H14O6	[M - H4O2 + H]+	FBPFZTCFMRRESA	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2	Sorbogem	C(C(C(C(C(CO)O)O)O)O)O	-2.67485213	453;5780;6251;11850;1549089;61892;82170;90540;120700;134038;136460;151263;171554;5460044;5487627;9855659;11513915;9920559;10012587;11008545;11480827;16760165;16760175;17757248;16058491;16211940;16212017;16212965;53790668;57151025;56846618;60161240;71749895;71308275;71308536;71308893;71309037;71309139;71309142;71309249;71309251;71311469;87076217;87367794;87393634;87767135;88909362;87882628;90840509;90888514;91210263;91365133;101274260;102602060;117064296;119081674;121494055;123301630;123434053;122406790;124203186;131668352;129830858;129857159;133688430;134694661;134834790;135385067;137333797;139025093;139025094;139025129;139025131;139025874	HMDB:(107 247 765 11632);PubChem class - food;SuperNatural:(SN00024275 SN00011501 SN00158552 SN00156670 SN00354162 SN00011554 SN00387336 SN00350338 SN00024326 SN00156630);ZINC bio:(ZINC01532640 ZINC02041302 ZINC02530725 ZINC05131989 ZINC05178945 ZINC13545678 ZINC17836367 ZINC18006959 ZINC18010484 ZINC18279893);additional;HSDB:(69-65-8 50-70-4);MeSH:(453 5780 6251 11850 90540 120700 151263 1549089 5460044);Plantcyc:(SORBITOL GALACTITOL MANNITOL CPD-369);PubMed;NORMAN:(NS00008496);COCONUT:(CNP0090389 CNP0190948);KNApSAcK:(1173);Natural Products:(UNPD28851 UNPD99873 UNPD41378 UNPD76203 UNPD83946 UNPD136254 UNPD74415 UNPD170354 UNPD48168);PubChem:(453 5780 6251 11850 1549089 61892 82170 90540 120700 134038 136460 151263 171554 5460044 5487627 9855659 11513915 9920559 10012587 11008545 11480827 16760165 16760175 17757248 16058491 16211940 16212017 16212965 53790668 57151025 56846618 60161240 71749895 71308275 71308536 71308893 71309037 71309139 71309142 71309249 71309251 71311469 87076217 87367794 87393634 87767135 88909362 87882628 90840509 90888514 91210263 91365133 101274260 102602060 117064296 119081674 121494055 123301630 123434053 122406790 124203186 131668352 129830858 129857159 133688430 134694661 134834790 135385067 137333797 139025093 139025094 139025129 139025131 139025874);CHEBI:(87978 17459 17924 16899 16813 125392 134311 138264 18202 28789 38030);PubChem class - bio and metabolites;KEGG:(C01507 C01722 C00392 C21524 C00794 C01489 C01697);PubChem class - safety and toxic;YMDB:(830 87 656 724);Training Set;PubChem class - drug;Biocyc:(SORBITOL CPD-12810 GALACTITOL CPD-369 CPD-15701 CPD-357 CPD-12811 CPD-15703 MANNITOL CPD-15702)	255847294	147.0650568721045	103.78747701644897	1203_P10_SIRIUS_1328
248	1	3	3	N/A	-42.488453590009485	0.9999999999999999	103.98075612443708	C6H12O5	[M - H2O + H]+	SHZGCJCMOBCMKK	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3	L-fucose	CC1C(C(C(C(O1)O)O)O)O	-2.0999999	840;17106;19466;25310;158388;439548;439554;439650;439710;439730;439746;441480;444200;444525;444812;444863;445536;445562;447182;3246595;7567124;7567127;7097048;5351449;6713579;6857376;6992104;12302958;12302959;12302960;12302962;12302966;12302968;12302969;12302971;12302973;12302974;12302975;12302977;11019200;11019207;11126599;16405538;25322854;24802143;24802144;24802505;40467889;44119431;51340643;57074166;54306637;57335520;57335525;57335526;60073747;60109607;57740249;59897521;58070806;59943566;59973650;59973685;66810291;66908717;68041729;68167578;68267581;68329309;68361011;68393225;71315513;88547604;90757540;88974676;89126958;89173955;89176435;89187684;90175474;89563666;89290993;89295388;89316116;89316173;89484634;90471740;90472741;90472743;90472747;90477571;89847942;94840640;89981085;91392773;92852914;101369112;102601368;118156417;117894139;118797432;118855919;118855921;129203159;134081803;134694141;134857124;139024040	HMDB:(174 849 3081 29196 59624 59625 124735);SuperNatural:(SN00264119 SN00050529 SN00322886 SN00332194 SN00155180 SN00155179 SN00064435 SN00002257 SN00050528 SN00245028 SN00089453 SN00403875);ZINC bio:(ZINC01532676 ZINC01532677 ZINC01532813 ZINC01532814 ZINC01532815 ZINC01532816 ZINC02042980 ZINC02042981 ZINC02047187 ZINC03861280 ZINC03861281 ZINC03870034 ZINC03870035 ZINC03870036 ZINC04090206 ZINC12501243 ZINC12888359);additional;MeSH:(17106 25310 439746);Plantcyc:(CPD0-1112 CPD-10329 CPD0-1107 CPD-13293 RHAMNOSE);PubMed;NORMAN:(NS00015256);COCONUT:(CNP0226197);KNApSAcK:(1118);Natural Products:(UNPD147937 UNPD64191 UNPD99227 UNPD116728 UNPD4594 UNPD25989 UNPD50079 UNPD53406);PubChem:(840 17106 19466 25310 158388 439548 439554 439650 439710 439730 439746 441480 444200 444525 444812 444863 445536 445562 447182 3246595 7567124 7567127 7097048 5351449 6713579 6857376 6992104 12302958 12302959 12302960 12302962 12302966 12302968 12302969 12302971 12302973 12302974 12302975 12302977 11019200 11019207 11126599 16405538 25322854 24802143 24802144 24802505 40467889 44119431 51340643 57074166 54306637 57335520 57335525 57335526 60073747 60109607 57740249 59897521 58070806 59943566 59973650 59973685 66810291 66908717 68041729 68167578 68267581 68329309 68361011 68393225 71315513 88547604 90757540 88974676 89126958 89173955 89176435 89187684 90175474 89563666 89290993 89295388 89316116 89316173 89484634 90471740 90472741 90472743 90472747 90477571 89847942 94840640 89981085 91392773 92852914 101369112 102601368 118156417 117894139 118797432 118855919 118855921 129203159 134081803 134694141 134857124 139024040);YMDB Mine;CHEBI:(27586 2181 42548 27442 63151 62346 63152 42564 42589 2179 42606 27907);PubChem class - bio and metabolites;KEGG:(C01019 C20835 C22093 C02338 C02476 C21033 C02522 C01684 C00507 C01018 C20836 C02095 C21058 C08352);PubChem class - drug;Biocyc:(2-METHYLTHIO-N-6-ISOPENTYL-ADENOSINE-37- CPD-13829 CPD-15615 CPD-13293 CPD-15589 CPD-15609 CPDAB3-85 CPD-14019 IRON-CHELATE CPD0-1112 CPD-10543 CPD-15941 CPD-18851 CPD-13603 CPD-10329 FADH-OH CPD0-1107 RHAMNOSE CPD-15587)	34414176638	147.0650568721045	103.78747701644897	1203_P10_SIRIUS_1328
249	1	3	3	N/A	-52.28877430703277	0.9999999999999999	103.98075612443708	C6H10O4	[M + H]+	KLDXJTOLSGUMSJ	InChI=1S/C6H10O4/c7-3-1-9-6-4(8)2-10-5(3)6/h3-8H,1-2H2	Hydronol	C1C(C2C(O1)C(CO2)O)O	-1.43775928	12597;99937;441223;7269354;7269355;7271830;6852408;12116847;12304539;12304540;12304541;10877250;10975624;11593473;17757266;17757267;20792947;54000403;58743137;59404435;58019536;58019537;58019539;67211011;69596498;68014558;68298498;71749628;86820624;89007844;89943381;129010301;130435876;131668137;137704479	SuperNatural:(SN00017905 SN00348124 SN00011200 SN00017904 SN00011201 SN00296920);ZINC bio:(ZINC00896581 ZINC04521362 ZINC04521363 ZINC04529567 ZINC12358744 ZINC12358745 ZINC18284778);additional;HSDB:(652-67-5);MeSH:(12597 99937 6852408 7271830 10975624 12116847 12304539 12304540);PubMed;NORMAN:(NS00002879);COCONUT:(CNP0222190);Natural Products:(UNPD114792 UNPD4677);PubChem:(12597 99937 441223 7269354 7269355 7271830 6852408 12116847 12304539 12304540 12304541 10877250 10975624 11593473 17757266 17757267 20792947 54000403 58743137 59404435 58019536 58019537 58019539 67211011 69596498 68014558 68298498 71749628 86820624 89007844 89943381 129010301 130435876 131668137 137704479);CHEBI:(6060);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	121430630	147.0650568721045	103.78747701644897	1203_P10_SIRIUS_1328
250	1	1	1	0.6469511174975944	-76.54076914343155	0.9999999999999999	75.7120970895227	C10H17NO4	[M + H]+	CPVSDCNZYNEHTP	InChI=1S/C10H17NO4/c1-8(4-6-12)7-9(13)11-5-2-3-10(14)15/h7,12H,2-6H2,1H3,(H,11,13)(H,14,15)	null	CC(=CC(=O)NCCCC(=O)O)CCO	0.100000001	10976838	COCONUT:(CNP0219039);KNApSAcK:(45955);Natural Products:(UNPD112477);PubChem:(10976838);SuperNatural:(SN00404353);MeSH:(10976838);PubMed	3178582	216.12308681530186	61.94225549697876	507_P10_SIRIUS_567
251	1	1	1	0.6454990292685259	-84.44010924709546	0.9999999999999999	115.54629895460467	C13H14O5	[M + H]+	CBGDIJWINPWWJW	InChI=1S/C13H14O5/c1-5-7(3)18-4-8-9(5)6(2)11(14)10(12(8)15)13(16)17/h4-5,7,14H,1-3H3,(H,16,17)	Citriain	CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C	1.70000005	6951074;54680783;54682830;54689773;67876188;71314881;76974333;92332010;93028221;133687874;139592549	HMDB:(41857);SuperNatural:(SN00389557 SN00288968);additional;HSDB:(518-75-2);MeSH:(54680783);PubMed;NORMAN:(NS00032365 NS00044151 NS00015337);COCONUT:(CNP0013480 CNP0182810 CNP0295337);Natural Products:(UNPD165348 UNPD38662);PubChem:(6951074 54680783 54682830 54689773 67876188 71314881 76974333 92332010 93028221 133687874 139592549);CHEBI:(48709 48712 48707);PubChem class - bio and metabolites;KEGG:(C16765);PubChem class - safety and toxic;Training Set	87868270	251.09162822787368	134.81286227703094	1616_P10_SIRIUS_1793
252	1	1	1	0.6449397236014396	-173.51154639036466	0.9999999999999999	40.88551520327523	C37H59N9O9	[M + H]+	FPKKHAIFBFRKHC	InChI=1S/C37H59N9O9/c1-21(2)29(44-30(50)24-13-10-18-40-24)33(53)45-37(5,6)35(55)46-36(3,4)34(54)43-26(15-17-28(39)49)32(52)42-25(14-16-27(38)48)31(51)41-23(20-47)19-22-11-8-7-9-12-22/h7-9,11-12,21,23-26,29,40,47H,10,13-20H2,1-6H3,(H2,38,48)(H2,39,49)(H,41,51)(H,42,52)(H,43,54)(H,44,50)(H,45,53)(H,46,55)	null	CC(C)C(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C2CCCN2	-0.501346052	""	COCONUT:(CNP0312044);Natural Products:(UNPD70273);SuperNatural:(SN00273186)	3178496	774.4500940766197	248.14284324645996	2913_P10_SIRIUS_3220
