id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1081_P10_SIRIUS_1197	C9H15NO2	[M + H]+	C9H15NO2	Amino acids and Peptides	0.9542320370674133	Small peptides	0.9845449924468994	Aminoacids	0.8991486430168152	Alpha amino acids	0.974672794342041	Amino acids and derivatives	0.9998704195022583	Amino acids, peptides, and analogues	0.999861478805542	Carboxylic acids and derivatives	0.9999285936355591	Organic acids and derivatives	0.9999537467956543	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
541_P10_SIRIUS_603	C10H10O2	[M + H]+	C10H10O2	Shikimates and Phenylpropanoids	0.6844030618667603	Phenylpropanoids (C6-C3)	0.5355188250541687	Cinnamic acids and derivatives	0.44616591930389404	Benzene and substituted derivatives	0.9055206775665283					Benzene and substituted derivatives	0.9055206775665283	Benzenoids	0.9692277312278748	Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
951_P10_SIRIUS_1057	C14H12O6	[M + H]+	C14H12O6	Polyketides	0.6846027970314026	Cyclic polyketides	0.32236847281455994	Chromones	0.16452957689762115	Alkyl aryl ethers	0.6176127791404724	Alkyl aryl ethers	0.6176127791404724	Ethers	0.7028301954269409	Organooxygen compounds	0.9999979734420776	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Organooxygen compounds; Pyranones and derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
1225_P10_SIRIUS_1352	C12H10N4O2	[M + H]+	C12H10N4O2	Alkaloids	0.9999920129776001	Pseudoalkaloids	0.6517595052719116	pteridine alkaloids	0.9407182931900024	Flavins	0.9827418923377991	Flavins	0.9827418923377991	Alloxazines and isoalloxazines	0.9992256164550781	Pteridines and derivatives	0.9999997615814209	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Alloxazines and isoalloxazines; Quinoxalines; Ureas; Flavins; Diazines; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities
1092_P10_SIRIUS_1209	C12H16N2O4	[M + H]+	C12H16N2O4	Amino acids and Peptides	0.8106347918510437	Small peptides	0.4247830808162689	Dipeptides	0.3718387186527252	Alpha amino acids and derivatives	0.7942631840705872	Amino acids and derivatives	0.8380227088928223	Amino acids, peptides, and analogues	0.8433775305747986	Carboxylic acids and derivatives	0.9994416832923889	Organic acids and derivatives	0.999967098236084	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Barbituric acid derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid imides; Carbonyl compounds; Diazinanes; Dicarboximides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
806_P10_SIRIUS_894	C20H34N4O6	[M + H]+	C20H34N4O6	Amino acids and Peptides	0.9998456239700317	Small peptides	0.9982349872589111	Tripeptides	0.9195800423622131	Oligopeptides	0.7511303424835205	Peptides	0.9998587369918823	Amino acids, peptides, and analogues	0.999984860420227	Carboxylic acids and derivatives	0.9999943971633911	Organic acids and derivatives	0.9999997615814209	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
1082_P10_SIRIUS_1198	C17H23N3O3	[M + H]+	C17H23N3O3	Amino acids and Peptides	0.9999420642852783	Small peptides	0.999846339225769	Dipeptides	0.9999936819076538	Dipeptides	0.9999992847442627	Peptides	0.999990701675415	Amino acids, peptides, and analogues	0.9999996423721313	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Organic zwitterions; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
657_P10_SIRIUS_731	C10H10N2O2	[M + H]+	C10H10N2O2	Alkaloids	0.988964319229126	Anthranilic acid alkaloids	0.969144344329834	Benzodiazepine alkaloids	0.8326184749603271	1,4-benzodiazepines	0.879063069820404			1,4-benzodiazepines	0.879063069820404	Benzodiazepines	0.9395338296890259	Organoheterocyclic compounds	0.9966116547584534	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Organonitrogen compounds; Benzodiazepines; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; 1,4-benzodiazepines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
542_P10_SIRIUS_604	C12H16O5	[M + H]+	C12H16O5	Polyketides	0.8632838726043701	Cyclic polyketides	0.9392363429069519	2-pyrone derivatives	0.985664963722229	Pyranones and derivatives	0.6034389138221741			Pyranones and derivatives	0.6034389138221741	Pyrans	0.5621006488800049	Organoheterocyclic compounds	0.9629565477371216	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
397_P10_SIRIUS_446	C23H40N4O9	[M + H]+	C23H40N4O9	Amino acids and Peptides	0.7382094860076904	Ornithine alkaloids	0.6965510249137878	Polyamines	0.3146144449710846	Alpha amino acid esters	0.9441763162612915	Amino acids and derivatives	0.9860216975212097	Amino acids, peptides, and analogues	0.9878208041191101	Carboxylic acids and derivatives	0.9999817609786987	Organic acids and derivatives	0.9999914169311523	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Hydroxamic acids; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Methyl esters; Fatty Acyls; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1360_P10_SIRIUS_1507	C10H18O	[M + H]+	C10H18O	Terpenoids	0.7806483507156372	Monoterpenoids	0.8132050633430481	Acyclic monoterpenoids	0.45983752608299255	Monoterpenoids	0.8029994368553162			Monoterpenoids	0.8029994368553162	Prenol lipids	0.770639955997467	Lipids and lipid-like molecules	0.8562431931495667	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Monoterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1360_P10_SIRIUS_1507	C10H20O2	[M - H2O + H]+	C10H18O	Terpenoids	0.7806483507156372	Monoterpenoids	0.8132050633430481	Acyclic monoterpenoids	0.45983752608299255	Lipids and lipid-like molecules	0.8562431931495667							Lipids and lipid-like molecules	0.8562431931495667	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1226_P10_SIRIUS_1353	C38H50N6O10	[M + H]+	C38H50N6O10	Amino acids and Peptides	0.9999929666519165	Oligopeptides	0.969955325126648	Linear peptides	0.9452082514762878	Oligopeptides	0.9753774404525757	Peptides	0.9947311878204346	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1093_P10_SIRIUS_1210	C17H26O7	[M - H2O + H]+	C17H24O6	Terpenoids	0.9971524477005005	Sesquiterpenoids	0.999295711517334	Pseudoguaiane sesquiterpenoids	0.7653285264968872	Sesquiterpenoids	0.9676159620285034			Sesquiterpenoids	0.9676159620285034	Prenol lipids	0.9194890260696411	Lipids and lipid-like molecules	0.9724059700965881	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1093_P10_SIRIUS_1210	C17H24O6	[M + H]+	C17H24O6	Terpenoids	0.9971524477005005	Sesquiterpenoids	0.999295711517334	Pseudoguaiane sesquiterpenoids	0.7653285264968872	Ambrosanolides and secoambrosanolides	0.6918700337409973	Sesquiterpene lactones	0.2735865116119385	Terpene lactones	0.5243544578552246	Prenol lipids	0.9194890260696411	Lipids and lipid-like molecules	0.9724059700965881	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Carbonyl compounds; Oxanes; Ambrosanolides and secoambrosanolides; Tetrahydrofurans; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
661_P10_SIRIUS_736	C16H27NO10	[M + Na]+	C16H27NO10	Carbohydrates	0.4640927314758301	Peptide alkaloids	0.170762300491333	Aminosugars	0.1702226996421814	Valine and derivatives	0.8826618194580078	Amino acids and derivatives	0.8142609000205994	Amino acids, peptides, and analogues	0.8265402317047119	Carboxylic acids and derivatives	0.9995123147964478	Organic acids and derivatives	0.9996956586837769	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Secondary amines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
807_P10_SIRIUS_895	C9H8N6O3	[M + H]+	C9H8N6O3	Alkaloids	0.8543213605880737	Pseudoalkaloids	0.721721887588501	pteridine alkaloids	0.525816023349762	Pyrimidines and pyrimidine derivatives	0.7046680450439453			Pyrimidines and pyrimidine derivatives	0.7046680450439453	Diazines	0.705485463142395	Organoheterocyclic compounds	0.9786902666091919	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Triazoles; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1361_P10_SIRIUS_1508	C11H20O3	[M + H]+	C11H20O3	Fatty acids	0.9579492211341858	Fatty Acids and Conjugates	0.8969977498054504	Hydroxy fatty acids	0.9038369059562683	Medium-chain hydroxy acids and derivatives	0.9818503260612488			Medium-chain hydroxy acids and derivatives	0.9818503260612488	Hydroxy acids and derivatives	0.7752899527549744	Organic acids and derivatives	0.9975086450576782	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1361_P10_SIRIUS_1508	C11H24O5	[M - H4O2 + H]+	C11H20O3	Fatty acids	0.9579492211341858	Fatty Acids and Conjugates	0.8969977498054504	Hydroxy fatty acids	0.9038369059562683	Hydroxy fatty acids	0.7623518109321594	Hydroxy fatty acids	0.7623518109321594	Fatty acids and conjugates	0.8474355936050415	Fatty Acyls	0.9689918756484985	Lipids and lipid-like molecules	0.9843536615371704	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Secondary alcohols; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1361_P10_SIRIUS_1508	C11H22O4	[M - H2O + H]+	C11H20O3	Fatty acids	0.9579492211341858	Fatty Acids and Conjugates	0.8969977498054504	Hydroxy fatty acids	0.9038369059562683	Medium-chain hydroxy acids and derivatives	0.9818503260612488			Medium-chain hydroxy acids and derivatives	0.9818503260612488	Hydroxy acids and derivatives	0.7752899527549744	Organic acids and derivatives	0.9975086450576782	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1084_P10_SIRIUS_1200	C12H16FN3O3S	[M + Na]+	C12H16FN3O3S	Alkaloids	0.9796279668807983	Nucleosides	0.7149858474731445	Pyrimidine nucleos(t)ides	0.6950072050094604	Fluorobenzenes	0.8032975196838379	Fluorobenzenes	0.8032975196838379	Halobenzenes	0.9103114008903503	Benzene and substituted derivatives	0.7382526397705078	Benzenoids	0.6986333727836609	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aryl halides; Aminosulfonyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
663_P10_SIRIUS_738	C14H15N3O2	[M + H]+	C14H15N3O2	Amino acids and Peptides	0.9907824397087097	Peptide alkaloids	0.9397227168083191	Other indole diketopiperazine alkaloids	0.7439349889755249	Alpha amino acids and derivatives	0.6927961707115173	Amino acids and derivatives	0.8528679609298706	Amino acids, peptides, and analogues	0.8916419744491577	Carboxylic acids and derivatives	0.9639685153961182	Organic acids and derivatives	0.9883207082748413	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Lactams; Piperazines; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Substituted pyrroles; Diazinanes; Benzenoids; Indoles; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
398_P10_SIRIUS_447	C22H30N4O4	[M + Na]+	C22H30N4O4	Amino acids and Peptides	0.850666344165802	Small peptides	0.9558291435241699	Tripeptides	0.8003175258636475	Histidine and derivatives	0.6519428491592407	Amino acids and derivatives	0.9474450349807739	Amino acids, peptides, and analogues	0.9660481810569763	Carboxylic acids and derivatives	0.9930952191352844	Organic acids and derivatives	0.9995971322059631	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidinecarboxamides; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Histidine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1227_P10_SIRIUS_1354	C22H23N5O4	[M + H]+	C22H23N5O4	Alkaloids	0.9934815168380737	Histidine alkaloids	0.9809839725494385	Imidazole alkaloids	0.989194393157959	Alpha amino acids and derivatives	0.9998968839645386	Amino acids and derivatives	0.9981671571731567	Amino acids, peptides, and analogues	0.9985172152519226	Carboxylic acids and derivatives	0.9987457990646362	Organic acids and derivatives	0.9995229244232178	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Pyridines and derivatives; N-organohydroxylamines; Lactams; Piperazines; Indoles and derivatives; Imidazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Imidazopyridines; Amino acids and derivatives; Hydroxamic acids; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Imidazolidinones; Pyridoindoles; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; Benzenoids; Azolidines; Indoles; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxylamino, 2-unsubstituted benzenoids; 1-hydroxylamino, 4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
808_P10_SIRIUS_897	C16H31N3O5	[M + H]+	C16H31N3O5	Amino acids and Peptides	0.9999454021453857	Small peptides	0.9999697208404541	Tripeptides	0.9683265686035156	Oligopeptides	0.9773532152175903	Peptides	0.9999974966049194	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	0.9999995231628418	Organic acids and derivatives	0.9999995231628418	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
543_P10_SIRIUS_605	C11H8FN3OS	[M + H]+	C11H8FN3OS	Alkaloids	0.9256844520568848	Nicotinic acid alkaloids	0.3808600902557373	Pyridine alkaloids	0.34381699562072754	Fluorobenzenes	0.8871812224388123	Fluorobenzenes	0.8871812224388123	Halobenzenes	0.9049327373504639	Benzene and substituted derivatives	0.9681475162506104	Benzenoids	0.9960267543792725	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1228_P10_SIRIUS_1355	C10H21NO3	[M + H]+	C10H21NO3	Fatty acids	0.8869348168373108	Fatty amides	0.6059015393257141	Fatty acyl homoserine lactones	0.10332655161619186	Alpha amino acid esters	0.9033785462379456	Amino acids and derivatives	0.998794674873352	Amino acids, peptides, and analogues	0.9987051486968994	Carboxylic acids and derivatives	0.9998993873596191	Organic acids and derivatives	0.999871015548706	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
664_P10_SIRIUS_739	C16H21N3O3S	[M + H]+	C16H21N3O3S	Amino acids and Peptides	0.9852901697158813	Small peptides	0.9593418836593628	Dipeptides	0.9940201044082642	Alpha amino acids and derivatives	0.9892701506614685	Amino acids and derivatives	0.9924968481063843	Amino acids, peptides, and analogues	0.9942958950996399	Carboxylic acids and derivatives	0.9974932670593262	Organic acids and derivatives	0.9992849230766296	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Lactams; Piperazines; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Diazinanes; Benzenoids; Indoles; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1086_P10_SIRIUS_1202	C12H10O4	[M + H]+	C12H10O4	Shikimates and Phenylpropanoids	0.7637373208999634	Phenylpropanoids (C6-C3)	0.5335042476654053	Chalcones	0.3747497797012329	Benzodioxoles	0.9944422841072083					Benzodioxoles	0.9944422841072083	Organoheterocyclic compounds	0.999440610408783	Organic compounds; Organoheterocyclic compounds; Styrenes; Ketones; Ethers; Phenylpropanoids and polyketides; Benzodioxoles; Organooxygen compounds; Acetals; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
